iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.028689008371944547,-1.354200529761357,7.6530376041333685,True,9.007238133894726,logei,0.0,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,58.03244153515325,"x0,x1,x2,x3",3.0593887562558817,-1.354200529761357,4.413589286017238,4.413589286017238,4.413589286017238,4.413589286017238,-1.354200529761357,4.413589286017238,stevens
2,0.14792608457745593,0.9282110229603695,0.07042057615419683,0.12977394939929798,-1.415234372616329,3.2188123448595567,True,4.6340467174758855,logei,0.0,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,20.599503235281027,"x0,x1,x2,x3",3.0593887562558817,-1.354200529761357,4.474623128872211,8.888212414889448,4.413589286017238,4.444106207444724,-1.354200529761357,4.413589286017238,stevens
3,0.9483284532917751,0.6218835927963828,0.368993123729791,0.5113900218032627,0.854258045732732,2.143746597906398,True,1.2894885521736659,logei,0.0,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,1.9242902012832905,"x0,x1,x2,x3",3.0593887562558817,0.854258045732732,2.2051307105231497,11.093343125412598,2.2051307105231497,3.6977810418041996,-1.354200529761357,4.413589286017238,stevens
4,0.6628429525167993,0.2753088157611293,0.13796807286695534,0.7880395945039919,-0.18475011597007665,1.3832604456911863,True,1.568010561661263,logei,0.0,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,2.5853011801457084,"x0,x1,x2,x3",3.0593887562558817,0.854258045732732,3.2441388722259585,14.337481997638557,2.2051307105231497,3.5843704994096393,-1.354200529761357,4.413589286017238,stevens
5,0.6703605841024838,0.5123823134831604,0.8167364359696581,0.5490752688700263,1.0503943887504021,-11.728682174358427,True,-12.779076563108829,logei,0.0,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,151.176993561442,"x0,x1,x2,x3",3.0593887562558817,1.0503943887504021,2.0089943675054798,16.346476365144035,2.0089943675054798,3.269295273028807,-1.354200529761357,4.413589286017238,stevens
6,0.0,0.0,1.0,0.0,-2.659841721785871,-7.509323633666193,True,-4.849481911880321,logei,0.1522832000046037,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,11.575915977874375,"x0,x1,x2,x3",3.0593887562558817,1.0503943887504021,5.719230478041753,22.065706843185787,2.0089943675054798,3.677617807197631,-1.354200529761357,4.413589286017238,stevens
7,0.0,1.0,0.3529511078060247,0.0,-1.7110189662659636,-6.712843366456659,True,-5.001824400190696,logei,0.18326379999052733,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,26.520348356172118,"x0,x1,x2,x3",3.0593887562558817,1.0503943887504021,4.7704077225218455,26.836114565707632,2.0089943675054798,3.8337306522439474,-1.354200529761357,4.413589286017238,stevens
8,0.22317048239652143,0.36745462069983215,0.5324674835981515,0.02165542817592309,-1.497553890782473,1.0716324063920224,True,2.5691862971744954,logei,0.17152190001797862,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,9.797450572055844,"x0,x1,x2,x3",3.0593887562558817,1.0503943887504021,4.556942647038355,31.393057212745987,2.0089943675054798,3.9241321515932484,-1.354200529761357,4.413589286017238,stevens
9,0.6530931409855839,0.7517673845117786,0.08150931214688231,0.3654316636197199,-0.23198142488518236,-7.938540923954229,True,-7.706559499069047,logei,0.17422349998378195,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,43.12848252192849,"x0,x1,x2,x3",3.0593887562558817,1.0503943887504021,3.291370181141064,34.68442739388705,2.0089943675054798,3.85382526598745,-1.354200529761357,4.413589286017238,stevens
10,0.06018311450813225,0.5786966679796336,0.6810598146738606,0.022764814999410223,-1.3296825293253343,3.0170779898262405,True,4.346760519151575,logei,0.17252220000955276,False,11,7963fc3f-c9f4-4e9a-b54b-843fb083e734,gaussian,5.0,0,exact,value,self_report,18.423145954947174,"x0,x1,x2,x3",3.0593887562558817,1.0503943887504021,4.389071285581216,39.073498679468265,2.0089943675054798,3.9073498679468264,-1.354200529761357,4.413589286017238,stevens
