error_model,jitter_std,jitter_iteration,dataset,acquisition,fragility,absolute_loss,inference_excess,acq_failures,seeds
slip,0.01,0,ackley,ei,0.04114336821476734,0.5618089801128056,0.06896066501633275,0,5
slip,0.01,0,ackley,logei,0.07545055820511444,0.5959063358216701,1.2499311363557257,0,5
slip,0.01,0,ackley,pi,0.008237479540839315,0.7292306851571809,0.7128607454413627,0,5
slip,0.01,0,ackley,qnei,0.017732464917413204,0.5936193000592749,-1.1644154014511814,0,5
slip,0.01,0,ackley,qucb,0.07069030593105317,0.5671995207569644,1.2502298806519234,0,5
slip,0.01,0,ackley,random,0.014872929633718853,0.8684199071050104,0.0,0,5
slip,0.01,0,ackley,sobol,-0.008949135525271854,0.8899639582704395,0.22217239348383871,0,5
slip,0.01,0,ackley,ucb,0.05906006376853172,0.5459447845033122,1.858319136117165,0,5
slip,0.01,0,branin,ei,-0.004062060878891246,0.052228606176799273,0.00126883285386762,0,5
slip,0.01,0,branin,logei,0.001934923454084583,0.05885849827419559,0.016992014833554083,0,5
slip,0.01,0,branin,pi,0.042935805768182414,0.10316975833538504,0.06686666961136487,0,5
slip,0.01,0,branin,qnei,-0.0018024365544565039,0.053034329248567214,0.0005366228298208588,0,5
slip,0.01,0,branin,qucb,-0.007019254825717393,0.05275611713419931,0.004112866823602167,0,5
slip,0.01,0,branin,random,0.008279949932459818,0.08006796998748286,0.007038073419863939,0,5
slip,0.01,0,branin,sobol,0.005509551542752645,0.0909058057127147,0.0,0,5
slip,0.01,0,branin,ucb,-0.008214024601642868,0.051536324690475074,0.00136871557763644,0,5
slip,0.01,0,eggholder,ei,-0.06369870455344015,0.23219254757206498,0.06675668602867608,0,5
slip,0.01,0,eggholder,logei,0.07501571778747153,0.32521438138228775,0.23585396242727102,0,5
slip,0.01,0,eggholder,pi,0.13777922116143565,0.43188761870264836,0.8910877147278262,0,5
slip,0.01,0,eggholder,qnei,0.04283241872275484,0.3883918050401257,0.5087989002303693,0,5
slip,0.01,0,eggholder,qucb,0.022475417728747872,0.32508586226712854,0.5073516805533962,0,5
slip,0.01,0,eggholder,random,0.02428799881926194,0.4376807101415084,0.2399496813945258,0,5
slip,0.01,0,eggholder,sobol,0.070512694620521,0.42297640996561664,0.2596582104375395,0,5
slip,0.01,0,eggholder,ucb,0.10136511141679805,0.431510192404079,0.12140173221223112,0,5
slip,0.01,0,griewank,ei,0.02080304048614884,0.19609375633090614,-0.01026187189928204,0,5
slip,0.01,0,griewank,logei,0.029233682078745528,0.18685980296360338,0.00666746363513124,0,5
slip,0.01,0,griewank,pi,0.05959089050293905,0.2783879626472581,0.14313773356989173,0,5
slip,0.01,0,griewank,qnei,0.016761869734202236,0.20145179650657527,0.007706762667836981,0,5
slip,0.01,0,griewank,qucb,0.047233871340728026,0.2599625018499164,0.004023908809860239,0,5
slip,0.01,0,griewank,random,0.007503008552625097,0.3927612379891582,0.0,0,5
slip,0.01,0,griewank,sobol,0.004239734382307528,0.4574109460871984,0.0,0,5
slip,0.01,0,griewank,ucb,-0.03280440685974279,0.16867047949577488,0.00404275288364596,0,5
slip,0.01,0,hartmann_3,ei,-0.01758825667082009,0.11925215619475482,0.010688063883653582,0,5
slip,0.01,0,hartmann_3,logei,0.013655956856230885,0.15055378259223334,0.00409203542210708,0,5
slip,0.01,0,hartmann_3,pi,0.06487253923033366,0.21378948331574227,0.01030868097774464,0,5
slip,0.01,0,hartmann_3,qnei,0.012633505572851617,0.15446425421540483,0.007799814910584619,0,5
slip,0.01,0,hartmann_3,qucb,-0.009297641879743997,0.14791258689143422,0.0030812393566979003,0,5
slip,0.01,0,hartmann_3,random,-0.007564042261060074,0.3567672311094506,0.0,0,5
slip,0.01,0,hartmann_3,sobol,0.006358862294748765,0.2906013631103343,0.04567706365376152,0,5
slip,0.01,0,hartmann_3,ucb,-0.0040355209842166135,0.13917239057697986,0.00035286587329268,0,5
slip,0.01,0,hartmann_6,ei,0.16318439700737347,0.37744767861328166,1.0455404190409157,0,5
slip,0.01,0,hartmann_6,logei,0.04431723423831746,0.27815247055746173,0.01094837295698654,0,5
slip,0.01,0,hartmann_6,pi,0.17258338370145826,0.5193069830156739,1.8376533408148714,0,5
slip,0.01,0,hartmann_6,qnei,0.07662010781515169,0.2883636786368071,0.197653413139287,0,5
slip,0.01,0,hartmann_6,qucb,-0.008284092018290029,0.28348441232258886,-0.01572536349525556,0,5
slip,0.01,0,hartmann_6,random,-0.005830227832659293,0.6814412234892051,0.0,0,5
slip,0.01,0,hartmann_6,sobol,-0.0017674842118087868,0.6258893916713945,0.0,0,5
slip,0.01,0,hartmann_6,ucb,-0.020843389276163735,0.2938127024069383,0.10402897514316951,0,5
