error_model,jitter_iteration,n_runs,n_benchmarks,n_cells,n_nonpositive_cells,gain_prediction,beta_c,beta_z,beta_z_lo,beta_z_hi,gain_gap,gain_gap_lo,gain_gap_hi,verdict,loglog_beta_c,loglog_beta_z,loglog_beta_z_lo,loglog_beta_z_hi,loglog_gain_gap,loglog_gain_gap_lo,loglog_gain_gap_hi,loglog_verdict,bootstrap_reps_used
slip,0,2400,20,80,6,0.48840916767527076,0.5115908323247292,1.0200194910541336,0.9148582924555085,1.8286506852617843,0.5316103233788629,0.37214540567658455,1.4860685135889358,neither,0.7170850669422884,1.6513384168991374,1.3467577318560702,2.301976380060037,1.3684234838414255,0.9746098247642878,2.089843149578407,neither,2000
slip,20,2400,20,80,14,0.6112494593126787,0.38875054068732134,1.3180142066270115,1.1870588150434602,2.3734105808511297,0.7067647473143328,0.5566926778453453,1.8091394847426494,neither,0.6429646949921842,2.450677789755866,1.902627589220359,4.00750753788578,2.09364248474805,1.4794874425202185,3.658666948049167,neither,2000
