error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
slip,,0.01,0,10,0.0,50,600,20,7.386666666666668,5.638249999999999,9.488375,3.0,4.933928571428571,1.7386666666666668,0.06666666666666667
slip,,0.01,0,10,0.01,50,600,20,3.8066666666666675,2.526625,5.320083333333332,0.0,2.830769230769231,1.3806666666666667,0.025
slip,,0.01,0,25,0.0,50,600,20,13.736666666666665,11.007791666666664,16.440083333333334,11.0,5.76978417266187,1.5494666666666668,0.305
slip,,0.01,0,25,0.01,50,600,20,5.965000000000001,4.0899583333333345,8.103416666666666,2.0,3.031716417910448,1.2386,0.10666666666666667
slip,,0.01,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.01,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.01,20,25,0.0,50,600,20,4.915,3.586625,6.168499999999998,0.0,2.28411214953271,1.1966,0.10833333333333334
slip,,0.01,20,25,0.01,50,600,20,2.0033333333333334,1.0166250000000001,3.1816666666666666,0.0,0.984375,1.0801333333333334,0.04
slip,,0.05,0,10,0.0,50,600,20,10.16,8.22925,12.223375,5.0,6.224299065420561,2.016,0.10833333333333334
slip,,0.05,0,10,0.01,50,600,20,7.121666666666665,5.589791666666667,8.730166666666664,3.0,4.516994633273703,1.7121666666666666,0.06833333333333333
slip,,0.05,0,25,0.0,50,600,20,20.085,17.972625000000004,22.213416666666667,25.0,7.308550185873606,1.8034,0.5516666666666666
slip,,0.05,0,25,0.01,50,600,20,14.653333333333332,12.03879166666667,17.29520833333333,14.0,6.2025316455696204,1.5861333333333334,0.3416666666666667
slip,,0.05,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.05,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.05,20,25,0.0,50,600,20,8.366666666666667,6.2348333333333334,10.61,0.0,2.7532751091703056,1.3346666666666667,0.23666666666666666
slip,,0.05,20,25,0.01,50,600,20,4.673333333333334,2.861333333333334,6.561708333333332,0.0,2.083798882681564,1.1869333333333334,0.105
slip,,0.15,0,10,0.0,50,600,20,15.030000000000001,12.888333333333335,17.34179166666667,9.0,8.035564853556485,2.5029999999999997,0.20333333333333334
slip,,0.15,0,10,0.01,50,600,20,12.663333333333334,10.738166666666666,14.856833333333329,7.5,7.4696673189823874,2.2663333333333333,0.14833333333333334
slip,,0.15,0,25,0.0,50,600,20,23.076666666666668,20.80645833333333,24.935208333333335,26.0,7.132275132275132,1.923066666666667,0.685
slip,,0.15,0,25,0.01,50,600,20,21.410000000000004,18.916000000000004,23.74175,26.0,9.263940520446097,1.8564000000000003,0.5516666666666666
slip,,0.15,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.15,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.15,20,25,0.0,50,600,20,11.2,8.364958333333334,14.114999999999998,0.0,1.7681940700808625,1.448,0.38166666666666665
slip,,0.15,20,25,0.01,50,600,20,7.464999999999999,4.647,10.28375,0.0,1.0842572062084257,1.2986000000000002,0.24833333333333332
slip,,0.4,0,10,0.0,50,600,20,24.58166666666667,21.114958333333334,28.29004166666667,35.0,10.0,3.458166666666666,0.45
slip,,0.4,0,10,0.01,50,600,20,22.741666666666667,18.98,26.41054166666666,24.0,9.53888888888889,3.2741666666666664,0.4
slip,,0.4,0,25,0.0,50,600,20,27.040000000000003,24.842583333333334,29.065041666666666,28.0,8.669902912621358,2.0816,0.8283333333333334
slip,,0.4,0,25,0.01,50,600,20,26.94833333333333,24.841458333333335,28.957291666666663,29.0,10.155405405405405,2.077933333333333,0.7533333333333333
slip,,0.4,20,10,0.0,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.4,20,10,0.01,50,600,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.4,20,25,0.0,50,600,20,12.528333333333332,9.371166666666666,15.568749999999998,0.0,0.8251533742331288,1.5011333333333334,0.45666666666666667
slip,,0.4,20,25,0.01,50,600,20,8.491666666666667,5.359583333333333,11.737124999999999,0.0,0.3566265060240964,1.3396666666666668,0.30833333333333335
