error_model,variant,jitter_std,jitter_iteration,k,tolerance,budget,n_runs,n_landscapes,mean_extra,ci_low,ci_high,median_extra,mean_extra_reached,mean_multiplier,censored_fraction
slip,,0.01,0,10,0.01,50,200,20,4.52,2.3548749999999994,7.095249999999997,1.0,2.764397905759162,1.452,0.045
slip,,0.01,0,25,0.01,50,200,20,6.69,4.16,9.590124999999999,2.0,2.8333333333333335,1.2676000000000003,0.13
slip,,0.01,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.01,20,25,0.01,50,200,20,2.18,1.044375,3.5504999999999978,0.0,0.47593582887700536,1.0872,0.065
slip,,0.05,0,10,0.01,50,200,20,7.665000000000001,5.814875,9.635124999999999,3.0,5.059139784946237,1.7665,0.07
slip,,0.05,0,25,0.01,50,200,20,16.685,13.549874999999997,19.665374999999997,19.0,6.364406779661017,1.6674,0.41
slip,,0.05,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.05,20,25,0.01,50,200,20,4.85,2.745,7.115125,0.0,2.0898876404494384,1.194,0.11
slip,,0.15,0,10,0.01,50,200,20,13.944999999999999,11.379874999999998,16.925999999999995,8.0,7.423312883435583,2.3945,0.185
slip,,0.15,0,25,0.01,50,200,20,23.48,20.684875,26.379999999999995,28.0,11.964285714285714,1.9392000000000003,0.58
slip,,0.15,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.15,20,25,0.01,50,200,20,6.9399999999999995,3.7700000000000005,10.235250000000002,0.0,0.7254901960784313,1.2776,0.235
slip,,0.4,0,10,0.01,50,200,20,24.115000000000002,20.384874999999997,27.96525,35.0,8.261682242990654,3.4115,0.465
slip,,0.4,0,25,0.01,50,200,20,28.129999999999995,25.859999999999996,30.330125000000002,30.0,10.418604651162791,2.1252,0.785
slip,,0.4,20,10,0.01,50,200,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0
slip,,0.4,20,25,0.01,50,200,20,7.715000000000001,4.405,11.120624999999997,0.0,0.18055555555555555,1.3086000000000002,0.28
