dataset,error_model,jitter_std,jitter_iteration,mean,std,count,dz
yerkes_dodson,slip,0.01,0,-0.2039205617052233,0.5834839639535752,30,-0.34948785965512535
rosenbrock,slip,0.01,20,-0.0005261689972414616,0.0017453605425553954,30,-0.3014672237697626
moving_peaks,slip,0.01,0,-0.04698882587670016,0.19478809173152595,30,-0.24123048518522522
