run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5,response_x6,response_x7,response_x8,response_x9,response_x10
b4a393e5-135d-428a-80cb-d2031359ac8e,levy_10,value,logei,10,exact,True,,none,0.0,0,50,0,1,2,31.125862049461226,2.5321105373031703,0.092369794475442,73.1738226441675,1.46347645288335,34.47807032769571,0.7036340883203206,0.092369794475442,34.47807032769571,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
b4a393e5-135d-428a-80cb-d2031359ac8e,levy_10,value,logei,10,exact,True,,none,0.0,20,50,0,21,22,16.154617793000615,2.5321105373031703,0.092369794475442,73.1738226441675,1.46347645288335,34.47807032769571,0.27337689700760676,0.092369794475442,34.47807032769571,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-5.062808588654539,7.112403541361723,-0.8224198837071026,1.179901125284502,-4.088945453024493,-0.6157850343193094,-0.8662090711271706,4.722091188819861,1.979018095300973,7.0430539254338385,9.434859260847855
31d123ae-79c0-44fc-a5ce-6e09945a0fa3,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,0.05,0,50,0,1,2,31.125862049461226,2.3372267998313228,0.2872535319472895,84.56530493466798,1.6913060986933597,51.385941013147345,1.048692673737701,0.2872535319472895,51.61582302070494,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
57eba07d-45f8-4e16-b3ee-0bb909196342,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,0.25,0,50,0,1,2,31.125862049461226,2.133349111205132,0.4911312205734801,97.73902617275688,1.9547805234551376,55.362414843773465,1.129845200893336,0.645456553896196,57.47111520510465,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
ebb1268c-8656-4e05-b935-e43da65f12a2,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,1.0,0,50,0,1,2,31.125862049461226,1.841629485244875,0.7828508465337376,113.24476729011126,2.264895345802225,51.949970750239295,1.0602034846987611,1.6329710535291335,94.58442802301681,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
15f8d0ae-af7e-4d2c-8ada-a9d98d278bcd,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,5.0,0,50,0,1,2,31.125862049461226,1.4947252581950792,1.129755073583533,147.56580996283594,2.951316199256719,72.98411315617386,1.4894716970647728,1.7492741385665962,121.56460652928445,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598
bdcdd2a6-f37e-4f76-a024-687f051c1d9b,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,0.05,20,50,0,21,22,16.507333633171427,2.446541527557665,0.1779388042209473,70.9525441575928,1.419050883151856,34.60528250178245,0.2777635237002529,0.1779388042209473,34.60528250178245,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-5.26340378170385,7.468652457802344,-0.8204290318425418,1.2135557435343842,-4.0212146797644355,-0.6313920785174785,-0.6455192893048012,4.695672357402617,2.0836723117072253,7.081431200105824,9.661202709304419
67b487f1-cdaa-4a06-92c0-d7eef372c4ea,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,0.25,20,50,0,21,22,16.057966614172404,2.272009751306721,0.3524705804718913,74.92310851996746,1.498462170399349,38.43909992725848,0.40996412457873704,0.5458358348352776,42.13175858935826,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-5.003616603777086,7.01575188495305,-0.8201331319447918,1.171338454856655,-4.098761235208865,-0.6103396281022926,-0.9132609190567795,4.729978197520663,1.9344076413849047,7.031529549700402,9.380471625221276
722e12c8-1080-4994-93c9-6df04d8c99dc,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,1.0,20,50,0,21,22,19.179175228807498,2.385019156328262,0.2394611754503501,73.63947693482655,1.4727895386965308,38.22812929755249,0.4026892752785303,0.3184587364593274,42.187954200090076,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-2.5424467622983604,6.4200691584217875,-1.8368984630074752,0.45799207902160277,-6.120036232105768,-0.5351209121588549,6.615446280883998,6.930140952049073,0.00604014365826111,9.722700959295882,9.618334304896155
2c66b838-5a71-46ef-a9a0-27e285669591,levy_10,value,logei,10,exact,False,anch5x3-detrend,drift,5.0,20,50,0,21,22,5.682849951030357,2.12702603138511,0.4974543003935023,137.744431324771,2.75488862649542,40.97631502588668,0.49745430039350214,1.863118607397244,95.41195712112945,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",1.4713719516038735,-1.4685148752191894,0.5574554980328069,-0.11625252511929585,3.7482286397721385,0.17954582513518713,1.1860864904340032,-2.132223722004695,-0.7188394844227026,0.0,-2.664146564693694
