iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,128.09775780317898,406.7469321928453,-1.376274054829661,-1.376274054829661,-1.376274054829661,0.0,False,True,0.0,logei,0.0,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-1.376274054829661,4.58131958588472,4.58131958588472,4.58131958588472,4.58131958588472,-1.376274054829661,4.58131958588472,eggholder
2,282.30214681107816,-281.38783744963393,-0.4721201176591365,,-0.4721201176591365,0.0,False,True,,logei,0.0,False,True,-1.376274054829661,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.4721201176591365,3.6771656487141953,8.258485234598915,3.6771656487141953,4.129242617299457,-1.376274054829661,4.58131958588472,eggholder
3,-204.62972425090516,382.5187280857722,-1.041347350535986,-1.041347350535986,-1.041347350535986,0.0,False,True,0.0,logei,0.0,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.4721201176591365,4.246392881591045,12.50487811618996,3.6771656487141953,4.168292705396653,-1.041347350535986,4.246392881591045,eggholder
4,-506.6083281248515,328.93790042395267,0.41221577617518584,0.41221577617518584,0.41221577617518584,0.0,False,True,0.0,logei,0.0,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,2.792829754879873,15.297707871069834,2.792829754879873,3.8244269677674585,0.41221577617518584,2.792829754879873,eggholder
5,304.19909504209534,-32.834608288029926,-0.9877282117936217,,-0.9877282117936217,0.0,False,True,,logei,0.0,False,True,-1.376274054829661,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,4.19277374284868,19.490481613918515,2.792829754879873,3.898096322783703,0.41221577617518584,2.792829754879873,eggholder
6,-512.0,-512.0,-2.487061888349132,-2.487061888349132,-2.487061888349132,0.0,False,True,0.0,logei,0.18901229999028146,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,5.692107419404191,25.182589033322706,2.792829754879873,4.197098172220451,0.41221577617518584,2.792829754879873,eggholder
7,-512.0,512.0,-3.533135983972524,-3.533135983972524,-3.533135983972524,0.0,False,True,0.0,logei,0.1239456000039354,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.41221577617518584,6.738181515027582,31.92077054835029,2.792829754879873,4.5601100783357555,0.41221577617518584,2.792829754879873,eggholder
8,-512.0,283.8505995291811,1.9412620072499822,1.9412620072499822,1.9412620072499822,0.0,False,True,0.0,logei,0.17728800000622869,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.9412620072499822,1.2637835238050765,33.184554072155365,1.2637835238050765,4.148069259019421,1.9412620072499822,1.2637835238050765,eggholder
9,-388.5230341755273,225.02874024187872,-0.19564690291431233,-0.19564690291431233,-0.19564690291431233,0.0,False,True,0.0,logei,0.2005811000126414,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.9412620072499822,3.400692433969371,36.58524650612473,1.2637835238050765,4.065027389569415,1.9412620072499822,1.2637835238050765,eggholder
10,35.309791754804834,282.4999550192359,-0.36990958585603395,-0.36990958585603395,-0.36990958585603395,0.0,False,True,0.0,logei,0.2029264000011608,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.9412620072499822,3.5749551169110925,40.160201623035825,1.2637835238050765,4.016020162303582,1.9412620072499822,1.2637835238050765,eggholder
11,-512.0,277.4957032136773,2.015436158882207,2.015436158882207,2.015436158882207,0.0,False,True,0.0,logei,0.2578531000181101,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,1.1896093721728516,41.34981099520868,1.1896093721728516,3.7590737268371526,2.015436158882207,1.1896093721728516,eggholder
12,-512.0,275.57494408124813,2.0084672913885817,2.0084672913885817,2.0084672913885817,0.0,False,True,0.0,logei,0.2691698999842629,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,1.196578239666477,42.54638923487516,1.1896093721728516,3.5455324362395966,2.015436158882207,1.1896093721728516,eggholder
13,-290.10616057607825,-156.5723953100077,-0.667101303174264,,-0.667101303174264,0.0,False,True,,logei,0.18154899997171015,False,True,-1.5984316215335552,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,3.872146834229323,46.418536069104476,1.1896093721728516,3.5706566207003445,2.015436158882207,1.1896093721728516,eggholder
14,512.0,-400.08783589305204,-1.0809062348584508,-1.0809062348584508,-1.0809062348584508,0.0,False,True,0.0,logei,0.20900520001305267,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,4.285951765913509,50.704487835017986,1.1896093721728516,3.6217491310727135,2.015436158882207,1.1896093721728516,eggholder
15,-512.0,-358.1416182761922,-0.7198081038422509,-0.7198081038422509,-0.7198081038422509,0.0,False,True,0.0,logei,0.24704220000421628,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,3.9248536348973095,54.629341469915296,1.1896093721728516,3.641956097994353,2.015436158882207,1.1896093721728516,eggholder
16,-512.0,274.9677134343085,2.0031121805973853,2.0031121805973853,2.0031121805973853,0.0,False,True,0.0,logei,0.2770515999873169,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,1.2019333504576735,55.83127482037297,1.1896093721728516,3.4894546762733105,2.015436158882207,1.1896093721728516,eggholder
17,-512.0,48.50366225061333,0.8196935909579429,0.8196935909579429,0.8196935909579429,0.0,False,True,0.0,logei,0.276135099993553,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,2.3853519400971157,58.216626760470085,1.1896093721728516,3.4245074564982403,2.015436158882207,1.1896093721728516,eggholder
18,25.974270316072044,75.84301442630242,-0.3750401849000864,-0.3750401849000864,-0.3750401849000864,0.0,False,True,0.0,logei,0.2673579000402242,False,False,,7,6ccc9485-386e-4e7f-8dc5-cadcac0e5aa6,missing_low,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.015436158882207,3.5800857159551454,61.79671247642523,1.1896093721728516,3.433150693134735,2.015436158882207,1.1896093721728516,eggholder
