iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,379.1351848653667,-218.2991778943433,-0.7589797958595326,-0.7589797958595326,-0.7589797958595326,0.0,False,True,0.0,logei,0.0,False,False,,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,-0.7589797958595326,3.9640253269145913,3.9640253269145913,3.9640253269145913,3.9640253269145913,-0.7589797958595326,3.9640253269145913,eggholder
2,105.62370565279934,284.1949009102631,0.9657300948112961,0.9657300948112961,0.9657300948112961,0.0,False,True,0.0,logei,0.0,False,False,,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,2.2393154362437624,6.203340763158353,2.2393154362437624,3.1016703815791766,0.9657300948112961,2.2393154362437624,eggholder
3,221.26042071405084,425.3492433822797,-1.4386092571271623,,-1.4386092571271623,0.0,False,True,,logei,0.0,False,True,-0.7589797958595326,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,4.643654788182221,10.846995551340575,2.2393154362437624,3.6156651837801914,0.9657300948112961,2.2393154362437624,eggholder
4,369.04309676327387,428.2753321459327,-0.13131650356244426,-0.13131650356244426,-0.13131650356244426,0.0,False,True,0.0,logei,0.0,False,False,,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.336362034617503,14.183357585958078,2.2393154362437624,3.5458393964895194,0.9657300948112961,2.2393154362437624,eggholder
5,-484.77415990518045,-64.25804786738308,-0.5776674838730664,,-0.5776674838730664,0.0,False,True,,logei,0.0,False,True,-0.7589797958595326,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.782713014928125,17.9660706008862,2.2393154362437624,3.5932141201772403,0.9657300948112961,2.2393154362437624,eggholder
6,83.5207710521832,247.20425980946348,-0.24408991740763167,,-0.24408991740763167,0.0,False,True,,logei,0.17798370000673458,False,True,-0.7589797958595326,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,0.9657300948112961,3.4491354484626906,21.415206049348892,2.2393154362437624,3.5692010082248156,0.9657300948112961,2.2393154362437624,eggholder
7,113.31496565475943,297.06663076797753,1.236077572462854,1.236077572462854,1.236077572462854,0.0,False,True,0.0,logei,0.16700309998122975,False,False,,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.236077572462854,1.9689679585922046,23.3841740079411,1.9689679585922046,3.3405962868487284,1.236077572462854,1.9689679585922046,eggholder
8,224.2538046789025,299.82756793450164,-0.13825801230411516,-0.13825801230411516,-0.13825801230411516,0.0,False,True,0.0,logei,0.1852288999943994,False,False,,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.236077572462854,3.343303543359174,26.72747755130027,1.9689679585922046,3.340934693912534,1.236077572462854,1.9689679585922046,eggholder
9,79.10933369460146,305.63759888263013,0.7552133326235869,0.7552133326235869,0.7552133326235869,0.0,False,True,0.0,logei,0.19304470001952723,False,False,,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.236077572462854,2.449832198431472,29.177309749731744,1.9689679585922046,3.2419233055257495,1.236077572462854,1.9689679585922046,eggholder
10,132.30773382165557,298.47729213705486,1.531932786406625,1.531932786406625,1.531932786406625,0.0,False,True,0.0,logei,0.27755270001944155,False,False,,9,055d3e6b-89b1-4e40-89df-8c53edcf6987,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,1.531932786406625,1.6731127446484337,30.85042249438018,1.6731127446484337,3.085042249438018,1.531932786406625,1.6731127446484337,eggholder
