iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,466.94575066007076,-299.3338264789536,2.331166856074644,,2.331166856074644,0.0,False,True,,logei,0.0,False,True,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,0.8738786749804146,0.8738786749804146,0.8738786749804146,0.8738786749804146,2.331166856074644,0.8738786749804146,eggholder
2,336.3275625211195,-359.13510596401125,0.9168162679127149,,0.9168162679127149,0.0,False,True,,logei,0.0,False,True,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.2882292631423438,3.1621079381227584,0.8738786749804146,1.5810539690613792,2.331166856074644,0.8738786749804146,eggholder
3,13.111927231042387,-372.8183254830012,0.8759976497847213,0.8759976497847213,0.8759976497847213,0.0,False,True,0.0,logei,0.0,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.3290478812703377,5.4911558193930965,0.8738786749804146,1.8303852731310322,0.8759976497847213,2.3290478812703377,eggholder
4,193.5733552958783,349.94966969577365,0.3280943587556729,0.3280943587556729,0.3280943587556729,0.0,False,True,0.0,logei,0.0,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.876951172299386,8.368106991692482,0.8738786749804146,2.0920267479231205,0.8759976497847213,2.3290478812703377,eggholder
5,-76.27878665730395,467.892227536247,0.4420618529814177,0.4420618529814177,0.4420618529814177,0.0,False,True,0.0,logei,0.0,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,2.762983678073641,11.131090669766124,0.8738786749804146,2.2262181339532248,0.8759976497847213,2.3290478812703377,eggholder
6,-459.4694337679895,-512.0,-2.5761369480735783,-2.5761369480735783,-2.5761369480735783,0.0,False,True,0.0,logei,0.2225590000161901,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,5.781182479128637,16.912273148894762,0.8738786749804146,2.81871219148246,0.8759976497847213,2.3290478812703377,eggholder
7,512.0,-512.0,-1.7665208170598223,-1.7665208170598223,-1.7665208170598223,0.0,False,True,0.0,logei,0.18522609997307882,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,4.971566348114881,21.883839497009642,0.8738786749804146,3.126262785287092,0.8759976497847213,2.3290478812703377,eggholder
8,57.49479155042269,-512.0,-1.554239345629296,-1.554239345629296,-1.554239345629296,0.0,False,True,0.0,logei,0.28063490003114566,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,4.7592848766843545,26.643124373693997,0.8738786749804146,3.3303905467117496,0.8759976497847213,2.3290478812703377,eggholder
9,71.28711627748524,-307.77858722289676,-0.7200711407567416,-0.7200711407567416,-0.7200711407567416,0.0,False,True,0.0,logei,0.18309489998500794,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,3.9251166718118005,30.568241045505797,0.8738786749804146,3.396471227278422,0.8759976497847213,2.3290478812703377,eggholder
10,-6.6965371882922,-297.63413602781725,0.17477518278493645,0.17477518278493645,0.17477518278493645,0.0,False,True,0.0,logei,0.15947529999539256,False,False,,10,93ebd4b3-4d92-46fe-9daf-f2493840853b,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",3.2050455310550587,2.331166856074644,3.0302703482701223,33.59851139377592,0.8738786749804146,3.359851139377592,0.8759976497847213,2.3290478812703377,eggholder
