User_ID;Run;Phase;value;x0;x1
20;1;sampling;-1.3257029325506309;128.09775780317898;406.7469321928453
20;2;sampling;-0.1201328675313168;282.30214681107816;-281.38783744963393
20;3;sampling;-0.1654444446573018;-204.6297242509052;382.5187280857722
20;4;sampling;0.7721868668657784;-506.6083281248515;328.93790042395267
20;5;sampling;-2.120698830572266;304.19909504209534;-32.834608288029926
20;6;optimization;1.3786801933129604;-512.0;314.3089224192896
20;7;optimization;1.0707616233247965;-512.0;224.31899017505864
20;8;optimization;1.7820287994282513;-512.0;306.0849805391477
20;9;optimization;0.3258945183539299;-511.6920243378622;298.0618733358929
20;10;optimization;3.3407423058653816;-510.3085862210827;290.67173601695345
20;11;optimization;0.9326968311225285;-508.8330679206744;284.95982435908616
20;12;optimization;2.5066298213028375;-507.0379380334854;281.4188821978133
20;13;optimization;-0.4046718150284607;-455.0683279938244;281.71186002903795
20;14;optimization;2.0112135906738575;-509.542435423885;281.23046350702793
20;15;optimization;1.6102635610102785;-512.0;279.0953887533252
20;16;optimization;2.31237595182168;-504.94754530054286;387.0710410505966
20;17;optimization;2.2290716564860658;-504.99990980246446;390.0236093685861
20;18;optimization;1.9420110328848537;-504.82093086665697;393.4118717785095
20;19;optimization;2.33731659307273;-502.47250870623975;395.8587268584743
20;20;optimization;1.1210318728025526;-497.1169987167894;398.0559666188999
