iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,1.5865009302593625,True,2.123602829788419,qnei,0.0,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,-2.023725011774711,True,-1.3922685320896946,qnei,0.0,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-0.8623308139527475,True,-0.12342260074300093,qnei,0.0,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,4.538413361137108,True,4.661029618700108,qnei,0.0,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,0.31634492936054753,True,0.049147046393285376,qnei,0.0,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,-0.12261625756300014,3.1775171997187277,hartmann_3
6,0.3198925458544192,0.14936870492261378,0.2748707073697535,0.04059628029722693,0.26235503628284385,True,0.22175875598561692,qnei,0.708869899972342,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.0143046618585005,20.051694339656695,2.7877030591884653,3.341949056609449,-0.12261625756300014,3.1775171997187277,hartmann_3
7,0.6267583212897792,0.24239032923266474,0.23369130917111547,-0.27799684264938856,-3.010674015686411,True,-2.7326771730370227,qnei,0.6596284999977797,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.332897784805116,23.38459212446181,2.7877030591884653,3.3406560177802587,-0.12261625756300014,3.1775171997187277,hartmann_3
8,0.4599479757347636,0.35781508244673166,0.29638541984445627,-0.4085717159436423,-1.3644918305339764,True,-0.9559201145903341,qnei,0.6098799000028521,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.46347265809937,26.84806478256118,2.7877030591884653,3.3560080978201476,-0.12261625756300014,3.1775171997187277,hartmann_3
9,0.45751851085817435,0.21925177698886023,0.2434218543519873,-0.08059343773102214,0.2825371739021722,True,0.3631306116331943,qnei,0.5298672000062652,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.1354943798867496,29.983559162447932,2.7877030591884653,3.331506573605326,-0.12261625756300014,3.1775171997187277,hartmann_3
10,0.48897128383674415,0.2508051473433782,0.2632233476634646,-0.1463520862970742,1.8345234917304778,True,1.980875578027552,qnei,0.6948429000331089,False,1.5,8,22246bcd-09c7-4570-9262-133560fb961a,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.201253028452802,33.184812190900736,2.7877030591884653,3.3184812190900734,-0.12261625756300014,3.1775171997187277,hartmann_3
