iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-10.366218016980953,True,-9.829116117451896,logei,0.0,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,-3.4903949836245522,True,-2.8589385039395356,logei,0.0,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.6314564796850167,3.686357421840744,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,7.813261646298394,True,8.55216985950814,logei,0.0,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.7389082132097465,3.7938091553654743,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,2.6579155685620544,True,2.7805318261250545,logei,0.0,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.7389082132097465,3.7938091553654743,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,4.795177269911227,True,4.527979386943965,logei,0.0,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,-0.7389082132097465,3.7938091553654743,hartmann_3
6,0.6683032117669456,0.47895934164180987,0.0,-0.9620582929903122,-3.423475336507201,True,-2.4614170435168887,logei,0.5835724999778904,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,4.0169592351460395,21.054348912944235,2.7877030591884653,3.5090581521573725,-0.7389082132097465,3.7938091553654743,hartmann_3
7,0.33602419405319056,0.38208097290407433,0.18618125216004933,-0.5592098575370865,-12.297610318342816,True,-11.73840046080573,logei,0.4349608999909833,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.6141107996928143,24.66845971263705,2.7877030591884653,3.524065673233864,-0.7389082132097465,3.7938091553654743,hartmann_3
8,0.434950007698445,1.0,0.3925967401739336,-0.10260448560420664,5.014189767686022,True,5.116794253290229,logei,0.6641104000154883,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.157505427759934,27.82596514039698,2.7877030591884653,3.4782456425496227,-0.7389082132097465,3.7938091553654743,hartmann_3
9,0.4373258335890311,0.0,0.0,-0.8818737181632744,7.565519143027333,True,8.447392861190608,logei,1.2687987999524921,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.936774660319002,31.762739800715984,2.7877030591884653,3.529193311190665,-0.7389082132097465,3.7938091553654743,hartmann_3
10,0.44461422408097434,1.0,0.0,-0.9871428067319866,-2.0626941207762877,True,-1.0755513140443012,logei,1.3770646000048146,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,4.042043748887714,35.8047835496037,2.7877030591884653,3.58047835496037,-0.7389082132097465,3.7938091553654743,hartmann_3
11,0.43227346314800713,0.11037710983144351,0.3433639578395595,-0.1153486228705496,3.0641750529505867,True,3.1795236758211365,logei,0.5408441000035964,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.1702495650262774,38.97503311462997,2.7877030591884653,3.5431848286027248,-0.7389082132097465,3.7938091553654743,hartmann_3
12,0.4453777829879952,0.12921965367889807,0.08665484353982696,-0.6016292408242859,-1.3523154873618566,True,-0.7506862465375707,logei,1.26387700001942,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.6565301829800134,42.631563297609986,2.7877030591884653,3.552630274800832,-0.7389082132097465,3.7938091553654743,hartmann_3
13,0.4186840172733446,0.11615160592160907,0.0015923071527784718,-0.8624529781166119,0.08263006352059421,True,0.9450830416372061,logei,0.6222294999752194,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.9173539202723395,46.54891721788233,2.7877030591884653,3.5806859398371023,-0.7389082132097465,3.7938091553654743,hartmann_3
14,0.44687335036418024,0.5159394783708543,0.8904805068762008,2.785630536193972,4.1779173760278985,True,1.3922868398339263,logei,0.532908099994529,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,2.785630536193972,0.26927040596175544,46.81818762384408,0.26927040596175544,3.344156258846006,-0.7389082132097465,3.7938091553654743,hartmann_3
15,0.1463466301978548,0.12980420119414635,0.9705641800624485,-0.5499071107481429,0.34955831839318674,True,0.8994654291413297,logei,0.7081927999970503,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.6048080529038704,50.42299567674795,0.26927040596175544,3.36153304511653,-0.7389082132097465,3.7938091553654743,hartmann_3
16,0.19542201831957265,0.0,0.04043532692816816,-0.8093444484374637,-0.9543651907813128,True,-0.1450207423438491,logei,0.8143423000001349,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.864245390593191,54.28724106734114,0.26927040596175544,3.3929525667088214,-0.7389082132097465,3.7938091553654743,hartmann_3
17,0.44542298488557414,0.0,0.7870916348004825,-0.7253485347786708,-3.124461452344417,True,-2.3991129175657466,logei,0.5876072999672033,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.780249476934398,58.06749054427554,0.26927040596175544,3.4157347378985614,-0.7389082132097465,3.7938091553654743,hartmann_3
18,0.44449049689885095,0.8135231935891143,0.6510896319844257,1.1558245288940676,-2.69332716759874,True,-3.8491516964928074,logei,0.6189981999923475,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,2.785630536193972,1.89907641326166,59.966566957537204,0.26927040596175544,3.3314759420854,-0.7389082132097465,3.7938091553654743,hartmann_3
19,1.0,0.0,1.0,-0.8986706747820983,1.2939923625611742,True,2.1926630373432725,logei,0.2719626000034623,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.953571616937826,63.92013857447503,0.26927040596175544,3.364217819709212,-0.7389082132097465,3.7938091553654743,hartmann_3
20,1.0,0.0,1.0,-0.8986706747820983,3.568101214370722,True,4.46677188915282,logei,0.28052189998561516,False,1.5,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.953571616937826,67.87371019141285,0.26927040596175544,3.3936855095706426,-0.7389082132097465,3.7938091553654743,hartmann_3
21,1.0,0.0,1.0,-0.8986706747820983,7.374264229999563,True,8.27293490478166,logei,0.276027099986095,False,0.6667,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,37.498125093745315,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.953571616937826,71.82728180835068,0.26927040596175544,3.420346752778604,-0.7389082132097465,3.7938091553654743,hartmann_3
22,1.0,0.0,1.0,-0.8986706747820983,-0.7740459184131305,True,0.12462475636896775,logei,0.290592499950435,False,0.6667,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,37.498125093745315,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.953571616937826,75.7808534252885,0.26927040596175544,3.444584246604023,-0.7389082132097465,3.7938091553654743,hartmann_3
23,1.0,0.0,1.0,-0.8986706747820983,-7.949249230023897,True,-7.050578555241799,logei,0.2862283999565989,False,0.6667,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,37.498125093745315,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.953571616937826,79.73442504222632,0.26927040596175544,3.4667141322707096,-0.7389082132097465,3.7938091553654743,hartmann_3
24,0.0,0.0,1.0,-0.8918026374813698,-5.487798808726919,True,-4.595996171245549,logei,0.24547249998431653,False,0.6667,8,9b6853f9-9fb3-40aa-a486-7bff761399ba,gaussian,5.0,0,exact,value,learned,37.498125093745315,"x0,x1,x2",3.0549009421557276,2.785630536193972,3.9467035796370973,83.68112862186342,0.26927040596175544,3.4867136925776427,-0.7389082132097465,3.7938091553654743,hartmann_3
