dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
michalewicz,value,exact,slip,0,0.01,qnei,5,2,1.4,0.3999999999999999,1.6,5.411612856502444,-10.268432992087668,0.11044107870413153,239.89231248049154,0.0,True
michalewicz,value,exact,slip,0,0.01,logei,5,2,1.6,0.6000000000000001,1.4,-1.847623308474931,-6.945866907433555,-0.03770659813214143,222.40896585246546,0.0,False
michalewicz,value,exact,slip,0,0.05,logei,5,2,1.4,0.3999999999999999,1.6,65.72847405520133,77.97718110490428,1.3413974296979865,289.9850632161418,0.0,True
michalewicz,value,exact,slip,0,0.05,qnei,5,2,1.6,0.6000000000000001,1.4,73.06370509158594,91.9548023194505,1.4910960222772638,307.54440471557507,0.0,False
michalewicz,value,exact,slip,0,0.15,logei,5,2,1.4,0.3999999999999999,1.4,55.31348769983756,28.970323767746834,1.128846687751787,279.57007686077793,0.0,True
michalewicz,value,exact,slip,0,0.15,qnei,5,2,1.6,0.6000000000000001,1.6,74.74653165728398,60.2598829619329,1.5254394215772242,309.2272312812731,0.0,False
michalewicz,value,exact,slip,0,0.4,logei,5,2,1.4,0.3999999999999999,1.4,81.78709922090061,86.71586827501238,1.6691244738959312,306.04368838184104,0.0,True
michalewicz,value,exact,slip,0,0.4,qnei,5,2,1.6,0.6000000000000001,1.6,76.70282047655091,87.81182415972594,1.5653636831949165,311.18352010054,0.0,False
michalewicz,value,exact,slip,20,0.01,logei,5,2,1.4,0.3999999999999999,1.2,22.4979806384601,27.574101925806815,0.7764601559271468,246.75456979940049,0.10766737491583145,True
michalewicz,value,exact,slip,20,0.01,qnei,5,2,1.6,0.6000000000000001,1.8,39.649712944282626,35.89647668274091,1.1584812315207764,274.13041256827177,1.2720270069841324,False
michalewicz,value,exact,slip,20,0.05,qnei,5,2,1.2,0.19999999999999996,1.2,52.91368045858748,53.47357801267705,1.662501710411971,287.3943800825766,1.2099231846789382,True
michalewicz,value,exact,slip,20,0.05,logei,5,2,1.8,0.8,1.8,77.52153941901065,74.42920382002535,2.2487683645171903,301.77812857995104,-0.3203991683228732,False
michalewicz,value,exact,slip,20,0.15,logei,5,2,1.4,0.3999999999999999,1.6,76.71925463974434,70.2385014272337,2.3589751081023533,300.97584380068474,0.7738647331117401,True
michalewicz,value,exact,slip,20,0.15,qnei,5,2,1.6,0.6000000000000001,1.4,55.076826126632184,59.60904333346457,1.7052744181443704,289.55752575062127,2.108142883282043,False
michalewicz,value,exact,slip,20,0.4,qnei,5,2,1.4,0.3999999999999999,1.4,80.73983199502263,82.75950462250509,2.3784699978214343,315.22053161901175,3.880075215086477,True
michalewicz,value,exact,slip,20,0.4,logei,5,2,1.6,0.6000000000000001,1.6,89.32570088684372,99.55723756670193,2.402824902173963,313.5822900477841,0.4439698785498013,False
