iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.5137940632577207,0.5137940632577207,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.31376576698332603,-0.31376576698332603,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.4727011274378231,-0.4727011274378231,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.6166682040543563,-0.6166682040543563,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.6066610395455705,-0.6066610395455705,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.7880395945039919,0.6703605841024838,0.5123823134831604,-0.3584492426677473,-0.3584492426677473,-0.3584492426677473,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.413350184823475,20.18385697036547,2.541106878898007,3.363976161727578,0.5137940632577207,2.541106878898007,hartmann_3
7,0.8167364359696581,0.5490752688700263,0.9809136392973055,1.4114505364267642,1.4114505364267642,1.4114505364267642,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.4114505364267642,1.6434504057289634,21.82730737609443,1.6434504057289634,3.1181867680134903,1.4114505364267642,1.6434504057289634,hartmann_3
8,0.20450946133004488,0.5537303628652278,0.4836246969233877,0.10285345674613926,0.10285345674613926,0.10285345674613926,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.4114505364267642,2.9520474854095884,24.779354861504018,1.6434504057289634,3.0974193576880023,1.4114505364267642,1.6434504057289634,hartmann_3
9,0.3532748550604481,0.5915953039490435,0.23530123166758055,-0.8249784063202152,-0.8249784063202152,-0.8249784063202152,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.4114505364267642,3.879879348475943,28.65923420997996,1.6434504057289634,3.18435935666444,1.4114505364267642,1.6434504057289634,hartmann_3
10,0.8022026837784835,0.8673335518424147,0.12875967122785104,-0.9829627576125579,-0.9829627576125579,-0.9829627576125579,0.0,False,False,0.0,random,0.0,False,11,449e7c78-0f0e-40f4-b60f-aa809e1832cc,slip,0.01,20,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.4114505364267642,4.037863699768286,32.697097909748244,1.6434504057289634,3.2697097909748245,1.4114505364267642,1.6434504057289634,hartmann_3
