dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
moving_peaks,value,qnei,0.35,1.5375,0.22994932357469078,60.98640117583534,0.08681148861902094,6,8
moving_peaks,value,logei,0.65,1.4625,0.3214200979637679,62.028718551659054,0.048676537892278195,2,8
