iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-7.428595944616008,-0.014442751197700332,2.029967152467149,-9.42621983256111,-7.041478308450881,8.564220459207391,-8.591588476916064,-7.40452101201404,8.9665690658355,2.4376718559276576,-2.6201375254041803,-1.0005544249713205,-2.6781352524232536,True,-1.677580827451933,qnei,0.0,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.0005544249713205,3.625034756749933,3.625034756749933,3.625034756749933,3.625034756749933,-1.0005544249713205,3.625034756749933,levy_10
2,0.22780043606525346,3.2568590503359847,-4.493823684777414,-7.240638542660893,5.760791890079837,3.4072116820496756,0.24764626966320868,6.334728719393162,0.9815053774005271,9.618272785946111,-5.909810773399102,0.28151697911973667,0.0999779431592599,True,-0.18153903596047677,qnei,0.0,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.28151697911973667,2.3429633526588756,5.967998109408809,2.3429633526588756,2.9839990547044044,0.28151697911973667,2.3429633526588756,levy_10
3,1.0746072573045566,-0.3275060615322456,-2.934502898791038,1.8319060789808699,-5.2939753666483895,6.044053675569671,7.346671036848292,-7.424806575442979,-0.6585358652345779,-4.457102149325913,-8.337660045295152,1.0711521180853574,0.7414715605905334,True,-0.32968055749482394,qnei,0.0,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.553328213693255,7.5213263231020635,1.553328213693255,2.5071087743673544,1.0711521180853574,1.553328213693255,levy_10
4,7.9188861650073505,-1.4010261590432922,-7.046174000758119,3.467247145518215,-5.955679444239237,8.028621573763537,-5.657034851629437,-9.338506252451426,-5.984620916775613,-3.085042524887209,-0.6218367315503066,-0.9794788163623632,-1.705335541022707,True,-0.7258567246603437,qnei,0.0,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6039591481409756,11.12528547124304,1.553328213693255,2.78132136781076,1.0711521180853574,1.553328213693255,levy_10
5,8.122686777911213,3.9472217747259553,-3.2135867851510946,-9.662455698050042,-6.803526117900381,9.928717510793412,-0.8056804021363089,3.8207983263751863,-8.906638771963241,-9.318994421059248,6.917802128901151,-1.9565206783538978,-2.201345546558847,True,-0.2448248682049492,qnei,0.0,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.5810010101325105,15.70628648137555,1.553328213693255,3.1412572962751097,1.0711521180853574,1.553328213693255,levy_10
6,1.085948560660733,1.3736524730034039,-4.694258001749316,-0.42458210856525136,2.170067099605808,3.3970295762004437,7.173445838967247,-0.10361829579670535,-0.2737303762891499,3.654190798898314,-9.925666132140087,2.0742121339258337,1.5381140158338225,True,-0.5360981180920112,qnei,0.7079209999646991,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0742121339258337,0.5502681978527786,16.25655467922833,0.5502681978527786,2.7094257798713883,2.0742121339258337,0.5502681978527786,levy_10
7,1.912734936735982,0.8904188055470247,-7.475101457177097,7.751897827761633,7.984286800826683,-1.0609421165148771,10.0,0.4888503716552387,-1.2890832132852295,6.213387965222134,-10.0,0.3346752245638733,0.3170368129959894,True,-0.01763841156788387,qnei,0.9340300000039861,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0742121339258337,2.289805107214739,18.54635978644307,0.5502681978527786,2.649479969491867,2.0742121339258337,0.5502681978527786,levy_10
8,1.3194296552780118,1.8915938220874917,-4.574784283820999,-7.391060632533005,1.7308387992829848,5.86820981539261,10.0,1.7634838452814081,0.7144747414852327,8.261314555015128,-10.0,0.2542440558611538,-1.1499163352373252,True,-1.404160391098479,qnei,0.9967144000111148,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0742121339258337,2.3702362759174584,20.91659606236053,0.5502681978527786,2.614574507795066,2.0742121339258337,0.5502681978527786,levy_10
9,0.21369843690307772,1.786326443899403,-4.741766375072457,1.5314851803825178,4.512521678337501,1.4383263391014272,4.589425610208039,1.4565133250665625,0.023393151888477612,3.8572828312100724,-9.60084787608276,2.1189875888390173,0.3746020369897013,True,-1.7443855518493159,qnei,1.1664620999945328,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,0.505492742939595,21.422088805300124,0.505492742939595,2.3802320894777917,2.0742121339258337,0.5502681978527786,levy_10
10,4.255558288006563,1.347270148643227,-6.634782911973964,1.5819798214420997,2.9891745526353923,3.181624782052942,8.18529011461404,0.421210594034036,-3.3527827249709903,3.1971633840024003,-10.0,1.2254575778369965,1.253934410192901,True,0.02847683235590459,qnei,0.682550799974706,False,0,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,1.3990227539416158,22.82111155924174,0.505492742939595,2.282111155924174,2.0742121339258337,0.5502681978527786,levy_10
11,-3.135383517869537,1.2454746350929102,-3.2795780983530993,4.855571354018635,4.716805320492073,-0.4227145378715068,7.3876013599976575,-0.618334655800508,2.7688490969099164,2.389837480918051,-10.0,1.6772687298630164,0.6576104464302369,True,-1.0196582834327796,qnei,1.0661534999962896,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,0.9472116019155958,23.768323161157333,0.505492742939595,2.160756651014303,2.0742121339258337,0.5502681978527786,levy_10
12,-0.731215428305042,-1.2923111260618205,-5.193795941421259,0.45322525107687184,0.23141236553928318,5.043951964275343,7.536600095795941,-7.033299917241794,3.487811125449514,9.087524880471236,-10.0,0.4349446096651285,0.7253204557061051,True,0.29037584604097666,qnei,1.0656198000069708,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,2.189535722113484,25.957858883270816,0.505492742939595,2.163154906939235,2.0742121339258337,0.5502681978527786,levy_10
13,6.541211960191001,5.845968218599516,-1.6780843278654758,-0.6154188161793411,1.9209036189854498,5.524201025014348,6.957666796156087,3.2232217712221902,2.6055636940344997,-1.9634297296323724,-10.0,1.0100448850047319,0.32793391205046973,True,-0.6821109729542622,qnei,1.379852399986703,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,1.6144354467738804,27.5722943300447,0.505492742939595,2.1209457176957462,2.0742121339258337,0.5502681978527786,levy_10
14,-3.3370894689547868,-0.9566073641925557,-5.7493884294713355,-1.2245052082710928,1.0716205328968016,1.081615918547223,7.254901215523919,0.33498817693465915,-5.550855576280161,1.1798750676174705,-10.0,1.075949305344151,-1.4233833230553965,True,-2.4993326283995474,qnei,1.5812522000051104,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,1.5485310264344614,29.12082535647916,0.505492742939595,2.0800589540342256,2.0742121339258337,0.5502681978527786,levy_10
15,2.824946805652953,1.6405550487292513,-5.6917992239687925,2.149984000571215,4.152066504712423,2.7579377361497897,7.704762519478239,-0.06920004163257576,0.10086869219353697,5.307686586735892,-10.0,1.4300008094427679,0.5517611577618949,True,-0.8782396516808729,qnei,1.1784175000502728,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,1.1944795223358444,30.315304878815002,0.505492742939595,2.0210203252543333,2.0742121339258337,0.5502681978527786,levy_10
16,3.2505976532745833,0.017388095068271752,-6.3923687758063785,-0.35991043399184436,-0.08062664611638677,4.980709908773681,8.739759754603147,-2.612095256348935,-3.140888885678438,3.432590586534066,-9.991014501955258,0.6216430777386119,0.8902374980651414,True,0.26859442032652947,qnei,1.0807482000091113,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,2.00283725404,32.318142132855,0.505492742939595,2.0198838833034376,2.0742121339258337,0.5502681978527786,levy_10
17,2.665194189066342,-0.818491785139265,-6.930914723930671,-0.17870859877456685,0.815256453737812,5.450726788401485,10.0,-4.93584743451379,-0.09986058296580748,8.76833778706338,-9.95915803028875,-0.3208349420693541,0.22529479860009827,True,0.5461297406694523,qnei,1.415518699970562,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,2.9453152738479664,35.26345740670297,0.505492742939595,2.074321023923704,2.0742121339258337,0.5502681978527786,levy_10
18,1.5292964734368288,3.8435605605100305,-1.6993890454724023,-1.7556533022678975,0.7719177304003435,3.7863812449870258,6.570295587451021,2.783265957449387,0.2810768618984884,-3.143740381771267,-10.0,1.680600657401669,1.4872468972027484,True,-0.1933537601989206,qnei,1.1620458000106737,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,0.9438796743769433,36.20733708107991,0.505492742939595,2.0115187267266617,2.0742121339258337,0.5502681978527786,levy_10
19,4.419613879640299,2.87606739628006,-5.320943755874671,-1.6830273063738426,3.160671415566113,4.170422834699641,6.040702081075493,2.778369885513302,-1.6959246025107122,3.5691179479772788,-8.360924537092743,1.486746074273602,1.0399280104366264,True,-0.44681806383697564,qnei,1.4967388000222854,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,1.1377342575050102,37.34507133858492,0.505492742939595,1.9655300704518381,2.0742121339258337,0.5502681978527786,levy_10
20,-2.1639838068058186,3.764013861863001,-1.3707806029486156,-0.7029783970476372,3.3326696412246326,1.1802372309211702,7.4532494999899725,4.459367234088149,1.468528162864495,-1.7772121061790496,-8.0360033621117,1.977607483565878,1.307477137284374,True,-0.6701303462815038,qnei,1.6358858000021428,False,1,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,0.6468728482127344,37.99194418679766,0.505492742939595,1.899597209339883,2.0742121339258337,0.5502681978527786,levy_10
21,-0.0011294592473166947,-2.192158986707051,0.20506361923064984,-2.075236906635396,3.2305541435077108,-1.8872641157239762,6.358393974583973,-5.177684606392371,0.7593281900172929,3.819503229500066,-10.0,1.3642395854917941,-2.1700168467695797,True,-3.534256432261374,qnei,2.007378499954939,False,2,11,365f532a-33f1-46a7-94e9-c5f445eeb544,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,1.2602407462868181,39.25218493308448,0.505492742939595,1.8691516634802132,2.0742121339258337,0.5502681978527786,levy_10
