User_ID;Run;Phase;value;x0;x1
35;1;sampling;-3.2974070780306595;128.09775780317898;406.7469321928453
35;2;sampling;-0.8049889147970491;282.30214681107816;-281.38783744963393
35;3;sampling;-1.8688310205237153;-204.6297242509052;382.5187280857722
35;4;sampling;2.1246203400182244;-506.6083281248515;328.93790042395267
35;5;sampling;-2.620400236635731;304.19909504209534;-32.834608288029926
35;6;optimization;0.391485327813929;-512.0;310.6165004777181
35;7;optimization;-2.000464048376746;-512.0;153.46140367314155
35;8;optimization;3.5595704383723983;-512.0;285.7863317094036
35;9;optimization;2.3196602972871836;-512.0;262.1149729735269
35;10;optimization;2.2209404366973704;-509.44230310126767;278.7562759899428
35;11;optimization;2.440910723555884;-510.3967785416789;278.7680948155404
35;12;optimization;1.832098522475896;-512.0;278.8105852635172
35;13;optimization;1.3130710393377227;-512.0;278.7604357328166
35;14;optimization;2.6406200210509;-512.0;278.7195253441878
35;15;optimization;3.3362540906019365;-512.0;278.680388311029
35;16;optimization;2.7673000679911737;-512.0;278.6422407571927
35;17;optimization;2.888936763350588;-512.0;278.2813146334322
35;18;optimization;1.284397605265032;-512.0;278.1038225318732
35;19;optimization;2.1239108115520957;-512.0;277.97580693556097
35;20;optimization;1.8885675038760612;-512.0;277.8916735102554
