iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,halo_rho_hat,halo_correction_f0,halo_correction_f1,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.9560017096289753,0.20768181007914688,0.0,0.0,1.0413164128363952,1.0413164128363952,-0.6417801810266596,-0.6417801810266596,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.8284448852745308,0.14928212308202027,0.0,0.0,0.7698355116176593,0.7698355116176593,-0.921463031298688,-0.921463031298688,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.5128046164365648,0.13591960402050662,0.0,0.0,1.025905175542683,1.025905175542683,-1.4109901413572457,-1.4109901413572457,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.6890364797811311,0.841747724312279,0.0,0.0,-1.79853583642327,-1.79853583642327,1.045936154638376,1.045936154638376,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.4255089974049766,0.9569260034533662,0.0,0.0,-1.2435144158117881,-1.2435144158117881,0.9832632760350277,0.9832632760350277,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,1.0,0.5324799217979083,0.0,0.0,0.5369809635382112,0.5369809635382112,0.527977728688617,0.527977728688617,False,0.0,0.0,0.0,qlognehvi,0.5338888000114821,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.6225124107111406,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
7,0.0,0.5206794190573707,0.0,0.0,-0.904311707354208,-0.904311707354208,2.1686454096546535,2.1686454096546535,False,0.0,0.0,0.0,qlognehvi,0.7653927000355907,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.059597812496331,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
8,0.5439635565433177,0.42430486295683717,0.0,0.0,0.7232759430898125,0.7232759430898125,-0.12114056508177024,-0.12114056508177024,False,0.0,0.0,0.0,qlognehvi,0.8848083999473602,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.496683214281521,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
9,0.0,0.2895176406461415,0.0,0.0,-2.407711152298593,-2.407711152298593,1.9365895681588563,1.9365895681588563,False,0.0,0.0,0.0,qlognehvi,0.7025147999520414,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.933768616066711,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
10,0.0,0.849709865226419,0.0,0.0,0.426414707862396,0.426414707862396,2.363840189107373,2.363840189107373,False,0.0,0.0,0.0,qlognehvi,0.6848601000383496,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,4.370854017851901,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
11,0.0,1.0,0.01744947840136879,0.01744947840136879,0.717998262572718,0.717998262572718,2.421960061381657,2.421960061381657,False,0.0,0.0,0.0,qlognehvi,0.6814720999682322,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.01744947840136879,0.4196359233838213,4.790489941235722,0.4196359233838213,0.4354990855668838,0.01744947840136879,0.4196359233838213,branincurrin
12,0.09479174713990401,1.0,0.17903540132718804,0.17903540132718804,0.981074278722465,0.981074278722465,1.217342927599277,1.217342927599277,False,0.0,0.0,0.0,qlognehvi,0.6947181000141427,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.17903540132718804,0.258050000458002,5.048539941693725,0.258050000458002,0.4207116618078104,0.17903540132718804,0.258050000458002,branincurrin
13,0.04705479388048197,1.0,0.29316595496278264,0.29316595496278264,0.9396687728229617,0.9396687728229617,1.7322086781528925,1.7322086781528925,False,0.0,0.0,0.0,qlognehvi,0.9150560999987647,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.29316595496278264,0.14391944682240743,5.1924593885161325,0.14391944682240743,0.39941995296277943,0.29316595496278264,0.14391944682240743,branincurrin
14,0.02446252817489032,1.0,0.33623363179415866,0.33623363179415866,0.8536849538661258,0.8536849538661258,2.0496139919743257,2.0496139919743257,False,0.0,0.0,0.0,qlognehvi,1.0479574999772012,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.33623363179415866,0.1008517699910314,5.293311158507164,0.1008517699910314,0.37809365417908314,0.33623363179415866,0.1008517699910314,branincurrin
15,1.0,1.0,0.33623363179415866,0.33623363179415866,-1.7865617669897207,-1.7865617669897207,1.3558862101582312,1.3558862101582312,False,0.0,0.0,0.0,qlognehvi,1.2531179999932647,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.33623363179415866,0.1008517699910314,5.394162928498195,0.1008517699910314,0.3596108618998797,0.33623363179415866,0.1008517699910314,branincurrin
16,0.06807459724789632,1.0,0.3480815896002156,0.3480815896002156,0.9823689788319724,0.9823689788319724,1.4761878191599371,1.4761878191599371,False,0.0,0.0,0.0,qlognehvi,1.5662646000273526,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3480815896002156,0.08900381218497444,5.48316674068317,0.08900381218497444,0.3426979212926981,0.3480815896002156,0.08900381218497444,branincurrin
17,0.03532634320786092,1.0,0.3555027341298329,0.3555027341298329,0.9000005667959616,0.9000005667959616,1.8924385457973012,1.8924385457973012,False,0.0,0.0,0.0,qlognehvi,2.2051099999807775,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3555027341298329,0.08158266765535716,5.5647494083385265,0.08158266765535716,0.32733820049050155,0.3555027341298329,0.08158266765535716,branincurrin
18,0.24987193142959058,0.6094460052440003,0.3555027341298329,0.3555027341298329,0.7882737132187936,0.7882737132187936,-0.028502549788200236,-0.028502549788200236,False,0.0,0.0,0.0,qlognehvi,1.8814002000144683,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3555027341298329,0.08158266765535716,5.646332075993883,0.08158266765535716,0.31368511533299354,0.3555027341298329,0.08158266765535716,branincurrin
19,0.012329611012584509,1.0,0.36895098085873035,0.36895098085873035,0.7916255517169692,0.7916255517169692,2.232267012141204,2.232267012141204,False,0.0,0.0,0.0,qlognehvi,2.081913500034716,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.36895098085873035,0.06813442092645972,5.714466496920343,0.06813442092645972,0.30076139457475487,0.36895098085873035,0.06813442092645972,branincurrin
20,0.1084249156433237,0.8966228949369897,0.38955257636598783,0.38955257636598783,1.0395712261025412,1.0395712261025412,0.9632789175813259,0.9632789175813259,False,0.0,0.0,0.0,qlognehvi,2.2268622999545187,False,0.0,0.0,0.0,10,acee98b8-ed17-4943-9119-36f56c3d1d99,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.38955257636598783,0.04753282541920223,5.761999322339545,0.04753282541920223,0.28809996611697725,0.38955257636598783,0.04753282541920223,branincurrin
