iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,halo_rho_hat,halo_correction_f0,halo_correction_f1,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.2508244581084461,0.9467529428594246,0.0,0.19344498729915016,0.09291114665445699,0.9299609776622171,0.7454978329252031,1.4762434670790126,True,1.1111442757018428,0.8370498310077601,0.7307456341538094,qlognehvi,0.0,False,,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.1893203845397613,0.1792914104181076,0.0,0.19344498729915016,-0.08585328414847714,-0.803377159372711,-1.9899520462380769,-2.538795822814705,True,0.9033659295123422,-0.7175238752242339,-0.5488437765766283,qlognehvi,0.0,False,,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.3498892405959575,0.23054124658990593,0.0,0.19344498729915016,0.5923142858062347,1.460487160029559,-1.452600939434448,-0.25871682266920915,True,1.4761718815237956,0.8681728742233243,1.1938841167652388,qlognehvi,0.0,False,,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.6704457427727847,0.11507938212344748,0.0,0.19344498729915016,0.7969317112609228,0.8766998065932802,-1.1715842920377373,-1.7807246186775387,True,0.6143410181420381,0.0797680953323574,-0.6091403266398014,qlognehvi,0.0,False,,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.8963093737046804,0.8581304890839089,0.0,0.19344498729915016,-1.435002987366368,-2.6421860757551228,1.152389971365623,1.1262050353849797,True,1.2074670429308296,-1.2071830883887547,-0.026184935980643198,qlognehvi,0.0,False,,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,0.3347021577078447,0.7383947222740157,0.0,0.19344498729915016,0.16799088909403267,-0.7015762896775177,0.44262642655583784,0.31327652735029804,True,0.8791350720004275,-0.8695671787715504,-0.1293498992055398,qlognehvi,0.9368445000145584,False,0.13007976690532813,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.6225124107111406,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
7,0.1891967165205497,1.0,0.0,0.6377071547680486,0.4898567822536169,1.5968308465501744,0.8310806611099466,1.2693155078660971,True,1.1905634632125353,1.1069740642965575,0.43823484675615054,qlognehvi,0.9606000000494532,False,0.185341091152459,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.059597812496331,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
8,0.23180812458064437,1.0,0.0,0.6377071547680486,0.08684011779718548,1.059235414897438,0.8215157912827067,1.0872544654327623,True,1.0080524077456083,0.9723952971002526,0.2657386741500556,qlognehvi,1.1045627999701537,False,0.09157187251166558,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.496683214281521,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
9,0.15187598738084165,0.8859309472805529,0.027959241180264372,0.6377071547680486,0.9575444489316182,-0.12956588904933952,0.7153483461434341,-0.2717527339334641,True,1.4683928048155408,-1.0871103379809577,-0.9871010800768982,qlognehvi,1.4412516999873333,False,0.9081628601726504,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.027959241180264372,0.4091261606049257,3.905809374886447,0.4091261606049257,0.4339788194318274,0.0,0.43708540178519006,branincurrin
10,0.13680088239271454,0.9768344606004934,0.06615797586616874,0.6377071547680486,0.8912014088691773,1.370094734444326,0.9243165054569963,-0.7619430381707898,True,1.752943257996737,0.47889332557514863,-1.686259543627786,qlognehvi,1.386640399985481,False,0.887213086594854,0.0,0.0,12,2f86a9f9-c73e-4b85-9743-fd2ee8efd246,gaussian,1.0,0,exact,multi_objective,learned,1.0,"x0,x1",0.43708540178519006,0.06615797586616874,0.37092742591902134,4.276736800805468,0.37092742591902134,0.4276736800805468,0.0,0.43708540178519006,branincurrin
