iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,halo_rho_hat,halo_correction_f0,halo_correction_f1,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8309833188891115,0.3609466668342566,0.0,0.0,0.4660155248710396,0.4660155248710396,-0.07520493656194786,-0.07520493656194786,False,0.0,0.0,0.0,qlognehvi,0.0,False,,-0.16564981188924352,-0.1525648831231527,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.7027393055820549,0.8601187866525944,0.0,0.0,-1.9693393256490885,-1.9693393256490885,1.0823181522544267,1.0823181522544267,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.013576148085312552,0.012503747648582865,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.6413174807881646,0.5483632088133139,0.0,0.0,-0.025949493185649576,-0.025949493185649576,0.3936490367035424,0.3936490367035424,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.11242534138808287,0.10354469391381893,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.7623134225311933,0.7163143826400404,0.0,0.0,-1.1327399808679735,-1.1327399808679735,0.8660842799193508,0.8660842799193508,False,0.0,0.0,0.0,qlognehvi,0.0,False,,-0.0770015182790286,-0.07091905208078382,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.467168753910852,0.572458938182647,0.0,0.0,0.40363465909334784,0.40363465909334784,0.24169062907903438,0.24169062907903438,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.22292268131179183,0.20531368211014422,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,0.0,0.0,0.0,0.0,-4.952422156524645,-4.952422156524645,1.7352759742911184,1.7352759742911184,False,0.0,0.0,0.0,qlognehvi,0.5122387000010349,False,0.0,-0.2574052836304229,-0.23707245160419957,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.6225124107111406,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
7,0.0,0.8141286731507724,0.0,0.0,0.3283484893131501,0.3283484893131501,2.347881252530183,2.347881252530183,False,0.0,0.0,0.0,qlognehvi,0.5359302000142634,False,0.0,0.2356964666636628,0.2170784468691375,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.059597812496331,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
8,0.0,0.6144326225333441,0.0,0.0,-0.4283014188623616,-0.4283014188623616,2.2370327374948604,2.2370327374948604,False,0.0,0.0,0.0,qlognehvi,0.695758499961812,False,0.0,0.12662009293713544,0.11661818060447311,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.496683214281521,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
9,0.15676285724864042,0.8263838667768573,0.0,0.0,0.9978527140444479,0.9978527140444479,0.58579052952088,0.58579052952088,False,0.0,0.0,0.0,qlognehvi,0.8319745000335388,False,0.046046884857900934,0.12434845546876896,0.1145259832098197,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,3.933768616066711,0.43708540178519006,0.4370854017851901,0.0,0.43708540178519006,branincurrin
10,0.056102272251008896,1.0,0.2576736961819057,0.2576736961819057,0.9626221761588291,0.9626221761588291,1.6167200199106935,1.6167200199106935,False,0.0,0.0,0.0,qlognehvi,0.7947254999889992,False,0.0,0.09030003752661626,0.08316710121274275,14,df25b7bb-b2f1-4c46-987c-31cc0ab6931f,gaussian,1.0,20,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.2576736961819057,0.17941170560328434,4.113180321669995,0.17941170560328434,0.4113180321669995,0.2576736961819057,0.17941170560328434,branincurrin
