iteration,x0,x1,objective_true,objective_observed,objective_true_f0,objective_observed_f0,objective_true_f1,objective_observed_f1,error_applied,error_magnitude_l2,error_magnitude_f0,error_magnitude_f1,acquisition,fit_time_sec,acq_opt_failed,halo_rho_hat,halo_correction_f0,halo_correction_f1,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.6927433679651523,0.8158171113360575,0.0,0.0,-1.6410666122565771,-1.6410666122565771,1.0061513641624982,1.0061513641624982,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
2,0.3444067577928567,0.04483817569041881,0.0,0.0,0.1788507411625622,0.1788507411625622,-2.028732121996534,-2.028732121996534,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,0.8741708035703801,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
3,0.571597257033731,0.14624542672359753,0.0,0.0,1.033558237625461,1.033558237625461,-1.2524154568205015,-1.2524154568205015,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.31125620535557,0.43708540178519006,0.43708540178519,0.0,0.43708540178519006,branincurrin
4,0.7187713768754712,0.34535650407583973,0.0,0.0,0.37800323103022254,0.37800323103022254,-0.21517632358813094,-0.21517632358813094,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,1.7483416071407603,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
5,0.4570096756088713,0.9759378873901753,0.0,0.0,-1.507359619399423,-1.507359619399423,1.0487815636976037,1.0487815636976037,False,0.0,0.0,0.0,qlognehvi,0.0,False,,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.0,0.43708540178519006,2.1854270089259504,0.43708540178519006,0.43708540178519006,0.0,0.43708540178519006,branincurrin
6,0.0,1.0,0.01744947840136879,0.01744947840136879,0.717998262572718,0.717998262572718,2.421960061381657,2.421960061381657,False,0.0,0.0,0.0,qlognehvi,0.60126590001164,False,0.3390844552152279,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.01744947840136879,0.4196359233838213,2.605062932309772,0.4196359233838213,0.434177155384962,0.01744947840136879,0.4196359233838213,branincurrin
7,0.0,0.7903748749369645,0.01744947840136879,0.01744947840136879,0.2566925511382451,0.2566925511382451,2.3366776999291625,2.3366776999291625,False,0.0,0.0,0.0,qlognehvi,0.8447813999955542,False,0.6453979925735023,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.01744947840136879,0.4196359233838213,3.024698855693593,0.4196359233838213,0.43209983652765616,0.01744947840136879,0.4196359233838213,branincurrin
8,0.07095737485662823,1.0,0.2423455734846082,0.2423455734846082,0.9852739319075674,0.9852739319075674,1.4445640261369916,1.4445640261369916,False,0.0,0.0,0.0,qlognehvi,0.9170377000118606,False,0.5643666326421131,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.2423455734846082,0.19473982830058187,3.219438683994175,0.19473982830058187,0.40242983549927186,0.2423455734846082,0.19473982830058187,branincurrin
9,1.0,0.0,0.2423455734846082,0.2423455734846082,0.8457474482000971,0.8457474482000971,-0.9741444101404332,-0.9741444101404332,False,0.0,0.0,0.0,qlognehvi,0.9004690999863669,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.2423455734846082,0.19473982830058187,3.4141785122947566,0.19473982830058187,0.3793531680327507,0.2423455734846082,0.19473982830058187,branincurrin
10,0.03562112308162353,1.0,0.3236047468521655,0.3236047468521655,0.9011311007921327,0.9011311007921327,1.8882811342080155,1.8882811342080155,False,0.0,0.0,0.0,qlognehvi,1.0186931999633089,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3236047468521655,0.11348065493302456,3.5276591672277813,0.11348065493302456,0.35276591672277813,0.3236047468521655,0.11348065493302456,branincurrin
11,0.0,0.2036455133669556,0.3236047468521655,0.3236047468521655,-3.085711770531644,-3.085711770531644,1.8324620568759333,1.8324620568759333,False,0.0,0.0,0.0,qlognehvi,1.310752900026273,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3236047468521655,0.11348065493302456,3.641139822160806,0.11348065493302456,0.3310127111055278,0.3236047468521655,0.11348065493302456,branincurrin
12,0.09170017889898335,0.9465186698688821,0.34339562764388637,0.34339562764388637,1.0199648067634965,1.0199648067634965,1.1736177233698115,1.1736177233698115,False,0.0,0.0,0.0,qlognehvi,1.45580009999685,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.34339562764388637,0.0936897741413037,3.73482959630211,0.0936897741413037,0.3112357996918425,0.34339562764388637,0.0936897741413037,branincurrin
13,0.018661405584740633,1.0,0.37000790556441643,0.37000790556441643,0.8253375630250727,0.8253375630250727,2.136207828423268,2.136207828423268,False,0.0,0.0,0.0,qlognehvi,1.3252064000116661,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.37000790556441643,0.06707749622077364,3.8019070925228835,0.06707749622077364,0.2924543917325295,0.37000790556441643,0.06707749622077364,branincurrin
14,0.05204415179706387,0.9955269341213003,0.38136894946915073,0.38136894946915073,0.9530398976883173,0.9530398976883173,1.663429509138956,1.663429509138956,False,0.0,0.0,0.0,qlognehvi,1.3988245999789797,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.38136894946915073,0.05571645231603933,3.8576235448389227,0.05571645231603933,0.27554453891706593,0.38136894946915073,0.05571645231603933,branincurrin
15,0.09932127267529454,1.0,0.38136894946915073,0.38136894946915073,0.9745170606305019,0.9745170606305019,1.1810675095035896,1.1810675095035896,False,0.0,0.0,0.0,qlognehvi,1.858166899997741,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.38136894946915073,0.05571645231603933,3.913339997154962,0.05571645231603933,0.26088933314366414,0.38136894946915073,0.05571645231603933,branincurrin
16,0.009398170205545103,0.9866240760279833,0.38707245014555963,0.38707245014555963,0.7603126810882543,0.7603126810882543,2.2709964153044697,2.2709964153044697,False,0.0,0.0,0.0,qlognehvi,2.6254559000371955,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.38707245014555963,0.05001295163963043,3.963352948794592,0.05001295163963043,0.247709559299662,0.38707245014555963,0.05001295163963043,branincurrin
17,0.0760265456836065,0.9642269014618599,0.3901034730748942,0.3901034730748942,1.0025290924658892,1.0025290924658892,1.3492766469184974,1.3492766469184974,False,0.0,0.0,0.0,qlognehvi,2.464869200019166,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3901034730748942,0.046981928710295884,4.010334877504888,0.046981928710295884,0.23590205161793457,0.3901034730748942,0.046981928710295884,branincurrin
18,0.026566466006572625,0.9887060868046487,0.39384603313051075,0.39384603313051075,0.855792462038074,0.855792462038074,2.0111697392242016,2.0111697392242016,False,0.0,0.0,0.0,qlognehvi,2.6679181999643333,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.39384603313051075,0.04323936865467931,4.053574246159567,0.04323936865467931,0.22519856923108705,0.39384603313051075,0.04323936865467931,branincurrin
19,1.0,1.0,0.39384603313051075,0.39384603313051075,-1.7865617669897207,-1.7865617669897207,1.3558862101582312,1.3558862101582312,False,0.0,0.0,0.0,qlognehvi,2.2063741000019945,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.39384603313051075,0.04323936865467931,4.096813614814246,0.04323936865467931,0.21562176920074977,0.39384603313051075,0.04323936865467931,branincurrin
20,0.042734857542938036,0.9850945853098451,0.3962181318115709,0.3962181318115709,0.921941406908208,0.921941406908208,1.7774162360918957,1.7774162360918957,False,0.0,0.0,0.0,qlognehvi,2.5947846000199206,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.3962181318115709,0.04086726997361917,4.137680884787865,0.04086726997361917,0.20688404423939324,0.3962181318115709,0.04086726997361917,branincurrin
21,0.0595419386034075,0.9734818056841493,0.39806226580459936,0.39806226580459936,0.9708846819634432,0.9708846819634432,1.5479070514488178,1.5479070514488178,False,0.0,0.0,0.0,qlognehvi,3.216485000040848,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.39806226580459936,0.039023135980590706,4.176704020768455,0.039023135980590706,0.19889066765564073,0.39806226580459936,0.039023135980590706,branincurrin
22,0.10706665519850199,0.9019342611086485,0.4048685315485515,0.4048685315485515,1.037938464782239,1.037938464782239,0.981805365140929,0.981805365140929,False,0.0,0.0,0.0,qlognehvi,3.1500517000094987,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4048685315485515,0.03221687023663855,4.208920891005094,0.03221687023663855,0.191314585954777,0.4048685315485515,0.03221687023663855,branincurrin
23,0.013393049226876234,1.0,0.4078362571095131,0.4078362571095131,0.7974861159886146,0.7974861159886146,2.2160424083838306,2.2160424083838306,False,0.0,0.0,0.0,qlognehvi,3.6355305000324734,False,0.06937411307772703,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4078362571095131,0.029249144675676964,4.2381700356807706,0.029249144675676964,0.18426826242090308,0.4078362571095131,0.029249144675676964,branincurrin
24,0.022728143417004413,1.0,0.4091280011647387,0.4091280011647387,0.8454684977872132,0.8454684977872132,2.075336856672465,2.075336856672465,False,0.0,0.0,0.0,qlognehvi,3.9674830000149086,False,0.1454938563208699,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4091280011647387,0.027957400620451378,4.266127436301222,0.027957400620451378,0.17775530984588425,0.4091280011647387,0.027957400620451378,branincurrin
25,0.004789987847814828,1.0,0.4114258920632521,0.4114258920632521,0.7478270084647991,0.7478270084647991,2.3480325369981894,2.3480325369981894,False,0.0,0.0,0.0,qlognehvi,4.187238100043032,False,0.1643185636329301,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4114258920632521,0.02565950972193798,4.2917869460231595,0.02565950972193798,0.17167147784092637,0.4114258920632521,0.02565950972193798,branincurrin
26,0.09698506708493794,0.9237248241342276,0.4125674217465495,0.4125674217465495,1.030003727642302,1.030003727642302,1.0955157626107805,1.0955157626107805,False,0.0,0.0,0.0,qlognehvi,6.0753485999885015,False,0.18937916511647254,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4125674217465495,0.024517980038640586,4.3163049260618,0.024517980038640586,0.16601172792545385,0.4125674217465495,0.024517980038640586,branincurrin
27,0.030588036799946917,1.0,0.41437061793332874,0.41437061793332874,0.8809050788607478,0.8809050788607478,1.9600855263791739,1.9600855263791739,False,0.0,0.0,0.0,qlognehvi,5.065617499989457,False,0.19816197810568062,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.41437061793332874,0.02271478385186132,4.339019709913662,0.02271478385186132,0.160704433700506,0.41437061793332874,0.02271478385186132,branincurrin
28,0.0818264149809595,0.9454018731135739,0.4153878852759748,0.4153878852759748,1.0135379663016246,1.0135379663016246,1.266022029007687,1.266022029007687,False,0.0,0.0,0.0,qlognehvi,4.386851700022817,False,0.21130977073493679,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4153878852759748,0.021697516509215253,4.360717226422877,0.021697516509215253,0.15573990094367418,0.4153878852759748,0.021697516509215253,branincurrin
29,0.11896023187402556,0.8589689814137625,0.41757651837513027,0.41757651837513027,1.0477095873823004,1.0477095873823004,0.8271152469231118,0.8271152469231118,False,0.0,0.0,0.0,qlognehvi,5.264323599985801,False,0.21428913609004457,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.41757651837513027,0.019508883410059796,4.380226109832937,0.019508883410059796,0.1510422796494116,0.41757651837513027,0.019508883410059796,branincurrin
30,0.06539071366109248,0.9721809655942256,0.4179977360904174,0.4179977360904174,0.9840280724136626,0.9840280724136626,1.4766118996961353,1.4766118996961353,False,0.0,0.0,0.0,qlognehvi,5.027451799949631,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4179977360904174,0.01908766569477266,4.39931377552771,0.01908766569477266,0.14664379251759033,0.4179977360904174,0.01908766569477266,branincurrin
31,1.0,0.498137842414152,0.4179977360904174,0.4179977360904174,0.6319959924438863,0.6319959924438863,0.43381745324297544,0.43381745324297544,False,0.0,0.0,0.0,qlognehvi,4.946146100002807,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4179977360904174,0.01908766569477266,4.418401441222483,0.01908766569477266,0.14252907874911236,0.4179977360904174,0.01908766569477266,branincurrin
32,0.046809897906512896,1.0,0.4192227614121633,0.4192227614121633,0.9389535688387635,0.9389535688387635,1.7354383065361663,1.7354383065361663,False,0.0,0.0,0.0,qlognehvi,4.673976199992467,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4192227614121633,0.01786264037302676,4.4362640815955094,0.01786264037302676,0.13863325254985967,0.4192227614121633,0.01786264037302676,branincurrin
33,0.009008171124712585,1.0,0.42021284531303993,0.42021284531303993,0.7728130478756782,0.7728130478756782,2.2831287365957773,2.2831287365957773,False,0.0,0.0,0.0,qlognehvi,5.751614500011783,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.42021284531303993,0.016872556472150135,4.45313663806766,0.016872556472150135,0.13494353448689878,0.42021284531303993,0.016872556472150135,branincurrin
34,0.10887122242873937,0.8771334173861172,0.4209222565067448,0.4209222565067448,1.0449346576100518,1.0449346576100518,0.9285148525607162,0.9285148525607162,False,0.0,0.0,0.0,qlognehvi,4.637605399999302,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4209222565067448,0.016163145278445257,4.469299783346105,0.016163145278445257,0.1314499936278266,0.4209222565067448,0.016163145278445257,branincurrin
35,0.05673762894030371,1.0,0.42158936727352114,0.42158936727352114,0.963977315490228,0.963977315490228,1.6089004942210048,1.6089004942210048,False,0.0,0.0,0.0,qlognehvi,5.002797200053465,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.42158936727352114,0.015496034511668921,4.484795817857774,0.015496034511668921,0.12813702336736496,0.42158936727352114,0.015496034511668921,branincurrin
36,0.8967485701844881,0.41936758750903136,0.42158936727352114,0.42158936727352114,0.5722378160923407,0.5722378160923407,0.1626609783176319,0.1626609783176319,False,0.0,0.0,0.0,qlognehvi,5.006381199986208,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.42158936727352114,0.015496034511668921,4.500291852369442,0.015496034511668921,0.1250081070102623,0.42158936727352114,0.015496034511668921,branincurrin
37,0.016000576398338177,1.0,0.4221534498932316,0.4221534498932316,0.8115182987599983,0.8115182987599983,2.1764070354105667,2.1764070354105667,False,0.0,0.0,0.0,qlognehvi,5.631011400022544,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4221534498932316,0.01493195189195845,4.515223804261401,0.01493195189195845,0.12203307579084868,0.4221534498932316,0.01493195189195845,branincurrin
38,0.039492612160516465,1.0,0.4229616972911127,0.4229616972911127,0.915346557423542,0.915346557423542,1.8342731784215027,1.8342731784215027,False,0.0,0.0,0.0,qlognehvi,5.965606099984143,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4229616972911127,0.01412370449407735,4.529347508755478,0.01412370449407735,0.11919335549356522,0.4229616972911127,0.01412370449407735,branincurrin
39,0.0991565994228044,0.900520967103247,0.4233916645570755,0.4233916645570755,1.0370569362641981,1.0370569362641981,1.0427658852406663,1.0427658852406663,False,0.0,0.0,0.0,qlognehvi,6.432449300016742,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4233916645570755,0.013693737228114566,4.543041245983593,0.013693737228114566,0.11648823707650238,0.4233916645570755,0.013693737228114566,branincurrin
40,0.026561567785249908,1.0,0.4239111057981579,0.4239111057981579,0.8633301550100846,0.8633301550100846,2.018693348442706,2.018693348442706,False,0.0,0.0,0.0,qlognehvi,6.632123299990781,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.4239111057981579,0.01317429598703218,4.556215541970626,0.01317429598703218,0.11390538854926564,0.4239111057981579,0.01317429598703218,branincurrin
41,0.07097637026369372,0.9671848029982468,0.42445956760051207,0.42445956760051207,0.9947005773960209,0.9947005773960209,1.4074587227190494,1.4074587227190494,False,0.0,0.0,0.0,qlognehvi,6.849270299950149,False,0.0,0.0,0.0,15,13a06110-ec8e-4966-8d86-00fd1ce11e14,none,0.0,0,exact,multi_objective,learned,1e-06,"x0,x1",0.43708540178519006,0.42445956760051207,0.012625834184677998,4.568841376155303,0.012625834184677998,0.111435155515983,0.42445956760051207,0.012625834184677998,branincurrin
