dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
rastrigin,value,logei,0.0,1.35,0.3590097250334291,92.55463055452222,0.0,2,2
rastrigin,value,qnei,1.0,1.65,0.7067083800338594,105.2153982737116,0.0,0,2
