dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
eggholder,value,qnei,0.0,1.0,-0.13573514268651976,72.9938672986379,0.0,2,2
eggholder,value,logei,1.0,2.0,0.5450188511539547,111.4542480729531,0.0,0,2
