dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
power_law_practice,value,qnei,0.25,1.25,0.24808693129719483,12.576591659480137,0.0,2,2
power_law_practice,value,logei,0.75,1.75,0.36667461278845115,15.573628799207624,0.0,0,2
