arm,dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,file,procedure,family,k,m,regret_noisy,regret_clean,ref_noisy,ref_clean,gp_failed_noisy,gp_failed_clean,n_candidates_noisy,pick_changed_noisy,n_candidates_clean,pick_changed_clean,n_distinct_looked_noisy,max_looks_on_one_noisy,top_candidate_regret_noisy,best_candidate_regret_noisy,n_distinct_looked_clean,max_looks_on_one_clean,top_candidate_regret_clean,best_candidate_regret_clean,candidates_noisy,rho_noisy,winner_noisy,candidates_clean,rho_clean,winner_clean
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,standard,standard,0,0.0,4.121598782874133,1.3553884256965365,4.121598782874133,1.3553884256965365,False,False,,,,,,,,,,,,,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,shortlist_m1,shortlist,0,1.0,4.121598782874133,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,1.0,False,1.0,False,,,,,,,,,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,shortlist_m2,shortlist,0,2.0,3.2095627747407094,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,2.0,True,2.0,False,,,,,,,,,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,shortlist_m3,shortlist,0,3.0,3.2095627747407094,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,3.0,True,3.0,False,,,,,,,,,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,shortlist_m5,shortlist,0,5.0,1.1076283129212148,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,5.0,True,5.0,False,,,,,,,,,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,ordinal_pm,ordinal,0,50.0,2.2999637505911044,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,50.0,True,50.0,False,,,,,,,,,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,ordinal_lcb1,ordinal,0,50.0,2.2999637505911044,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,50.0,True,50.0,False,,,,,,,,,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,lucb_k4_rho1,lucb,4,12.0,3.2095627747407094,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,12.0,True,12.0,True,3.0,2.0,4.140818069960956,0.49369638872988597,3.0,2.0,1.8492649838942283,1.3553884256965363,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,lucb_k4_rho0.5,lucb,4,12.0,3.2095627747407094,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,12.0,True,12.0,True,3.0,2.0,4.140818069960956,0.49369638872988597,3.0,2.0,1.8492649838942283,1.3553884256965363,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_lcb_rho1_post,tournament,4,,4.140818069960956,1.8492649838942283,4.121598782874133,1.3553884256965365,False,False,4.0,False,4.0,False,,,4.140818069960956,3.2095627747407094,,,1.8492649838942283,1.3553884256965363,lcb,1.0,post,lcb,1.0,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_lcb_rho1_look,tournament,4,,3.2095627747407094,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,4.0,True,4.0,True,,,4.140818069960956,3.2095627747407094,,,1.8492649838942283,1.3553884256965363,lcb,1.0,look,lcb,1.0,look
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_lcb_rho0.5_post,tournament,4,,4.140818069960956,1.8492649838942283,4.121598782874133,1.3553884256965365,False,False,4.0,False,4.0,False,,,4.140818069960956,3.2095627747407094,,,1.8492649838942283,1.3553884256965363,lcb,0.5,post,lcb,0.5,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_lcb_rho0.5_look,tournament,4,,3.2095627747407094,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,4.0,True,4.0,True,,,4.140818069960956,3.2095627747407094,,,1.8492649838942283,1.3553884256965363,lcb,0.5,look,lcb,0.5,look
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_obs_rho1_post,tournament,4,,4.140818069960956,1.4985681933003854,4.121598782874133,1.3553884256965365,False,False,4.0,True,4.0,True,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,1.0,post,obs,1.0,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_obs_rho1_look,tournament,4,,0.49369638872988597,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,4.0,True,4.0,False,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,1.0,look,obs,1.0,look
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_obs_rho0.5_post,tournament,4,,4.140818069960956,1.4985681933003854,4.121598782874133,1.3553884256965365,False,False,4.0,True,4.0,True,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,0.5,post,obs,0.5,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k4_obs_rho0.5_look,tournament,4,,0.49369638872988597,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,4.0,True,4.0,False,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,0.5,look,obs,0.5,look
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,lucb_k8_rho1,lucb,8,24.0,3.2095627747407094,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,24.0,False,24.0,True,5.0,4.0,3.2095627747407094,1.2511915868383912,5.0,4.0,1.4985681933003854,1.3553884256965363,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,lucb_k8_rho0.5,lucb,8,24.0,2.7242165340452478,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,24.0,True,24.0,True,5.0,4.0,3.2095627747407094,1.2511915868383912,5.0,4.0,1.4985681933003854,1.3553884256965363,,,,,,
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_lcb_rho1_post,tournament,8,,4.832240854807126,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,True,8.0,True,,,3.2095627747407094,2.7242165340452478,,,1.4985681933003854,1.3553884256965363,lcb,1.0,post,lcb,1.0,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_lcb_rho1_look,tournament,8,,2.7242165340452478,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,True,8.0,True,,,3.2095627747407094,2.7242165340452478,,,1.4985681933003854,1.3553884256965363,lcb,1.0,look,lcb,1.0,look
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_lcb_rho0.5_post,tournament,8,,4.832240854807126,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,True,8.0,True,,,3.2095627747407094,2.7242165340452478,,,1.4985681933003854,1.3553884256965363,lcb,0.5,post,lcb,0.5,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_lcb_rho0.5_look,tournament,8,,2.7242165340452478,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,True,8.0,True,,,3.2095627747407094,2.7242165340452478,,,1.4985681933003854,1.3553884256965363,lcb,0.5,look,lcb,0.5,look
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_obs_rho1_post,tournament,8,,4.121598782874133,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,False,8.0,False,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,1.0,post,obs,1.0,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_obs_rho1_look,tournament,8,,0.49369638872988597,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,True,8.0,False,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,1.0,look,obs,1.0,look
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_obs_rho0.5_post,tournament,8,,4.121598782874133,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,False,8.0,False,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,0.5,post,obs,0.5,post
output-boba-spike,eggholder,qnei,14,spike,0.25,0,sp0.15-20,bo_sensor_error_eggholder_value_qnei_seed14_jittered_exact_spike_jit0_std0.25_sp0.15-20.csv,tournament_k8_obs_rho0.5_look,tournament,8,,0.49369638872988597,1.3553884256965363,4.121598782874133,1.3553884256965365,False,False,8.0,True,8.0,False,,,4.121598782874133,0.49369638872988597,,,1.3553884256965363,1.3553884256965363,obs,0.5,look,obs,0.5,look
