run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5
9ad5a9b7-798f-4070-9fe9-a7b28fb7ec8a,griewank,value,logei,10,exact,True,none,0.0,0,50,0,1,2,1433.2609662752625,2.736419768056653,0.0174360476023172,95.6701372535643,1.913402745071286,15.179690914915216,0.3097896105084738,0.0174360476023172,15.179690914915216,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
c5e73e0c-f2f3-484e-aee3-e1adafdce6bb,griewank,value,logei,10,exact,False,missing_low,0.15,0,50,0,1,2,1433.2609662752625,2.7380012589800065,0.0158545566789642,78.94093832650012,1.5788187665300024,19.748767020297645,0.40303606163872746,0.0158545566789642,19.748767020297645,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
d26cd1bc-8758-493b-b0ce-bae892cbbffe,griewank,value,logei,10,exact,False,missing_low,0.3,0,50,0,1,2,1433.2609662752625,2.743009545209484,0.0108462704494867,104.56902722046998,2.0913805444094,15.167495019529023,0.30954071468426575,0.0108462704494867,15.167495019529023,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
fe9f15cf-a46b-44de-bbb9-f3ab8f84c9cb,griewank,value,logei,10,exact,False,missing_mcar,0.15,0,50,0,1,2,1433.2609662752625,2.735739320993282,0.0181164946656888,71.8008979958099,1.4360179599161982,21.700502308717954,0.44286739405546843,0.0181164946656888,23.32116122526566,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
a22624e9-4848-4cba-b229-ec7d068c24b7,griewank,value,logei,10,exact,False,missing_mcar,0.3,0,50,0,1,2,1433.2609662752625,2.7418015444079926,0.0120542712509781,68.21969070724693,1.3643938141449383,17.583677816040133,0.3588505676742884,0.0120542712509781,17.583677816040133,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
b95b0a71-4d3a-45b9-b3fc-2b54dec95ba4,griewank,value,logei,11,exact,True,none,0.0,0,50,0,1,2,1096.3402760066645,2.741018637278131,0.0128371783808396,68.07452104583045,1.361490420916609,15.23711733206227,0.3109615782053525,0.0128371783808396,15.23711733206227,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
2c75fd60-1178-4e92-9525-a08692ab8edf,griewank,value,logei,11,exact,False,missing_low,0.15,0,50,0,1,2,1096.3402760066645,2.741018637278131,0.0128371783808396,77.80302363194274,1.5560604726388547,15.23711733206227,0.3109615782053525,0.0128371783808396,15.23711733206227,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
393a27bd-8aba-4966-a634-dec5c6cc7f66,griewank,value,logei,11,exact,False,missing_low,0.3,0,50,0,1,2,1096.3402760066645,2.741018637278131,0.0128371783808396,68.07452104583045,1.361490420916609,15.23711733206227,0.3109615782053525,0.0128371783808396,15.23711733206227,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
12d35bfc-5a2d-4207-b14c-dfd9afb61b64,griewank,value,logei,11,exact,False,missing_mcar,0.15,0,50,0,1,2,1096.3402760066645,2.736843728919201,0.0170120867397698,63.34332015025582,1.2668664030051164,14.961073430744973,0.30532802919887697,0.0170120867397698,14.961073430744973,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
86b1c4b0-f419-4746-84b8-5b420d3fcd70,griewank,value,logei,11,exact,False,missing_mcar,0.3,0,50,0,1,2,1096.3402760066645,2.7383558039705944,0.0155000116883763,43.764071736155564,0.8752814347231113,18.513969499093808,0.37783611222640423,0.0155000116883763,18.65625548936523,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
