dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
shekel,value,exact,gaussian,0,0.05,noise-self_report,logei,10,2,1.5,0.5,1.4,41.896726095763896,-24.356058196101912,0.8550352264441617,2157.8219641587116,0.0,True
shekel,value,exact,gaussian,0,0.05,noise-self_report,qnei,10,2,1.5,0.5,1.6,-71.2959527417056,-18.023284521817914,-1.4550194437082773,2221.317952180065,0.0,True
shekel,value,exact,gaussian,0,0.25,noise-self_report,qnei,10,2,1.3,0.30000000000000004,1.6,-18.04403255717127,-6.882284237728982,-0.368245562391251,2274.569872364599,0.0,True
shekel,value,exact,gaussian,0,0.25,noise-self_report,logei,10,2,1.7,0.7,1.4,103.94770574369954,43.46076136742181,2.12138174987142,2219.872943806647,0.0,False
shekel,value,exact,gaussian,0,1.0,noise-self_report,qnei,10,2,1.4,0.3999999999999999,1.7,121.71315939256492,101.12225055900922,2.4839420284196914,2414.327064314335,0.0,True
shekel,value,exact,gaussian,0,1.0,noise-self_report,logei,10,2,1.6,0.6000000000000001,1.3,215.7728806135604,181.33865963805647,4.403528175786948,2331.698118676508,0.0,False
shekel,value,exact,gaussian,0,5.0,noise-self_report,qnei,10,2,1.2,0.19999999999999996,1.6,397.00562051199034,374.0398649427725,8.102155520652866,2689.619525433761,0.0,True
shekel,value,exact,gaussian,0,5.0,noise-self_report,logei,10,2,1.8,0.8,1.4,566.5871756255569,423.89192251419854,11.563003584195044,2682.5124136885047,0.0,False
shekel,value,exact,gaussian,20,0.05,noise-self_report,logei,10,2,1.4,0.3999999999999999,1.1,-0.11320480638939898,-0.8519865632947585,-0.0039036140134283137,2115.8120332565577,-0.00037113069044610313,True
shekel,value,exact,gaussian,20,0.05,noise-self_report,qnei,10,2,1.6,0.6000000000000001,1.9,1.2701468552432515,-0.8267866900755507,0.04379816742217883,2293.8840517770136,-0.02718230823889494,False
shekel,value,exact,gaussian,20,0.25,noise-self_report,logei,10,2,1.5,0.5,1.1,33.82280423653306,5.012265484857608,1.1663035943632143,2149.7480422994804,-0.008204748352366193,True
shekel,value,exact,gaussian,20,0.25,noise-self_report,qnei,10,2,1.5,0.5,1.9,24.346374714265902,2.0306871071659316,0.8395301625608876,2316.9602796360364,0.7684344337733913,True
shekel,value,exact,gaussian,20,1.0,noise-self_report,qnei,10,2,1.1,0.10000000000000009,1.6,-12.98211636867793,-3.212433019370337,-0.44765918512682995,2279.6317885530925,0.5020082309006044,True
shekel,value,exact,gaussian,20,1.0,noise-self_report,logei,10,2,1.9,0.8999999999999999,1.4,73.83834844042394,34.779751948096646,2.5461499462215214,2189.7635865033712,0.2082559735627084,False
shekel,value,exact,gaussian,20,5.0,noise-self_report,qnei,10,2,1.3,0.30000000000000004,1.7,22.06146066336869,31.009391609136628,0.7607400228747941,2314.675365585139,-0.711635610347006,True
shekel,value,exact,gaussian,20,5.0,noise-self_report,logei,10,2,1.7,0.7,1.3,120.72151149743559,77.03860476590307,4.1628107412908815,2236.646749560383,0.18297218332565215,False
