dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
weber_fechner,value,exact,bias,0,0.05,bias0.05_anchored,logei,5,0.0,0.0,0.0,0.0,0.41430058271391285,0.04185692171453992,0.830954079413632,-0.07619219694516648,1.1533195464901413,0.008455113932937,8.419747484481851,0.0,0
weber_fechner,value,exact,bias,0,0.05,bias0.05_anchored,qnei,5,0.0,0.0,0.0,0.0,1.0646610264608258,0.3396061365026526,2.21609961623928,-0.09789661086822346,3.0359830393947718,0.021727776050220943,9.125904891009686,0.0648224097027111,0
weber_fechner,value,exact,bias,0,0.25,bias0.25_anchored,logei,5,0.0,0.0,0.20603586413988415,0.1469351444620379,9.947877496003056,8.74468247780166,8.060024100616118,4.3690530521059046,16.27503036600002,0.203017908081695,17.95332439777099,0.3803496784679211,0
weber_fechner,value,exact,bias,0,0.25,bias0.25_anchored,qnei,5,0.0,0.0,0.03497852390092502,0.0,7.380108705317163,7.799559879767494,4.097912682405499,3.837633638837415,9.90915551400737,0.15061446337381962,15.441352569866023,0.27907780697271356,0
weber_fechner,value,exact,bias,0,1.0,bias1_anchored,logei,5,0.0,0.0,0.3364450176470594,0.4028270214954614,17.037791074831453,17.181412973973732,10.193859442067657,9.24254993040054,24.833032219262364,0.34771002193533573,25.04323797659939,0.7811799718081597,0
weber_fechner,value,exact,bias,0,1.0,bias1_anchored,qnei,5,0.0,0.0,0.14611840676402973,0.1371707227286611,11.071841020442552,11.337073137163216,6.59265000393111,5.445090458165913,16.439155467005676,0.22595593919270515,19.133084884991412,0.5549707197154898,0
weber_fechner,value,exact,bias,0,5.0,bias5_anchored,logei,5,0.0,0.0,0.3818197762699186,0.3546640278007325,20.320701859023075,18.04626440081691,17.41119065824194,8.114094388955213,35.088190590824375,0.41470820120455265,28.326148760791018,0.7552223480534288,0
weber_fechner,value,exact,bias,0,5.0,bias5_anchored,qnei,5,0.0,0.0,0.18505465488388023,0.1638036617106701,15.522598903497961,13.591028070649408,12.580140783863657,5.941368093869291,25.10382971312663,0.31678773272444816,23.58384276804682,2.159724147627906,0
weber_fechner,value,exact,bias,20,0.05,bias0.05_anchored,logei,5,-0.009514858354919841,-0.003254997706771512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.0,0
weber_fechner,value,exact,bias,20,0.05,bias0.05_anchored,qnei,5,-0.007512723330007515,1.4893912281932487e-05,0.0,0.0,0.06752837113745383,0.0,0.15099802827318154,0.0,0.20258511341236146,0.002328564521981172,8.128772235686313,0.0,0
weber_fechner,value,exact,bias,20,0.25,bias0.25_anchored,logei,5,-0.08094381213873944,0.005053816189653282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.08853689726563312,0
weber_fechner,value,exact,bias,20,0.25,bias0.25_anchored,qnei,5,-0.0754773525936427,-0.07222522633127104,0.0,0.0,-0.0033764185568728065,0.0,0.0075499014136593354,-0.01012925567061842,0.0,-0.00011642822609905868,8.057867445991988,0.1769716163820573,0
weber_fechner,value,exact,bias,20,1.0,bias1_anchored,logei,5,-0.04114162501819931,0.03682033296030701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.356243235339518,0
weber_fechner,value,exact,bias,20,1.0,bias1_anchored,qnei,5,0.015584375141281259,-0.08198037977771988,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,0.3725149884764654,0
weber_fechner,value,exact,bias,20,5.0,bias5_anchored,logei,5,-0.12337252586871202,-0.13569572775227845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.3601414104133467,0
weber_fechner,value,exact,bias,20,5.0,bias5_anchored,qnei,5,-0.04255079004293143,-0.2624062909272181,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,2.7746587838837606,0
weber_fechner,value,exact,drift,0,0.05,anchored,logei,5,0.0,0.0,0.00767658839767592,0.0,0.943919475771246,0.021356377446478447,2.1813034299091267,-0.644035957105299,2.6262898467657942,0.01926366277084177,8.949366377539183,0.01752598726232318,0
weber_fechner,value,exact,drift,0,0.05,anchored,qnei,5,0.0,0.0,0.0,0.0,0.11983253389556232,-0.29455627406247675,1.0095413791429648,-0.5642193206008598,0.9568560278953466,0.0024455619162359723,8.181076398444421,0.04394365352016468,0
weber_fechner,value,exact,drift,0,0.25,anchored,logei,5,0.0,0.0,0.17467176934003498,0.0023035323955342,7.276420262335456,2.4937306883670725,11.537218304918161,-0.7269348045185979,17.076262416819247,0.14849837270072364,15.281867164103394,0.2886327299658687,0
weber_fechner,value,exact,drift,0,0.25,anchored,qnei,5,0.0,0.0,0.06748009003486544,0.0895877045004001,3.549435939291115,1.2765697935013947,5.067622564729189,0.3754733571719534,8.03469452109193,0.07243746814879827,11.610679803839975,0.20772761364188272,0
weber_fechner,value,exact,drift,0,1.0,anchored,logei,5,0.0,0.0,0.24541568222765514,0.2950706888440464,11.427789805340987,12.339721614214572,1.9517927338440124,9.93288058395119,12.922668504321493,0.23322020010899971,19.433236707108925,0.633968643172782,0
weber_fechner,value,exact,drift,0,1.0,anchored,qnei,5,0.0,0.0,0.20667180942471813,0.1799307067388516,15.217644234290015,10.107456266165169,10.203517792585455,7.381438780212866,23.05384968836716,0.3105641680467349,23.27888809883887,0.7728078565864899,0
weber_fechner,value,exact,drift,0,5.0,anchored,logei,5,0.0,0.0,0.48139559421482064,0.4249505443859132,21.9210667202461,23.98256202832193,16.958273379006897,8.397095538859197,34.75956943826482,0.4473687085764511,29.926513622014046,1.74110065548955,0
weber_fechner,value,exact,drift,0,5.0,anchored,qnei,5,0.0,0.0,0.36584291871654234,0.1437390355927226,21.36376543136658,13.216460409643286,15.852513057619454,9.235793487337713,33.29241811231598,0.43599521288503224,29.42500929591544,1.6269068969012643,0
weber_fechner,value,exact,drift,20,0.05,anchored,logei,5,-0.034485908821655954,-0.001137671722006628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.02242029936754162,0
weber_fechner,value,exact,drift,20,0.05,anchored,qnei,5,0.22867054860712263,6.757345363572753e-05,0.0,0.0,0.050646278353090504,0.0,0.11324852120488646,0.0,0.1519388350592715,0.0017464233914858789,8.11189014290195,0.05384910242393959,0
weber_fechner,value,exact,drift,20,0.25,anchored,logei,5,-0.07695883897567704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.16297283922493633,0
weber_fechner,value,exact,drift,20,0.25,anchored,qnei,5,0.07930542136752766,0.0005887850076159995,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,0.2922349747882869,0
weber_fechner,value,exact,drift,20,1.0,anchored,logei,5,-0.2057480311197614,-0.1643409555375902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.20537718820574616,0
weber_fechner,value,exact,drift,20,1.0,anchored,qnei,5,-0.01896086086420908,-1.8532971042262147e-05,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,0.4737884908543483,0
weber_fechner,value,exact,drift,20,5.0,anchored,logei,5,-0.09396108117249383,0.035700907549772065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,2.1598684350158117,0
weber_fechner,value,exact,drift,20,5.0,anchored,qnei,5,-0.11209685468699829,-0.25802222088119464,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,2.047936025897443,0
weber_fechner,value,exact,gaussian,0,0.05,anchored,logei,5,0.0,0.0,0.0,0.0,1.452851964692993,1.0409175108400528,1.7457295021587114,0.38962702320692644,2.9857907587474752,0.029650040095775376,9.458298866460932,0.00341079246311978,0
weber_fechner,value,exact,gaussian,0,0.05,anchored,qnei,5,0.0,0.0,0.0,0.0,0.5463583427563605,-0.07876475003516203,1.5182848159046898,-0.19772829515007287,1.9166276396328492,0.011150170260333898,8.60760220730522,0.04052766627187922,0
weber_fechner,value,exact,gaussian,0,0.25,anchored,logei,5,0.0,0.0,0.2067286740044298,0.1044794589245508,12.191354550207592,11.512762407507681,10.576948183274196,4.624533681023413,20.75862325203766,0.24880315408586914,20.19680145197553,0.41953294793059825,0
weber_fechner,value,exact,gaussian,0,0.25,anchored,qnei,5,0.0,0.0,0.10174505198054598,0.0429726067868907,6.736369083898298,6.423501789118295,5.19478995132496,2.7898113898672356,10.682926777929362,0.1374769200795571,14.797612948447158,0.4737992426403343,0
weber_fechner,value,exact,gaussian,0,1.0,anchored,logei,5,0.0,0.0,0.30347054986581773,0.1140244294226398,14.041713544894673,15.015393533427567,14.71794317384675,2.6055950009696263,26.29529184944206,0.2865655825488709,22.04716044666261,0.9933137501102014,0
weber_fechner,value,exact,gaussian,0,1.0,anchored,qnei,5,0.0,0.0,0.1374422158430066,0.0856944420521621,9.787108481487447,3.6605740567048004,14.622223374307737,1.1633660747799706,23.13965689491155,0.1997369077854581,17.848352346036307,0.6865875404956983,0
weber_fechner,value,exact,gaussian,0,5.0,anchored,logei,5,0.0,0.0,0.4645275976262549,0.4028270214954614,24.910324023502145,17.181412973973732,16.829343575844423,12.444089273082145,37.59387908930384,0.5083739596633092,32.91577092527009,1.441486703613705,0
weber_fechner,value,exact,gaussian,0,5.0,anchored,qnei,5,0.0,0.0,0.35327219994972137,0.1907368881024997,22.805464543272276,22.291354638027478,12.712958671015869,13.728014599183274,32.7878165693872,0.4654176437402506,30.866708407821136,2.054616933047883,0
weber_fechner,value,exact,gaussian,20,0.05,anchored,logei,5,0.0835294914379076,0.0003265372004179756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.013435911174859861,0
weber_fechner,value,exact,gaussian,20,0.05,anchored,qnei,5,0.2345723432159347,0.0,0.0,0.0,0.04891325380329814,0.0,0.10937336050487477,0.0,0.14673976140989442,0.0016866639242516586,8.110157118352157,0.0282869823646354,0
weber_fechner,value,exact,gaussian,20,0.25,anchored,logei,5,0.002728452043922802,-0.004532125578218582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.09083710975558588,0
weber_fechner,value,exact,gaussian,20,0.25,anchored,qnei,5,0.05467025703139541,0.00020557840977386554,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,0.09536195451404525,0
weber_fechner,value,exact,gaussian,20,1.0,anchored,logei,5,0.03075699020212541,0.04584036686409887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,0.345507415827199,0
weber_fechner,value,exact,gaussian,20,1.0,anchored,qnei,5,0.015976080634209834,-0.15302507323547965,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,0.7771051783751002,0
weber_fechner,value,exact,gaussian,20,5.0,anchored,logei,5,0.08414947518176764,-0.1643409555375902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005446901767938,1.3540398411990515,0
weber_fechner,value,exact,gaussian,20,5.0,anchored,qnei,5,-0.04595843415139089,-0.22225680105316536,0.0033764185568727,0.0,0.08272225464338093,0.0,0.18497258463464739,0.0,0.24816676393014275,0.002852491539426935,8.143966119192243,0.6754898647537079,0
