run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_verticalPosition,response_verticalWidth,response_horizontalWidth,response_r,response_g,response_b,response_a,response_blinkFrequency,response_volume
60d5a848-a697-4841-aca5-605d032a6f20,ehmi,composite,logei,10,extra_trees,True,none,0.0,0,50,0,1,2,0.7047907525662449,5.385600347222256,0.0143996527778007,13.629098093035363,0.2725819618607072,4.247895342814559,0.08669174169009304,0.0143996527778007,4.247895342814559,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.00046214691219559345,0.3088255481528258,-0.24511478640147732,0.21323921243124666,0.12024862413595594,0.3455921665021443,0.12220099553522523,-0.3483765146880258,0.16003560681948037
60d5a848-a697-4841-aca5-605d032a6f20,ehmi,composite,logei,10,extra_trees,True,none,0.0,20,50,0,21,22,0.8575858000859813,5.385600347222256,0.0143996527778007,13.629098093035363,0.2725819618607072,4.247895342814559,0.016681459530675364,0.0143996527778007,4.247895342814559,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.4661189945299232,0.0,0.09836590004604517,0.0,-0.09225311461223162,0.0,-0.5,0.5
55c97fa6-7ce1-4e55-9ece-1a99feb685ab,ehmi,composite,logei,10,extra_trees,False,gaussian,0.018236,0,50,0,1,2,0.7047907525662449,5.3791892361111255,0.0208107638889316,13.151043474428622,0.2630208694885724,4.446220805777978,0.09073920011791792,0.0336990740740903,4.820234868277288,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.00046214691219559345,0.3088255481528258,-0.24511478640147732,0.21323921243124666,0.12024862413595594,0.3455921665021443,0.12220099553522523,-0.3483765146880258,0.16003560681948037
4e8fd41f-7987-4a73-baf7-30b2e3bd2c69,ehmi,composite,logei,10,extra_trees,False,gaussian,0.091178,0,50,0,1,2,0.7047907525662449,5.274930555555573,0.1250694444444837,15.56107127976496,0.3112214255952992,10.931249991735148,0.2230867345252071,0.1582237654321732,11.819223757167833,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.00046214691219559345,0.3088255481528258,-0.24511478640147732,0.21323921243124666,0.12024862413595594,0.3455921665021443,0.12220099553522523,-0.3483765146880258,0.16003560681948037
ad880294-628c-4108-8811-363841639d66,ehmi,composite,logei,10,extra_trees,False,gaussian,0.364713,0,50,0,1,2,0.7047907525662449,5.393707390873042,0.0062926091270147,10.180987330148431,0.2036197466029686,4.844893841190988,0.0988753845141018,0.3627500771605527,18.054514459328214,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.00046214691219559345,0.3088255481528258,-0.24511478640147732,0.21323921243124666,0.12024862413595594,0.3455921665021443,0.12220099553522523,-0.3483765146880258,0.16003560681948037
9296b749-8cbc-402f-a707-3d1c63d25e4e,ehmi,composite,logei,10,extra_trees,False,gaussian,1.823566,0,50,0,1,2,0.7047907525662449,5.188411574074088,0.211588425925969,28.332308983688563,0.5666461796737713,16.61319453538584,0.3390447864364457,0.8416643518519047,40.89998901289942,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.00046214691219559345,0.3088255481528258,-0.24511478640147732,0.21323921243124666,0.12024862413595594,0.3455921665021443,0.12220099553522523,-0.3483765146880258,0.16003560681948037
7cc0e011-5e72-4b79-ac06-960ff14c3227,ehmi,composite,logei,10,extra_trees,False,gaussian,0.018236,20,50,0,21,22,0.8698968911966963,5.394701388888944,0.0052986111111135,10.035081101192,0.2007016220238399,4.154714266425488,0.013468318965534989,0.0348277777778056,4.707267738648006,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.5,0.0,0.05376557894830758,0.0,0.0,0.06188589365946173,-0.5,0.5
3a5423a0-9498-4153-a838-07126958876f,ehmi,composite,logei,10,extra_trees,False,gaussian,0.091178,20,50,0,21,22,0.8720889772890026,5.377330555555584,0.0226694444444728,10.141260174163962,0.2028252034832792,4.421546905314685,0.022669444444472803,0.0618784722222418,5.6466676229071675,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.4956479020257256,0.0,-0.12195221001062295,0.0,0.0,0.0,-0.5,0.5
f4811a44-3471-4ba9-bbb9-7b1b1118adab,ehmi,composite,logei,10,extra_trees,False,gaussian,0.364713,20,50,0,21,22,1.1223528189886942,5.378038194444488,0.021961805555569,10.35888691027504,0.2071777382055007,4.408455585869964,0.022218019636034172,0.0263570601851999,5.322915173061478,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.5,0.0,0.09836590004604517,0.0,-0.5,0.5,-0.5,0.5
beeea725-b1c5-4107-a9ad-74b655de650d,ehmi,composite,logei,10,extra_trees,False,gaussian,1.823566,20,50,0,21,22,0.3028080644048059,5.400000000000057,0.0,9.334361937832185,0.1866872387566437,3.934153849758519,0.005862787356329172,0.0159934027778021,5.230052287259132,"verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume",0.0,0.0,0.0,-0.3028080644048059,0.0,0.0,0.0,0.0,0.0
