dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,mean_response_l2_excess,median_response_l2_excess,mean_final_simple_regret_excess_true,median_final_simple_regret_excess_true,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,std_auc_simple_regret_excess_true,ci95_low_auc_simple_regret_excess_true,ci95_high_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_final_inference_simple_regret_excess_true,acq_opt_failures
stevens,value,exact,drift,0,0.05,anch5x3-detrend,logei,5,0.0,0.0,0.0,0.0,-0.6293166169205395,0.1566193382928276,2.2050683115453382,-2.642966100046229,0.6481778916948852,-0.012843196263684492,11.204214822735034,0.0,0
stevens,value,exact,drift,0,0.05,anch5x3-detrend,qnei,5,0.0,0.0,0.0,0.0,0.04376400323218057,0.0,0.10586135859250587,-0.02754554265128988,0.13920677293300726,0.0008931429231057219,11.812625824129702,0.0,0
stevens,value,exact,drift,0,0.25,anch5x3-detrend,logei,5,0.0,0.0,0.10850631742081784,0.0,6.385914616826178,0.13988467449624054,9.23388536271321,0.06298241553711037,14.540478289433974,0.1303247880984934,18.21944605648175,0.14752567241096717,0
stevens,value,exact,drift,0,0.25,anch5x3-detrend,qnei,5,0.0,0.0,0.0,0.0,-1.7226368259740723,0.0,2.766072281517959,-4.186779163646537,0.12107336268152054,-0.03515585359130761,10.046224994923449,0.08116616078464804,0
stevens,value,exact,drift,0,1.0,anch5x3-detrend,logei,5,0.0,0.0,0.26916089335324084,0.1207712912324749,21.33736954585283,15.936478058324486,19.545800435390973,9.337632424848678,38.690562142233226,0.43545652134393525,33.1709009855084,0.46861619668477966,0
stevens,value,exact,drift,0,1.0,anch5x3-detrend,qnei,5,0.0,0.0,0.1455061640218579,0.1096092630172345,18.288047175479573,19.4356331213405,11.435745765813547,8.09418378604651,26.6944635440311,0.37322545256080764,30.056908996377096,0.5865060254466719,0
stevens,value,exact,drift,0,5.0,anch5x3-detrend,logei,5,0.0,0.0,0.6558416806236926,0.4897378847908777,41.65865650688038,34.731188711583684,32.54135667108044,17.39479166614559,67.63198272281667,0.850176663405722,53.49218794653596,2.3153944862051192,0
stevens,value,exact,drift,0,5.0,anch5x3-detrend,qnei,5,0.0,0.0,0.29785458299409145,0.3558958511230394,30.478793204353856,31.54683646384068,5.419067447613742,26.289927979417097,34.66765842929061,0.6220161878439561,42.247655025251376,2.508265258395861,0
stevens,value,exact,drift,20,0.05,anch5x3-detrend,logei,5,6.564200343450732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.833531439655573,0.0,0
stevens,value,exact,drift,20,0.05,anch5x3-detrend,qnei,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.768861820897522,0.0,0
