dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
power_law_practice,value,exact,slip,0,0.01,logei,auc_simple_regret_excess_true,5,-0.6405392830282616,-0.6266205706618768,0.93385711941837,-0.68590715828906,-1.800076047676325,0.5189974816198019,,,-1.5337350321880465,0.19987518348933023,3.0,0.3125,0.3978326576479239,0.5
power_law_practice,value,exact,slip,0,0.01,qnei,auc_simple_regret_excess_true,5,-0.2657741943104875,0.21847544970667165,1.106149274632379,-0.24026973610665311,-1.6392399252607208,1.107691536639746,,,-0.537259462870412,0.6195822443143121,6.0,0.8125,0.6195822443143121,0.8125
power_law_practice,value,exact,slip,0,0.05,logei,auc_simple_regret_excess_true,5,-0.7713461226979631,-0.39045179436814426,1.2785664718655687,-0.603289809072253,-2.358896080123846,0.8162038347279196,,,-1.348997023218427,0.24864541102995244,3.0,0.3125,0.3978326576479239,0.5
power_law_practice,value,exact,slip,0,0.05,qnei,auc_simple_regret_excess_true,5,1.9288442918677646,2.6714919011154095,1.9861091799038118,0.9711673010650802,-0.537235973320801,4.3949245570563304,-0.15487758911992588,2.026353254682621,2.1715961027065234,0.09563914657649329,1.0,0.125,0.25503772420398213,0.3333333333333333
power_law_practice,value,exact,slip,0,0.15,logei,auc_simple_regret_excess_true,5,2.852658932898226,0.6524391663817148,7.2338318023110775,0.3943496352772335,-6.129329585092886,11.834647450889339,-0.5425105014818364,1.288180983077416,0.8817925913821432,0.4276908048311047,6.0,0.8125,0.48878949123554827,0.8125
power_law_practice,value,exact,slip,0,0.15,qnei,auc_simple_regret_excess_true,5,1.7014001065296938,0.06271989390250887,3.729549756087634,0.4561945054500342,-2.929447555113951,6.332247768173339,-0.49604993645689677,1.360170132002423,1.0200819251481748,0.36536562602572004,5.0,0.625,0.4871541680342934,0.8125
power_law_practice,value,exact,slip,0,0.4,logei,auc_simple_regret_excess_true,5,11.599122731655177,12.849598649271602,7.428790445828605,1.5613743335792014,2.3750610848697082,20.823184378440644,0.16848370889040282,2.889675892523215,3.4913391482065266,0.02509234864481787,1.0,0.125,0.20073878915854296,0.3333333333333333
power_law_practice,value,exact,slip,0,0.4,qnei,auc_simple_regret_excess_true,5,8.69448146387912,6.570715617886892,7.1914296073167945,1.2090059888833606,-0.2348577751427765,17.623820702901014,-0.018026622156937937,2.3650326178232155,2.7034195763475495,0.05390309017102161,0.0,0.0625,0.21561236068408643,0.3333333333333333
power_law_practice,value,exact,slip,20,0.01,logei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
power_law_practice,value,exact,slip,20,0.01,qnei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
power_law_practice,value,exact,slip,20,0.05,logei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
power_law_practice,value,exact,slip,20,0.05,qnei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
power_law_practice,value,exact,slip,20,0.15,logei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
power_law_practice,value,exact,slip,20,0.15,qnei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
power_law_practice,value,exact,slip,20,0.4,logei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
power_law_practice,value,exact,slip,20,0.4,qnei,auc_simple_regret_excess_true,5,0.0,0.0,0.0,,,,,,,,,,,
