dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
power_law_practice,value,logei,0.375,1.375,0.03326504147659995,8.403425124638193,-0.1872714329840883,8,8
power_law_practice,value,qnei,0.625,1.625,0.030762631806035945,8.129874266843224,0.029971136890497276,4,8
