iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.832242835730762,-1.4186451182120017,1.4283333504640563,2.9978067462816087,0.7186728950907085,0.7186728950907085,0.7186728950907085,0.0,False,True,0.0,logei,0.0,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7186728950907085,0.04555098836775129,0.04555098836775129,0.04555098836775129,0.04555098836775129,0.7186728950907085,0.04555098836775129,powell
2,2.4446716664320878,4.238421084414568,3.7435428426459616,4.264138661438862,0.5424690590072753,,0.5424690590072753,0.0,False,True,,logei,0.0,False,True,0.7186728950907085,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7186728950907085,0.22175482445118455,0.26730581281893584,0.04555098836775129,0.13365290640946792,0.7186728950907085,0.04555098836775129,powell
3,-3.760710389791625,-0.06476799883442164,0.3644989427955929,-3.4136122236690323,0.7551481941336495,,0.7551481941336495,0.0,False,True,,logei,0.0,False,True,0.7186728950907085,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.009075689324810288,0.2763815021437461,0.009075689324810288,0.09212716738124871,0.7186728950907085,0.04555098836775129,powell
4,-3.9493655438854636,3.4755929327413133,4.8497201985755805,3.0614886740541163,-1.8810662657976072,-1.8810662657976072,-1.8810662657976072,0.0,False,True,0.0,logei,0.0,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,2.645290149256067,2.921671651399813,0.009075689324810288,0.7304179128499533,0.7186728950907085,0.04555098836775129,powell
5,-1.1595685901955415,2.348003341305084,-1.3073703412157798,2.6667363458817377,0.4336495966758633,,0.4336495966758633,0.0,False,True,,logei,0.0,False,True,-1.8810662657976072,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.33057428678259654,3.25224593818241,0.009075689324810288,0.650449187636482,0.7186728950907085,0.04555098836775129,powell
6,4.993730695686523,3.5229504083990175,5.0,4.7437923136265265,0.42857893379581935,,0.42857893379581935,0.0,False,True,,logei,0.25661420001415536,False,True,-1.8810662657976072,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.33564494966264047,3.58789088784505,0.009075689324810288,0.5979818146408417,0.7186728950907085,0.04555098836775129,powell
7,2.6885695190015584,0.8141895225830101,1.9776746936200527,3.338146467538031,0.741800672141706,,0.741800672141706,0.0,False,True,,logei,0.29966680001234636,False,True,-1.8810662657976072,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.022423211316753844,3.610314099161804,0.009075689324810288,0.5157591570231148,0.7186728950907085,0.04555098836775129,powell
8,1.677079914260394,4.792264373271799,3.6739242420049387,4.223185390960309,0.4736577512380525,0.4736577512380525,0.4736577512380525,0.0,False,True,0.0,logei,0.4869147999561392,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.29056613222040734,3.900880231382211,0.009075689324810288,0.4876100289227764,0.7186728950907085,0.04555098836775129,powell
9,4.278197844340194,-2.290145527010126,1.2136786614078,2.8648595563529873,0.6752384953095262,0.6752384953095262,0.6752384953095262,0.0,False,True,0.0,logei,0.4156997000100091,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.08898538814893364,3.9898656195311446,0.009075689324810288,0.4433184021701272,0.7186728950907085,0.04555098836775129,powell
10,3.0933256350360026,-2.242190772143475,2.5944973268535736,2.3550821339746513,0.4237983195511721,0.4237983195511721,0.4237983195511721,0.0,False,True,0.0,logei,0.8358076000004075,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.34042556390728773,4.330291183438432,0.009075689324810288,0.4330291183438432,0.7186728950907085,0.04555098836775129,powell
11,3.70839212995325,-1.8675277402385295,-2.5991839965119126,3.3600948015932155,0.7120819450713073,0.7120819450713073,0.7120819450713073,0.0,False,True,0.0,logei,0.5935366000048816,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.05214193838715253,4.382433121825585,0.009075689324810288,0.39840301107505316,0.7186728950907085,0.04555098836775129,powell
12,4.442693208244443,-1.6310456405107827,-4.0,-0.006214090705203368,0.18960397573899854,0.18960397573899854,0.18960397573899854,0.0,False,True,0.0,logei,0.37808299995958805,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.5746199077194613,4.957053029545047,0.009075689324810288,0.41308775246208723,0.7186728950907085,0.04555098836775129,powell
13,-4.0,-1.107554702202443,0.36611144062875295,-4.0,0.7310352007770486,0.7310352007770486,0.7310352007770486,0.0,False,True,0.0,logei,0.39944199996534735,False,False,,9,274e467c-04f7-4e3d-bcff-63e04d816894,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",0.7642238834584598,0.7551481941336495,0.033188682681411175,4.9902417122264575,0.009075689324810288,0.3838647470943429,0.7310352007770486,0.033188682681411175,powell
