dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
provoice,composite,extra_trees,gaussian,0,0.022429,,logei,10,2,1.0,0.0,1.0,-0.801641851434533,-0.01571896853147081,-0.016360037784378223,5.893698545930045,0.0,True
provoice,composite,extra_trees,gaussian,0,0.022429,,qnei,10,2,2.0,1.0,2.0,1.3809136769714268,0.4034545873063,0.02818191177492707,7.931397763984615,0.0,False
provoice,composite,extra_trees,gaussian,0,0.112147,,logei,10,2,1.5,0.5,1.6,4.016010948093558,1.6274490465167486,0.08195940710395018,10.711351345458137,0.0,True
provoice,composite,extra_trees,gaussian,0,0.112147,,qnei,10,2,1.5,0.5,1.4,3.311404699363868,2.8869813436948735,0.06757968774211977,9.861888786377055,0.0,True
provoice,composite,extra_trees,gaussian,0,0.448589,,qnei,10,2,1.3,0.30000000000000004,1.3,3.605082555356636,2.3133720953043855,0.07357311337462522,10.155566642369822,0.0,True
provoice,composite,extra_trees,gaussian,0,0.448589,,logei,10,2,1.7,0.7,1.7,2.2205207267977274,3.378083261444657,0.045316749526484214,8.915861124162305,0.0,False
provoice,composite,extra_trees,gaussian,0,2.242944,,qnei,10,2,1.3,0.30000000000000004,1.3,3.1609767497650374,4.398002924159163,0.06450972958704157,9.711460836778224,0.0,True
provoice,composite,extra_trees,gaussian,0,2.242944,,logei,10,2,1.7,0.7,1.7,6.539173518116337,5.529018660048175,0.13345252077788444,13.234513915480917,0.0,False
provoice,composite,extra_trees,gaussian,20,0.022429,,logei,10,2,1.3,0.30000000000000004,1.3,0.20073699551508964,0.0,0.006921965362589297,6.896077392879667,0.021789302613349548,True
provoice,composite,extra_trees,gaussian,20,0.022429,,qnei,10,2,1.7,0.7,1.7,0.341951120532063,0.0,0.011791417949381497,6.89243520754525,-0.027856824668461445,False
provoice,composite,extra_trees,gaussian,20,0.112147,,logei,10,2,1.4,0.3999999999999999,1.4,0.823115231875678,0.0,0.028383283857782014,7.518455629240256,0.00033838046448482484,True
provoice,composite,extra_trees,gaussian,20,0.112147,,qnei,10,2,1.6,0.6000000000000001,1.6,0.45784343424024254,0.0,0.015787704628973883,7.008327521253429,-0.012138699365165151,False
provoice,composite,extra_trees,gaussian,20,0.448589,,logei,10,2,1.4,0.3999999999999999,1.2,0.05528565923563002,-0.0016412337662337073,0.0019064020426079562,6.7506260566002085,0.13925442495920842,True
provoice,composite,extra_trees,gaussian,20,0.448589,,qnei,10,2,1.6,0.6000000000000001,1.8,0.3605501329071593,0.0,0.012432763203695126,6.911034219920346,-0.1498971510666835,False
provoice,composite,extra_trees,gaussian,20,2.242944,,qnei,10,2,1.35,0.3500000000000001,1.6,0.22833318910453487,0.0,0.00787355824498395,6.778817276117723,-0.18384057708002854,True
provoice,composite,extra_trees,gaussian,20,2.242944,,logei,10,2,1.65,0.6499999999999999,1.4,0.514815240627492,0.0,0.017752249676810064,7.210155637992071,-0.018145750354432333,False
