iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,0.7775340829201788,0.8287115000495673,0.8287115000495673,0.8287115000495673,0.0,False,True,0.0,logei,0.0,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.8287115000495673,0.4616636777494567,0.4616636777494567,0.4616636777494567,0.4616636777494567,0.8287115000495673,0.4616636777494567,steering_law
2,0.7160746296035653,0.9153801204905075,0.8603936491828846,0.9182376290487624,0.05299718569918348,0.05299718569918348,0.05299718569918348,0.0,False,True,0.0,logei,0.0,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.8287115000495673,1.2373779920998405,1.6990416698492972,0.4616636777494567,0.8495208349246486,0.8287115000495673,0.4616636777494567,steering_law
3,0.026587734467597213,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.8379527487344092,-0.8379527487344092,-0.8379527487344092,0.0,False,True,0.0,logei,0.0,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.8287115000495673,2.128327926533433,3.8273695963827303,0.4616636777494567,1.27578986546091,0.8287115000495673,0.4616636777494567,steering_law
4,0.005626050679392924,0.830621436971257,0.9833022442861755,0.7846098526726796,-0.003691210985130886,-0.003691210985130886,-0.003691210985130886,0.0,False,True,0.0,logei,0.0,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.8287115000495673,1.2940663887841548,5.121435985166885,0.4616636777494567,1.2803589962917212,0.8287115000495673,0.4616636777494567,steering_law
5,0.31560348997827314,0.7053337045894538,0.2991810731982467,0.7407484828757487,-0.2670631786253216,,-0.2670631786253216,0.0,False,True,,logei,0.0,False,True,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,0.8287115000495673,1.5574383564243455,6.67887434159123,0.4616636777494567,1.335774868318246,0.8287115000495673,0.4616636777494567,steering_law
6,1.0,0.0733784459768831,0.5506378707087124,0.9284416762564994,1.1641367051177758,1.1641367051177758,1.1641367051177758,0.0,False,True,0.0,logei,0.4556709000025876,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.1641367051177758,0.12623847268124821,6.805112814272478,0.12623847268124821,1.134185469045413,1.1641367051177758,0.12623847268124821,steering_law
7,1.0,0.0,0.08964742383267021,1.0,1.285220027660135,1.285220027660135,1.285220027660135,0.0,False,True,0.0,logei,0.36944099998800084,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.285220027660135,0.005155150138888898,6.810267964411367,0.005155150138888898,0.9728954234873382,1.285220027660135,0.005155150138888898,steering_law
8,0.0,0.0,0.0,1.0,-2.127654349593333,-2.127654349593333,-2.127654349593333,0.0,False,True,0.0,logei,0.3733903000247665,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.285220027660135,3.418029527392357,10.228297491803724,0.005155150138888898,1.2785371864754655,1.285220027660135,0.005155150138888898,steering_law
9,1.0,0.0,0.0,0.0,0.8945599936490041,0.8945599936490041,0.8945599936490041,0.0,False,True,0.0,logei,0.4693419999675825,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.285220027660135,0.3958151841500199,10.624112675953745,0.005155150138888898,1.1804569639948606,1.285220027660135,0.005155150138888898,steering_law
10,1.0,0.35560340914014194,0.0,1.0,0.8250736849340681,0.8250736849340681,0.8250736849340681,0.0,False,True,0.0,logei,0.42667630000505596,False,False,9,356ebbf7-f287-4d7e-8b33-ca4caedb9714,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.290375177799024,1.285220027660135,0.4653014928649559,11.089414168818701,0.005155150138888898,1.10894141688187,1.285220027660135,0.005155150138888898,steering_law
