iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.7339685059847834,0.9010628369925916,1.8948457972282609,2.4426953628177106,2.2496147957845927,0.595848047753563,-0.14886411187998938,True,-0.7447121596335524,logei,0.0,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.451873118935415,7.451873118935415,7.451873118935415,7.451873118935415,0.595848047753563,7.451873118935415,michalewicz
2,2.8757514617751183,2.703006367468264,2.8847285896693013,0.08352783127899953,1.3736551050036934,0.19303114101745533,-1.75757970924123,True,-1.9506108502586854,logei,0.0,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.854690025671523,15.306563144606939,7.451873118935415,7.653281572303469,0.595848047753563,7.451873118935415,michalewicz
3,1.5234975350318947,0.20468794780846922,0.017674759483104676,2.6094742043030985,3.089135106907805,-1.0527126446734347,-2.2015386419153207,True,-1.148825997241886,logei,0.0,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,9.100433811362413,24.40699695596935,7.451873118935415,8.135665651989784,0.595848047753563,7.451873118935415,michalewicz
4,2.46492454909066,0.9914976055630428,2.215871184667501,0.939905061652722,2.327129991960237,1.006504808815746,1.3943549126349044,True,0.3878501038191584,logei,0.0,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.041216357873232,31.448213313842583,7.041216357873232,7.862053328460646,1.006504808815746,7.041216357873232,michalewicz
5,0.8788518104233879,2.4585818703609696,3.1030790740952976,3.0983597811058523,2.7735945546061833,-1.0537215195984087,0.8126983158881571,True,1.8664198354865658,logei,0.0,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101442686287387,40.54965600012997,7.041216357873232,8.109931200025994,1.006504808815746,7.041216357873232,michalewicz
6,1.7613040991773827,1.0830987535763037,2.862211986292632,0.916085709258595,2.7456090795310053,-0.3612920140412496,1.2658224797082434,True,1.627114493749493,logei,0.4719607000006363,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.409013180730227,48.9586691808602,7.041216357873232,8.159778196810032,1.006504808815746,7.041216357873232,michalewicz
7,2.5215116775091735,1.0239112065425577,3.141592653589793,0.8797466717999228,0.8738940923934976,-0.47032862103355033,-0.8631090473948757,True,-0.3927804263613254,logei,0.43136359995696694,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.518049787722529,57.47671896858273,7.041216357873232,8.210959852654677,1.006504808815746,7.041216357873232,michalewicz
8,3.141592653589793,0.7156646667599771,2.417946872150018,0.39044032189636385,2.696853221987891,-1.0301934176269298,-2.0249313211063305,True,-0.9947379034794006,logei,0.32990409998456016,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.077914584315907,66.55463355289864,7.041216357873232,8.31932919411233,1.006504808815746,7.041216357873232,michalewicz
9,2.227769277467831,1.040484599608056,1.9414970055634724,1.0570367540244028,2.829468981962053,1.839032647452291,1.2254089482731758,True,-0.6136236991791151,logei,0.40511250001145527,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,1.839032647452291,6.208688519236688,72.76332207213532,6.208688519236688,8.084813563570592,1.006504808815746,7.041216357873232,michalewicz
10,2.7741831809120834,0.0,2.6769684849206206,0.9986271529349559,2.6578163918525517,0.08375697201226631,-2.3207345019395236,True,-2.40449147395179,logei,0.81091749999905,False,0.75,9,e6de5c74-981f-4fe5-b7c6-001a07494f00,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4",8.047721166688978,1.839032647452291,7.963964194676712,80.72728626681203,6.208688519236688,8.072728626681203,1.006504808815746,7.041216357873232,michalewicz
