iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-3.4605544678887856,9.74553686675851,-3.625783230289665,5.770978716400579,7.3979302339243205,-2.178303869216121,-1.2423625375440235,-2.5450219382129387,-7.860928070544513,-0.42069091674566117,-5.172957098306354,0.4104892994768138,0.8097254263382396,True,0.39923612686142584,logei,0.0,False,0,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.2139910323017986,2.2139910323017986,2.2139910323017986,2.2139910323017986,0.4104892994768138,2.2139910323017986,levy_10
2,-4.857095028977405,-6.305368863311703,-6.122709021913786,6.276553403100419,-1.5403162371154728,-4.881589896835479,1.8180570353082324,2.085445921169116,2.937160541203758,8.22712760897048,-6.9958777607606315,0.2824822027103648,-0.18411446161047526,True,-0.46659666432084,logei,0.0,False,1,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.3419981290682474,4.5559891613700465,2.2139910323017986,2.2779945806850233,0.4104892994768138,2.2139910323017986,levy_10
3,-2.5722574311520763,-4.307587249783749,-9.664358953510986,-6.36892125274541,-2.1066283740279435,-2.1337857982735153,2.3345588881400197,-0.954669423457073,2.1466133514294974,-5.538800291732544,-7.320257364012419,-0.3949587224150516,-1.339741667237122,True,-0.9447829448220705,logei,0.0,False,2,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,3.019439054193664,7.5754282155637105,2.2139910323017986,2.525142738521237,0.4104892994768138,2.2139910323017986,levy_10
4,-3.4142124657649227,-8.07783132943706,-2.6832017066440805,-0.7964138502008424,4.379772877790282,7.3404973867082575,-8.963286949666518,9.12191821331799,4.402028504307356,9.775471973463084,-7.624457814034196,-0.35953658243578,0.2994603569555834,True,0.6589969393913634,logei,0.0,False,3,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.984016914214392,10.559445129778103,2.2139910323017986,2.639861282444526,0.4104892994768138,2.2139910323017986,levy_10
5,-2.499564886034009,0.045080238101624204,4.944469240369569,-3.7793810035347697,-1.0019144783080218,-4.47681294798707,-1.0166967459785354,0.19948015802741992,1.30055879529049,4.083814301840809,-5.1636002684237425,2.0834676156006213,2.2237258908653983,True,0.14025827526477697,logei,0.0,False,4,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,0.541012716177991,11.100457845956093,0.541012716177991,2.2200915691912186,2.0834676156006213,0.541012716177991,levy_10
6,-3.3402757936335816,6.752714014335257,6.551197354312525,3.976794232379065,2.3948120088425116,-6.857238314531757,-0.5159999865888539,-1.7916270172671822,-3.6813191401058765,6.494724135779331,-4.12051085965381,0.7264454195911564,1.3682845024250507,True,0.6418390828338943,logei,0.33875649998662993,False,0,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.8980349121874558,12.998492758143549,0.541012716177991,2.1664154596905916,2.0834676156006213,0.541012716177991,levy_10
7,-1.0988371408604851,-4.088659028978665,7.084860320279586,-10.0,-5.49668807368023,-4.511522264229728,-0.4387903063426464,0.18463965368341895,5.527807327315259,0.23286736760384097,-5.374941365150946,0.020873732981623982,-0.21276314197814036,True,-0.23363687495976435,logei,0.47872069996083155,False,1,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,2.603606598796988,15.602099356940537,0.541012716177991,2.228871336705791,2.0834676156006213,0.541012716177991,levy_10
8,-2.5642949198543326,5.458597999209529,6.409195584786177,-3.070199987212955,3.0989478912942015,-3.270791272865895,-2.9482782995354664,-0.2843535586638764,-2.6251581130263677,4.466878317407773,-4.505515844727247,1.1440399507058778,0.5124451281317493,True,-0.6315948225741286,logei,0.30948840000201017,False,2,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.4804403810727345,17.08253973801327,0.541012716177991,2.135317467251659,2.0834676156006213,0.541012716177991,levy_10
9,-1.965408736588054,0.26431684121055055,10.0,-2.4865206863681184,-4.170093471293005,-8.55412640787594,-3.053024416520256,1.597073264802263,4.271385213917479,10.0,-3.104005853779561,-0.18562693019652934,0.8327504399956036,True,1.018377370192133,logei,0.415317100007087,False,3,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,2.8101072619751415,19.89264699998841,0.541012716177991,2.2102941111098233,2.0834676156006213,0.541012716177991,levy_10
10,-3.0986663783587742,0.7949219584005774,4.8200879554374065,1.2802176878257137,-1.490706145947651,-6.972310204579114,0.717589214133506,-0.7832046403179547,0.6066991543863054,5.646356966520994,-4.93567405423841,1.2961741561181008,1.2999950045626374,True,0.003820848444536562,logei,0.41635300003690645,False,4,8,e7a007e1-ed9f-48d1-a0e6-6e4144e7d271,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.3283061756605115,21.220953175648923,0.541012716177991,2.1220953175648924,2.0834676156006213,0.541012716177991,levy_10
