iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-7.428595944616008,-0.014442751197700332,2.029967152467149,-9.42621983256111,-7.041478308450881,8.564220459207391,-8.591588476916064,-7.40452101201404,8.9665690658355,2.4376718559276576,-2.6201375254041803,-1.0005544249713205,-2.6781352524232536,True,-1.677580827451933,qnei,0.0,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.0005544249713205,3.625034756749933,3.625034756749933,3.625034756749933,3.625034756749933,-1.0005544249713205,3.625034756749933,levy_10
2,0.22780043606525346,3.2568590503359847,-4.493823684777414,-7.240638542660893,5.760791890079837,3.4072116820496756,0.24764626966320868,6.334728719393162,0.9815053774005271,9.618272785946111,-5.909810773399102,0.28151697911973667,0.0999779431592599,True,-0.18153903596047677,qnei,0.0,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.28151697911973667,2.3429633526588756,5.967998109408809,2.3429633526588756,2.9839990547044044,0.28151697911973667,2.3429633526588756,levy_10
3,1.0746072573045566,-0.3275060615322456,-2.934502898791038,1.8319060789808699,-5.2939753666483895,6.044053675569671,7.346671036848292,-7.424806575442979,-0.6585358652345779,-4.457102149325913,-8.337660045295152,1.0711521180853574,0.7414715605905334,True,-0.32968055749482394,qnei,0.0,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,1.553328213693255,7.5213263231020635,1.553328213693255,2.5071087743673544,1.0711521180853574,1.553328213693255,levy_10
4,7.9188861650073505,-1.4010261590432922,-7.046174000758119,3.467247145518215,-5.955679444239237,8.028621573763537,-5.657034851629437,-9.338506252451426,-5.984620916775613,-3.085042524887209,-0.6218367315503066,-0.9794788163623632,-1.705335541022707,True,-0.7258567246603437,qnei,0.0,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,3.6039591481409756,11.12528547124304,1.553328213693255,2.78132136781076,1.0711521180853574,1.553328213693255,levy_10
5,8.122686777911213,3.9472217747259553,-3.2135867851510946,-9.662455698050042,-6.803526117900381,9.928717510793412,-0.8056804021363089,3.8207983263751863,-8.906638771963241,-9.318994421059248,6.917802128901151,-1.9565206783538978,-2.201345546558847,True,-0.2448248682049492,qnei,0.0,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.0711521180853574,4.5810010101325105,15.70628648137555,1.553328213693255,3.1412572962751097,1.0711521180853574,1.553328213693255,levy_10
6,1.085948560660733,1.3736524730034039,-4.694258001749316,-0.42458210856525136,2.170067099605808,3.3970295762004437,7.173445838967247,-0.10361829579670535,-0.2737303762891499,3.654190798898314,-9.925666132140087,2.0742121339258337,1.5381140158338225,True,-0.5360981180920112,qnei,0.33012489997781813,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0742121339258337,0.5502681978527786,16.25655467922833,0.5502681978527786,2.7094257798713883,2.0742121339258337,0.5502681978527786,levy_10
7,1.912734936735982,0.8904188055470247,-7.475101457177097,7.751897827761633,7.984286800826683,-1.0609421165148771,10.0,0.4888503716552387,-1.2890832132852295,6.213387965222134,-10.0,0.3346752245638733,0.3170368129959894,True,-0.01763841156788387,qnei,0.4092014000052586,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0742121339258337,2.289805107214739,18.54635978644307,0.5502681978527786,2.649479969491867,2.0742121339258337,0.5502681978527786,levy_10
8,1.3194296552780118,1.8915938220874917,-4.574784283820999,-7.391060632533005,1.7308387992829848,5.86820981539261,10.0,1.7634838452814081,0.7144747414852327,8.261314555015128,-10.0,0.2542440558611538,-1.1499163352373252,True,-1.404160391098479,qnei,0.44005230005132034,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0742121339258337,2.3702362759174584,20.91659606236053,0.5502681978527786,2.614574507795066,2.0742121339258337,0.5502681978527786,levy_10
9,0.21369843690307772,1.786326443899403,-4.741766375072457,1.5314851803825178,4.512521678337501,1.4383263391014272,4.589425610208039,1.4565133250665625,0.023393151888477612,3.8572828312100724,-9.60084787608276,2.1189875888390173,0.3746020369897013,True,-1.7443855518493159,qnei,0.41298280004411936,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,0.505492742939595,21.422088805300124,0.505492742939595,2.3802320894777917,2.0742121339258337,0.5502681978527786,levy_10
10,4.255558288006563,1.347270148643227,-6.634782911973964,1.5819798214420997,2.9891745526353923,3.181624782052942,8.18529011461404,0.421210594034036,-3.3527827249709903,3.1971633840024003,-10.0,1.2254575778369965,1.253934410192901,True,0.02847683235590459,qnei,0.3970549000077881,False,0,11,3c482bc3-6b31-4f56-9887-bdd9ff680afe,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.1189875888390173,1.3990227539416158,22.82111155924174,0.505492742939595,2.282111155924174,2.0742121339258337,0.5502681978527786,levy_10
