iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.7339685059847834,0.9010628369925916,1.8948457972282609,2.4426953628177106,2.2496147957845927,0.595848047753563,0.595848047753563,False,0.0,logei,0.0,False,0,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.451873118935415,7.451873118935415,7.451873118935415,7.451873118935415,0.595848047753563,7.451873118935415,michalewicz
2,2.8757514617751183,2.703006367468264,2.8847285896693013,0.08352783127899953,1.3736551050036934,0.19303114101745533,0.19303114101745533,False,0.0,logei,0.0,False,1,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,7.854690025671523,15.306563144606939,7.451873118935415,7.653281572303469,0.595848047753563,7.451873118935415,michalewicz
3,1.5234975350318947,0.20468794780846922,0.017674759483104676,2.6094742043030985,3.089135106907805,-1.0527126446734347,-1.0527126446734347,False,0.0,logei,0.0,False,2,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.595848047753563,9.100433811362413,24.40699695596935,7.451873118935415,8.135665651989784,0.595848047753563,7.451873118935415,michalewicz
4,2.46492454909066,0.9914976055630428,2.215871184667501,0.939905061652722,2.327129991960237,1.006504808815746,1.006504808815746,False,0.0,logei,0.0,False,3,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,7.041216357873232,31.448213313842583,7.041216357873232,7.862053328460646,1.006504808815746,7.041216357873232,michalewicz
5,0.8788518104233879,2.4585818703609696,3.1030790740952976,3.0983597811058523,2.7735945546061833,-1.0537215195984087,-1.0537215195984087,False,0.0,logei,0.0,False,4,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101442686287387,40.54965600012997,7.041216357873232,8.109931200025994,1.006504808815746,7.041216357873232,michalewicz
6,2.785575055280834,0.28874243693968854,2.475337131171793,0.0,2.389893126240902,-1.053886847116879,-1.053886847116879,False,0.0,logei,0.6820582000073045,False,0,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,9.101608013805857,49.65126401393583,7.041216357873232,8.275210668989304,1.006504808815746,7.041216357873232,michalewicz
7,2.5021914068645437,1.0414938742120676,2.1464861476305557,1.2862429686341361,2.2958858687495427,-0.10387142646482923,-0.10387142646482923,False,0.0,logei,0.7615648999926634,False,1,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.006504808815746,8.151592593153808,57.80285660708964,7.041216357873232,8.257550943869948,1.006504808815746,7.041216357873232,michalewicz
8,2.4084840728698778,1.325392716293243,2.2919585333060124,0.7772985178542584,2.221839028639223,1.8895539612568681,1.8895539612568681,False,0.0,logei,1.3238926000194624,False,2,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.8895539612568681,6.15816720543211,63.961023812521745,6.15816720543211,7.995127976565218,1.8895539612568681,6.15816720543211,michalewicz
9,2.2374856850286253,1.6322831480256188,2.307446738540167,0.658176705139999,2.1962829930849463,3.617439085534506,3.617439085534506,False,0.0,logei,0.9510293999919668,False,3,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.617439085534506,4.430282081154472,68.39130589367622,4.430282081154472,7.599033988186246,3.617439085534506,4.430282081154472,michalewicz
10,2.0966080807421177,1.8010311268647887,2.3085024770746587,0.5521301210631109,2.2086139597414816,2.116262775000909,2.116262775000909,False,0.0,logei,1.244715599983465,False,4,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.617439085534506,5.93145839168807,74.32276428536429,4.430282081154472,7.4322764285364284,3.617439085534506,4.430282081154472,michalewicz
11,2.7564476982195356,1.603810576607166,2.4940259876981976,0.6988786352487563,1.902779156881122,0.8022832569151385,0.8022832569151385,False,0.0,logei,1.1879193999920972,False,0,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.617439085534506,7.24543790977384,81.56820219513813,4.430282081154472,7.415291108648921,3.617439085534506,4.430282081154472,michalewicz
12,2.249135685845684,0.7129312523180461,2.2023097299442775,0.5030224150517424,2.5523150216364505,1.9181913213317638,1.9181913213317638,False,0.0,logei,1.1560832999530248,False,1,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.617439085534506,6.129529845357214,87.69773204049534,4.430282081154472,7.308144336707945,3.617439085534506,4.430282081154472,michalewicz
13,2.242143056118341,1.897568225698716,2.6184345736382597,0.7196701262325992,1.7742513033214649,1.232365866488702,1.232365866488702,False,0.0,logei,1.015736499975901,False,2,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.617439085534506,6.8153553002002765,94.51308734069562,4.430282081154472,7.270237487745817,3.617439085534506,4.430282081154472,michalewicz
14,2.1747365323254306,1.5273587387396717,2.2348597521734113,0.512390319737473,2.3486161627200404,3.75968618997052,3.75968618997052,False,0.0,logei,0.8693966999999247,False,3,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.75968618997052,4.288034976718459,98.80112231741408,4.288034976718459,7.057223022672434,3.75968618997052,4.288034976718459,michalewicz
15,2.1564003521076653,1.5491431500958632,1.5494069064081708,0.6527291363565747,1.9663326252543765,2.3482441215363146,2.3482441215363146,False,0.0,logei,1.1783963000052609,False,4,9,d6dd14d3-522f-4198-a728-a99690ab8983,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.75968618997052,5.699477045152664,104.50059936256675,4.288034976718459,6.966706624171116,3.75968618997052,4.288034976718459,michalewicz
