iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,0.90007361838061,False,0.0,logei,0.0,False,0,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,-0.07730669503760453,False,0.0,logei,0.0,False,1,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.04660950384501,False,0.0,logei,0.0,False,2,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,0.40980425343275584,False,0.0,logei,0.0,False,3,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-1.0539382228456007,False,0.0,logei,0.0,False,4,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,2.7032860996818484,3.039666090694155,2.8476302776142197,0.0,0.0,-0.5546596659434807,-0.5546596659434807,False,0.0,logei,1.3118255999870598,False,0,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.60238083263246,49.7089632159922,7.147647548308369,8.284827202665367,0.90007361838061,7.147647548308369,michalewicz
7,1.7762493979470928,3.141592653589793,3.025223184947508,0.0,0.0,-0.9903057472108152,-0.9903057472108152,False,0.0,logei,0.8522111999918707,False,1,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.038026913899794,58.74699012989199,7.147647548308369,8.392427161413142,0.90007361838061,7.147647548308369,michalewicz
8,3.0355589636395726,2.738407095342211,3.141592653589793,1.174014629264376,0.9279716288661782,1.9907656380261913,1.9907656380261913,False,0.0,logei,1.0269031000207178,False,2,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,6.056955528662787,64.80394565855478,6.056955528662787,8.100493207319348,1.9907656380261913,6.056955528662787,michalewicz
9,3.141592653589793,2.4999378013616043,2.774535652587383,1.4211411153293452,0.9497650505859373,0.31344379335615496,0.31344379335615496,False,0.0,logei,0.9440287000034004,False,3,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,7.734277373332823,72.53822303188761,6.056955528662787,8.059802559098623,1.9907656380261913,6.056955528662787,michalewicz
10,3.1330781841695687,3.016617442911763,3.141592653589793,1.0386445290232817,0.8518797727437294,0.3231315528000768,0.3231315528000768,False,0.0,logei,1.0237123999977484,False,4,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,7.724589613888901,80.2628126457765,6.056955528662787,8.026281264577651,1.9907656380261913,6.056955528662787,michalewicz
11,3.141592653589793,2.769899045933118,3.141592653589793,1.8892468060253103,1.6742427969091815,1.8801611467407053,1.8801611467407053,False,0.0,logei,0.8522161000291817,False,0,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,6.167560019948273,86.43037266572478,6.056955528662787,7.85730660597498,1.9907656380261913,6.056955528662787,michalewicz
12,3.141592653589793,2.7537584905618764,3.141592653589793,2.2643129512997406,0.0,-0.41112072359433177,-0.41112072359433177,False,0.0,logei,1.1361522999941371,False,1,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,8.45884189028331,94.88921455600808,6.056955528662787,7.907434546334007,1.9907656380261913,6.056955528662787,michalewicz
13,3.141592653589793,2.7523980681952858,3.141592653589793,1.1221737418622708,1.3946868323272414,1.3290630318690693,1.3290630318690693,False,0.0,logei,0.9221046000020579,False,2,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,6.7186581348199095,101.60787269082799,6.056955528662787,7.815990206986768,1.9907656380261913,6.056955528662787,michalewicz
14,2.8569938775438026,2.7753156124604126,3.141592653589793,1.6406660776681707,1.081271177989916,0.1579759590315694,0.1579759590315694,False,0.0,logei,0.9274889000225812,False,3,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,7.889745207657409,109.4976178984854,6.056955528662787,7.821258421320386,1.9907656380261913,6.056955528662787,michalewicz
15,3.141592653589793,2.6727333241947577,3.141592653589793,1.2139852944759932,2.2279600204173584,1.8231802273682463,1.8231802273682463,False,0.0,logei,0.7088906999561004,False,4,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,6.2245409393207325,115.72215883780613,6.056955528662787,7.714810589187076,1.8231802273682463,6.2245409393207325,michalewicz
16,3.141592653589793,2.6158278536253436,3.141592653589793,0.0,2.4886060639190126,-0.7876184025097165,-0.7876184025097165,False,0.0,logei,0.7535089000011794,False,0,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,8.835339569198695,124.55749840700483,6.056955528662787,7.784843650437802,1.8231802273682463,6.2245409393207325,michalewicz
17,2.7541749685815007,2.8025549200346562,3.141592653589793,1.221626076465159,0.0,-0.17064782677590135,-0.17064782677590135,False,0.0,logei,1.1826638000202365,False,1,7,8efd6b54-4bda-45e7-ae02-a86baee8f883,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9907656380261913,8.21836899346488,132.7758674004697,6.056955528662787,7.810345141204101,1.9907656380261913,6.056955528662787,michalewicz
