iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,1.085876150234482,True,0.18580253185387208,qnei,0.0,False,0,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,0.45951757136063476,True,0.5368242663982393,qnei,0.0,False,1,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.421294447599343,True,-0.3746849437543329,qnei,0.0,False,2,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,0.27707154673996287,True,-0.13273270669279297,qnei,0.0,False,3,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-0.7902339001051644,True,0.2637043227404363,qnei,0.0,False,4,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,2.4552427491325455,3.033408400071767,2.864735707953751,0.0,0.0,-0.16751362926577806,-0.19771092075874563,True,-0.03019729149296757,qnei,0.8477114000124857,False,0,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.215234795954757,49.32181717931449,7.147647548308369,8.220302863219082,0.90007361838061,7.147647548308369,michalewicz
7,1.734255771182228,3.141592653589793,2.4370284804946905,0.5476783039278266,0.2132553939553113,-1.0197240778647283,-0.3895735014030741,True,0.6301505764616542,qnei,0.8616320000146516,False,1,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.067445244553706,58.3892624238682,7.147647548308369,8.341323203409743,0.90007361838061,7.147647548308369,michalewicz
8,2.435149736353497,3.141592653589793,2.8126403959465383,0.6207634526488051,1.1167476720141292,-0.04914415205009991,-0.09621787648544916,True,-0.047073724435349254,qnei,1.0644324999884702,False,2,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.096865318739079,66.48612774260728,7.147647548308369,8.31076596782591,0.90007361838061,7.147647548308369,michalewicz
9,1.974950268863193,2.707303270042931,2.348851207256737,1.1318634566407302,1.82846636582381,2.120692319332183,1.623505486079497,True,-0.49718683325268587,qnei,1.1626028000027873,False,3,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,2.120692319332183,5.927028847356795,72.41315658996407,5.927028847356795,8.045906287773786,2.120692319332183,5.927028847356795,michalewicz
10,2.0079121910144475,2.518326417624047,1.9711051460445184,1.134404716019982,1.7234553015011589,3.3105279987318914,3.8331894060472687,True,0.5226614073153772,qnei,1.2780972000327893,False,4,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,3.3105279987318914,4.737193167957087,77.15034975792116,4.737193167957087,7.715034975792117,3.3105279987318914,4.737193167957087,michalewicz
11,2.1032064749943444,2.380718016936634,1.719183907768699,0.9710926249587182,1.3810862382146203,0.6224742291012976,0.1148101156921413,True,-0.5076641134091563,qnei,1.201388500048779,False,0,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,3.3105279987318914,7.425246937587681,84.57559669550885,4.737193167957087,7.688690608682623,3.3105279987318914,4.737193167957087,michalewicz
12,2.1336342836603093,2.5254190015872995,1.8357680740278606,1.2011030993484948,1.7731683455849714,2.0599000375894794,3.1935662494177115,True,1.1336662118282321,qnei,1.062117199995555,False,1,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,3.3105279987318914,5.987821129099499,90.56341782460835,4.737193167957087,7.546951485384029,3.3105279987318914,4.737193167957087,michalewicz
13,2.1875782486224513,2.3992161161412415,1.50707045368345,1.193476256044818,1.682312187847933,2.7803706116482143,1.6291820836269704,True,-1.151188528021244,qnei,1.0698202999774367,False,2,7,42b067cf-1dac-41d9-98cf-121c1a9ef34a,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,3.3105279987318914,5.267350555040764,95.83076837964911,4.737193167957087,7.371597567665317,3.3105279987318914,4.737193167957087,michalewicz
