iteration,x0,x1,x2,x3,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,4.376431999070004,8.458207014543632,6.635285353677903,-1.621892150141122,-0.6933810087925577,,-0.6933810087925577,0.0,False,True,,logei,0.0,False,True,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,-0.6933810087925577,1.7190042593639814,1.7190042593639814,1.7190042593639814,1.7190042593639814,-0.6933810087925577,1.7190042593639814,rosenbrock
2,-0.49750572633161827,8.103301680943929,-4.9210204315163795,7.318426275741494,-0.4033931609340404,-0.4033931609340404,-0.4033931609340404,0.0,False,True,0.0,logei,0.0,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,-0.4033931609340404,1.4290164115054642,3.1480206708694456,1.4290164115054642,1.5740103354347228,-0.4033931609340404,1.4290164115054642,rosenbrock
3,6.956041431280694,2.0190242926558115,-0.45451359771029676,-0.8236158184883999,0.44334714159523253,0.44334714159523253,0.44334714159523253,0.0,False,True,0.0,logei,0.0,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,0.44334714159523253,0.5822761089761912,3.730296779845637,0.5822761089761912,1.2434322599485457,0.44334714159523253,0.5822761089761912,rosenbrock
4,-1.1769561851881312,1.6761445882396986,2.5682238843692993,3.302460281117387,1.0226567250634349,1.0226567250634349,1.0226567250634349,0.0,False,True,0.0,logei,0.0,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,0.0029665255079889263,3.733263305353626,0.0029665255079889263,0.9333158263384065,1.0226567250634349,0.0029665255079889263,rosenbrock
5,9.93250425151589,6.889928788206296,4.3326884416174405,9.834402215228273,-1.7525742672096665,-1.7525742672096665,-1.7525742672096665,0.0,False,True,0.0,logei,0.0,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,2.7781975177810905,6.511460823134716,0.0029665255079889263,1.3022921646269432,1.0226567250634349,0.0029665255079889263,rosenbrock
6,-4.662869412924341,-0.0005134467679581498,1.3418470864158987,0.6549742866552365,0.8979583585026992,,0.8979583585026992,0.0,False,True,,logei,0.2857598999980837,False,True,-1.7525742672096665,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,0.12766489206872456,6.639125715203441,0.0029665255079889263,1.1065209525339068,1.0226567250634349,0.0029665255079889263,rosenbrock
7,-0.1800647705185506,0.8372020391913891,4.586342544491604,3.3008099733943985,0.937052896547697,,0.937052896547697,0.0,False,True,,logei,0.300870000035502,False,True,-1.7525742672096665,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,0.08857035402372682,6.727696069227168,0.0029665255079889263,0.961099438461024,1.0226567250634349,0.0029665255079889263,rosenbrock
8,-5.0,-0.10751166345788934,2.859781660652339,6.997476232912635,0.8539633079915153,,0.8539633079915153,0.0,False,True,,logei,0.4700614000321366,False,True,-1.7525742672096665,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,0.17165994257990846,6.899356011807076,0.0029665255079889263,0.8624195014758845,1.0226567250634349,0.0029665255079889263,rosenbrock
9,-5.0,1.9564330333739237,2.985751748214738,5.3279857900158865,0.8795159956038694,0.8795159956038694,0.8795159956038694,0.0,False,True,0.0,logei,0.4657854000106454,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,0.1461072549675544,7.045463266774631,0.0029665255079889263,0.7828292518638479,1.0226567250634349,0.0029665255079889263,rosenbrock
10,-5.0,1.723218944388336,-3.166537926746187,10.0,0.8701298255239299,0.8701298255239299,0.8701298255239299,0.0,False,True,0.0,logei,0.5897029000334442,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,0.15549342504749386,7.200956691822125,0.0029665255079889263,0.7200956691822125,1.0226567250634349,0.0029665255079889263,rosenbrock
11,-2.9194145480059714,1.7575649974743095,10.0,10.0,-1.1712623492648258,-1.1712623492648258,-1.1712623492648258,0.0,False,True,0.0,logei,0.5527140999911353,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,2.1968855998362495,9.397842291658375,0.0029665255079889263,0.8543492992416705,1.0226567250634349,0.0029665255079889263,rosenbrock
12,-4.852813515682287,1.7581051868656774,0.0411655827802106,-0.8211824881508055,0.8955410469558673,0.8955410469558673,0.8955410469558673,0.0,False,True,0.0,logei,0.5123774000094272,False,False,,7,53e93a34-6080-4677-b773-b6cd8dee2ccb,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3",1.0256232505714238,1.0226567250634349,0.13008220361555645,9.52792449527393,0.0029665255079889263,0.7939937079394942,1.0226567250634349,0.0029665255079889263,rosenbrock
