iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,6.2509546660466695,8.972138009695755,-2.635298307825418,-2.635298307825418,-2.635298307825418,0.0,False,True,0.0,logei,0.0,False,False,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,-2.635298307825418,3.8853537737254866,3.8853537737254866,3.8853537737254866,3.8853537737254866,-2.635298307825418,3.8853537737254866,branin
2,7.756856902451935,2.2520718999059186,0.7134044527822333,,0.7134044527822333,0.0,False,True,,logei,0.0,False,True,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.5366510131178354,4.422004786843322,0.5366510131178354,2.211002393421661,-2.635298307825418,3.8853537737254866,branin
3,3.0016628491122543,8.735534453962618,-0.6835380964216702,-0.6835380964216702,-0.6835380964216702,0.0,False,True,0.0,logei,0.0,False,False,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,1.9335935623217388,6.355598349165061,0.5366510131178354,2.1185327830550205,-0.6835380964216702,1.9335935623217388,branin
4,0.052653045655747244,8.212284183827663,0.07937030695160363,0.07937030695160363,0.07937030695160363,0.0,False,True,0.0,logei,0.0,False,False,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,1.170685158948465,7.526283508113526,0.5366510131178354,1.8815708770283814,0.07937030695160363,1.170685158948465,branin
5,7.9706942875204625,4.679349528437208,0.3668038190773655,,0.3668038190773655,0.0,False,True,,logei,0.0,False,True,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.8832516468227032,8.40953515493623,0.5366510131178354,1.681907030987246,0.07937030695160363,1.170685158948465,branin
6,0.8481986160047732,5.582154512559112,0.45289558327008983,0.45289558327008983,0.45289558327008983,0.0,False,True,0.0,logei,0.19173520000185817,False,False,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.7971598826299788,9.206695037566208,0.5366510131178354,1.5344491729277012,0.45289558327008983,0.7971598826299788,branin
7,0.5076510585684388,0.0,-0.9178232329058019,-0.9178232329058019,-0.9178232329058019,0.0,False,True,0.0,logei,0.14686370000708848,False,False,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,2.1678786988058705,11.374573736372078,0.5366510131178354,1.6249391051960111,0.45289558327008983,0.7971598826299788,branin
8,0.0,5.2405508566031065,0.30336284035067324,0.30336284035067324,0.30336284035067324,0.0,False,True,0.0,logei,0.19813839998096228,False,False,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.9466926255493955,12.321266361921474,0.5366510131178354,1.5401582952401842,0.45289558327008983,0.7971598826299788,branin
9,1.1795426438275456,5.514329023527153,0.5449751233634761,,0.5449751233634761,0.0,False,True,,logei,0.12379270000383258,False,True,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.7050803425365926,13.026346704458067,0.5366510131178354,1.4473718560508964,0.45289558327008983,0.7971598826299788,branin
10,1.179542805428288,5.514328838302517,0.5449751893786116,0.5449751893786116,0.5449751893786116,0.0,False,True,0.0,logei,0.13494610000634566,False,False,7,00dbe99f-1e77-4e88-8435-46d7d88daedc,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.7134044527822333,0.7050802765214571,13.731426980979524,0.5366510131178354,1.3731426980979524,0.5449751893786116,0.7050802765214571,branin
