iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.269722766055607,9.872768433379255,-1.587991309213067,,-1.587991309213067,0.0,False,True,,ucb,0.0,False,True,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,-1.587991309213067,2.8380467751131357,2.8380467751131357,2.8380467751131357,2.8380467751131357,-1.587991309213067,2.8380467751131357,branin
2,3.1871083848551676,7.88548935820029,-0.2758751336528205,,-0.2758751336528205,0.0,False,True,,ucb,0.0,False,True,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,-0.2758751336528205,1.5259305995528891,4.363977374666025,1.5259305995528891,2.1819886873330123,-1.587991309213067,2.8380467751131357,branin
3,8.69896511696216,3.9108480653919395,0.9466005748160842,0.9466005748160842,0.9466005748160842,0.0,False,True,0.0,ucb,0.0,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,0.3034548910839845,4.667432265750009,0.3034548910839845,1.5558107552500031,0.9466005748160842,0.3034548910839845,branin
4,4.378818731227988,3.7274890308935307,0.7051912849198183,0.7051912849198183,0.7051912849198183,0.0,False,True,0.0,ucb,0.0,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,0.5448641809802504,5.21229644673026,0.3034548910839845,1.303074111682565,0.9466005748160842,0.3034548910839845,branin
5,1.0695359647277436,4.789654541627169,0.5640184516399775,0.5640184516399775,0.5640184516399775,0.0,False,True,0.0,ucb,0.0,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,0.6860370142600911,5.898333460990351,0.3034548910839845,1.17966669219807,0.9466005748160842,0.3034548910839845,branin
6,10.0,9.20261913979555,-0.6633869843419957,-0.6633869843419957,-0.6633869843419957,0.0,False,True,0.0,ucb,0.19144179997965693,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,1.9134424502420644,7.811775911232415,0.3034548910839845,1.301962651872069,0.9466005748160842,0.3034548910839845,branin
7,10.0,0.30924352574803937,0.8288344927276043,0.8288344927276043,0.8288344927276043,0.0,False,True,0.0,ucb,0.20160890003899112,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,0.4212209731724643,8.23299688440488,0.3034548910839845,1.17614241205784,0.9466005748160842,0.3034548910839845,branin
8,0.0,0.0,-1.3919476339504895,,-1.3919476339504895,0.0,False,True,,ucb,0.16170659998897463,False,True,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,2.642003099850558,10.874999984255439,0.3034548910839845,1.3593749980319298,0.9466005748160842,0.3034548910839845,branin
9,0.0,0.0,-1.3919476339504895,-1.3919476339504895,-1.3919476339504895,0.0,False,True,0.0,ucb,0.17253470001742244,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,2.642003099850558,13.517003084105998,0.3034548910839845,1.5018892315673331,0.9466005748160842,0.3034548910839845,branin
10,0.0,8.977281673188177,-0.09326350960836347,,-0.09326350960836347,0.0,False,True,,ucb,0.19463250000262633,False,True,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,1.343318975508432,14.860322059614429,0.3034548910839845,1.4860322059614428,0.9466005748160842,0.3034548910839845,branin
11,0.0,8.977280913463238,-0.09326329310370376,-0.09326329310370376,-0.09326329310370376,0.0,False,True,0.0,ucb,0.17718120000790805,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,1.3433187590037725,16.2036408186182,0.3034548910839845,1.4730582562380183,0.9466005748160842,0.3034548910839845,branin
12,10.0,2.274002399517772,1.150670730819343,1.150670730819343,1.150670730819343,0.0,False,True,0.0,ucb,0.14258639997569844,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.150670730819343,0.09938473508072576,16.303025553698927,0.09938473508072576,1.3585854628082439,1.150670730819343,0.09938473508072576,branin
13,10.0,2.388882910887655,1.1580547428456844,1.1580547428456844,1.1580547428456844,0.0,False,True,0.0,ucb,0.17419809999410063,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1580547428456844,0.09200072305438423,16.39502627675331,0.09200072305438423,1.2611558674425623,1.1580547428456844,0.09200072305438423,branin
14,10.0,2.38597041258872,1.1578831473588165,1.1578831473588165,1.1578831473588165,0.0,False,True,0.0,ucb,0.22248840000247583,False,False,8,0582ead2-bc38-47c7-a455-4e275876f05d,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.1580547428456844,0.09217231854125219,16.48719859529456,0.09200072305438423,1.1776570425210402,1.1580547428456844,0.09200072305438423,branin
