iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,8.702492039700847,2.8681720908755537,1.093462604652252,1.093462604652252,1.093462604652252,0.0,False,True,0.0,ucb,0.0,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,0.15659286124781668,0.15659286124781668,0.15659286124781668,0.15659286124781668,1.093462604652252,0.15659286124781668,branin
2,6.031481500515619,7.775340829201788,-1.7870358936892645,-1.7870358936892645,-1.7870358936892645,0.0,False,True,0.0,ucb,0.0,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,3.037091359589333,3.1936842208371496,0.15659286124781668,1.5968421104185748,1.093462604652252,0.15659286124781668,branin
3,7.1607462960356525,9.153801204905076,-2.509995580323207,-2.509995580323207,-2.509995580323207,0.0,False,True,0.0,ucb,0.0,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,3.7600510462232757,6.953735267060425,0.15659286124781668,2.3179117556868083,1.093462604652252,0.15659286124781668,branin
4,8.603936491828847,9.182376290487625,-1.4555553772043401,-1.4555553772043401,-1.4555553772043401,0.0,False,True,0.0,ucb,0.0,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,2.7056108431044086,9.659346110164833,0.15659286124781668,2.4148365275412083,1.093462604652252,0.15659286124781668,branin
5,0.2658773446759721,4.372480001295087,0.27663796601556684,0.27663796601556684,0.27663796601556684,0.0,False,True,0.0,ucb,0.0,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,0.9734174998845018,10.632763610049334,0.15659286124781668,2.126552722009867,1.093462604652252,0.15659286124781668,branin
6,6.133600927843465,0.9963320957351424,0.3356017209189167,,0.3356017209189167,0.0,False,True,,ucb,0.2634675999870524,False,True,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,0.914453744981152,11.547217355030487,0.15659286124781668,1.9245362258384144,1.093462604652252,0.15659286124781668,branin
7,6.133601060054016,0.9963320388087681,0.3356017113186327,0.3356017113186327,0.3356017113186327,0.0,False,True,0.0,ucb,0.2896519000059925,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,0.914453754581436,12.461671109611922,0.15659286124781668,1.7802387299445603,1.093462604652252,0.15659286124781668,branin
8,10.0,0.0,0.7445238005749768,,0.7445238005749768,0.0,False,True,,ucb,0.2034929000074044,False,True,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,0.5055316653250919,12.967202774937014,0.15659286124781668,1.6209003468671268,1.093462604652252,0.15659286124781668,branin
9,10.0,0.0,0.7445238005749768,0.7445238005749768,0.7445238005749768,0.0,False,True,0.0,ucb,0.23239890002878383,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,0.5055316653250919,13.472734440262107,0.15659286124781668,1.4969704933624564,1.093462604652252,0.15659286124781668,branin
10,0.0,10.0,-0.43477340711827467,-0.43477340711827467,-0.43477340711827467,0.0,False,True,0.0,ucb,0.2684945000219159,False,False,9,ddc6f4d5-b601-4117-8589-39e2675452a5,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.093462604652252,1.6848288730183434,15.15756331328045,0.15659286124781668,1.515756331328045,1.093462604652252,0.15659286124781668,branin
