iteration,x0,x1,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.269722766055607,9.872768433379255,-1.587991309213067,-1.587991309213067,-1.587991309213067,0.0,False,True,0.0,logei,0.0,False,False,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,-1.587991309213067,2.8380467751131357,2.8380467751131357,2.8380467751131357,2.8380467751131357,-1.587991309213067,2.8380467751131357,branin
2,3.1871083848551676,7.88548935820029,-0.2758751336528205,,-0.2758751336528205,0.0,False,True,,logei,0.0,False,True,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,-0.2758751336528205,1.5259305995528891,4.363977374666025,1.5259305995528891,2.1819886873330123,-1.587991309213067,2.8380467751131357,branin
3,8.69896511696216,3.9108480653919395,0.9466005748160842,0.9466005748160842,0.9466005748160842,0.0,False,True,0.0,logei,0.0,False,False,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,0.3034548910839845,4.667432265750009,0.3034548910839845,1.5558107552500031,0.9466005748160842,0.3034548910839845,branin
4,4.378818731227988,3.7274890308935307,0.7051912849198183,0.7051912849198183,0.7051912849198183,0.0,False,True,0.0,logei,0.0,False,False,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,0.5448641809802504,5.21229644673026,0.3034548910839845,1.303074111682565,0.9466005748160842,0.3034548910839845,branin
5,1.0695359647277436,4.789654541627169,0.5640184516399775,0.5640184516399775,0.5640184516399775,0.0,False,True,0.0,logei,0.0,False,False,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,0.9466005748160842,0.6860370142600911,5.898333460990351,0.3034548910839845,1.17966669219807,0.9466005748160842,0.3034548910839845,branin
6,10.0,4.751277436203822,1.0298154484983442,1.0298154484983442,1.0298154484983442,0.0,False,True,0.0,logei,0.16957690002163872,False,False,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.0298154484983442,0.2202400174017245,6.118573478392076,0.2202400174017245,1.0197622463986793,1.0298154484983442,0.2202400174017245,branin
7,10.0,0.0,0.7445238005749768,0.7445238005749768,0.7445238005749768,0.0,False,True,0.0,logei,0.20910499995807186,False,False,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.0298154484983442,0.5055316653250919,6.624105143717168,0.2202400174017245,0.9463007348167383,1.0298154484983442,0.2202400174017245,branin
8,0.0,0.0,-1.3919476339504895,,-1.3919476339504895,0.0,False,True,,logei,0.18672560004051775,False,True,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.0298154484983442,2.642003099850558,9.266108243567725,0.2202400174017245,1.1582635304459656,1.0298154484983442,0.2202400174017245,branin
9,0.0,0.0,-1.3919476339504895,,-1.3919476339504895,0.0,False,True,,logei,0.18756190000567585,False,True,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.0298154484983442,2.642003099850558,11.908111343418284,0.2202400174017245,1.3231234826020315,1.0298154484983442,0.2202400174017245,branin
10,0.0,0.0,-1.3919476339504895,,-1.3919476339504895,0.0,False,True,,logei,0.19324609998147935,False,True,8,bbf427e1-def8-4265-bacd-ef1d73337838,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1",1.2500554659000687,1.0298154484983442,2.642003099850558,14.550114443268843,0.2202400174017245,1.4550114443268842,1.0298154484983442,0.2202400174017245,branin
