dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,logei,10,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,6.0,False,1.6
ackley,logei,10,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,30.0,True,2.2
ackley,logei,10,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,12.0,False,2.2
ackley,logei,10,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,30.0,True,2.2
ackley,logei,11,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,6.0,False,1.6
ackley,logei,11,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,-7.0,False,0.72
ackley,logei,11,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
ackley,logei,11,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,-13.0,False,0.48
ackley,logei,7,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,-2.0,False,0.8
ackley,logei,7,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,29.0,True,2.16
ackley,logei,7,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,-1.0,False,0.9
ackley,logei,7,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,29.0,True,2.16
ackley,logei,8,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
ackley,logei,8,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,6.0,False,1.24
ackley,logei,8,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
ackley,logei,8,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,15.0,False,1.6
ackley,logei,9,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
ackley,logei,9,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,26.0,True,2.04
ackley,logei,9,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,43.0,True,5.3
ackley,logei,9,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,26.0,True,2.04
ackley,qnei,10,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,0.0,False,1.0
ackley,qnei,11,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,6.0,False,1.6
ackley,qnei,11,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,4.0,False,1.16
ackley,qnei,11,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,12.0,False,2.2
ackley,qnei,11,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,27.0,True,2.08
ackley,qnei,7,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,1.0,False,1.1
ackley,qnei,7,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,-4.0,False,0.84
ackley,qnei,7,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,3.0,False,1.3
ackley,qnei,7,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,25.0,True,2.0
ackley,qnei,8,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,4.0,False,1.4
ackley,qnei,8,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,0.0,False,1.0
ackley,qnei,8,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,7.0,False,1.7
ackley,qnei,8,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,4.0,False,1.16
ackley,qnei,9,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
ackley,qnei,9,gaussian,0.25,0,rater-block10-tau2_raterfit-backfit,50,25,0.01,29.0,True,2.16
ackley,qnei,9,gaussian,1.0,0,rater-block10-tau2_raterfit-backfit,50,10,0.01,0.0,False,1.0
