iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.269722766055607,9.872768433379255,-1.587991309213067,-1.3344495151313234,True,0.2535417940817437,logei,0.0,False,1.079240990805372,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,-1.587991309213067,2.8380467751131357,2.8380467751131357,2.8380467751131357,2.8380467751131357,-1.587991309213067,2.8380467751131357,branin
2,3.1871083848551676,7.88548935820029,-0.2758751336528205,0.42646757118141015,True,0.7023427048342307,logei,0.0,False,1.079240990805372,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,-0.2758751336528205,1.5259305995528891,4.363977374666025,1.5259305995528891,2.1819886873330123,-0.2758751336528205,1.5259305995528891,branin
3,8.69896511696216,3.9108480653919395,0.9466005748160842,0.9876378373366287,True,0.041037262520544515,logei,0.0,False,1.079240990805372,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.9466005748160842,0.3034548910839845,4.667432265750009,0.3034548910839845,1.5558107552500031,0.9466005748160842,0.3034548910839845,branin
4,4.378818731227988,3.7274890308935307,0.7051912849198183,1.4466005748160842,True,0.7414092898962659,logei,0.0,False,1.4466005748160842,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.9466005748160842,0.5448641809802504,5.21229644673026,0.3034548910839845,1.303074111682565,0.7051912849198183,0.5448641809802504,branin
5,1.0695359647277436,4.789654541627169,0.5640184516399775,-0.13852460293784774,True,-0.7025430545778253,logei,0.0,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.9466005748160842,0.6860370142600911,5.898333460990351,0.3034548910839845,1.17966669219807,0.7051912849198183,0.5448641809802504,branin
6,3.3244125506084607,3.226816859446103,1.1855285664029502,1.2051912849198183,True,0.019662718516868072,logei,0.20704910001950338,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1855285664029502,0.06452689949711843,5.962860360487469,0.06452689949711843,0.9938100600812448,0.7051912849198183,0.5448641809802504,branin
7,0.0,3.6316440878359404,0.06252121105478041,-0.4598509953297743,True,-0.5223722063845547,logei,0.1768337999819778,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1855285664029502,1.1875342548452883,7.1503946153327576,0.06452689949711843,1.0214849450475367,0.7051912849198183,0.5448641809802504,branin
8,5.7603706860934425,2.9449773430992847,0.2327251835911355,-0.033789775969175734,True,-0.26651495956031124,logei,0.1546323000220582,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1855285664029502,1.0173302823089332,8.16772489764169,0.06452689949711843,1.0209656122052113,0.7051912849198183,0.5448641809802504,branin
9,3.7953036430596807,4.200308756095666,0.8842428157231665,1.2051912849198183,True,0.32094846919665176,logei,0.22071710001910105,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1855285664029502,0.3658126501769021,8.533537547818593,0.06452689949711843,0.9481708386465103,0.7051912849198183,0.5448641809802504,branin
10,5.1935506557534845,4.6763405653664645,0.005663976106071537,-0.3429178440744633,True,-0.34858182018053485,logei,0.24212899996200576,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1855285664029502,1.2443914897939972,9.77792903761259,0.06452689949711843,0.977792903761259,0.7051912849198183,0.5448641809802504,branin
11,3.9006233436432596,3.6230045357489087,0.9573567152391262,1.135623181965707,True,0.17826646672658075,logei,0.2629886000067927,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1855285664029502,0.2926987506609424,10.070627788273534,0.06452689949711843,0.9155116171157758,0.7051912849198183,0.5448641809802504,branin
12,3.05656089735723,4.718280557687498,0.9782070182028845,1.2051912849198183,True,0.22698426671693384,logei,0.2456087000318803,False,1.2051912849198183,8,7da7c410-5c33-45e6-81f4-8150b5f84c69,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1855285664029502,0.2718484476971842,10.342476235970718,0.06452689949711843,0.8618730196642265,0.7051912849198183,0.5448641809802504,branin
