iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,6.2509546660466695,8.972138009695755,-2.635298307825418,-2.753437617258607,True,-0.11813930943318862,qnei,0.0,False,1.079240990805372,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,-2.635298307825418,3.8853537737254866,3.8853537737254866,3.8853537737254866,3.8853537737254866,-2.635298307825418,3.8853537737254866,branin
2,7.756856902451935,2.2520718999059186,0.7134044527822333,1.079240990805372,True,0.36583653802313865,qnei,0.0,False,1.079240990805372,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,0.5366510131178354,4.422004786843322,0.5366510131178354,2.211002393421661,0.7134044527822333,0.5366510131178354,branin
3,3.0016628491122543,8.735534453962618,-0.6835380964216702,-0.7332425485106999,True,-0.04970445208902974,qnei,0.0,False,1.2134044527822332,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,1.9335935623217388,6.355598349165061,0.5366510131178354,2.1185327830550205,0.7134044527822333,0.5366510131178354,branin
4,0.052653045655747244,8.212284183827663,0.07937030695160363,0.4338074892387507,True,0.35443718228714705,qnei,0.0,False,1.2134044527822332,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,1.170685158948465,7.526283508113526,0.5366510131178354,1.8815708770283814,0.7134044527822333,0.5366510131178354,branin
5,7.9706942875204625,4.679349528437208,0.3668038190773655,0.8246953467473435,True,0.457891527669978,qnei,0.0,False,1.2134044527822332,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,0.7134044527822333,0.8832516468227032,8.40953515493623,0.5366510131178354,1.681907030987246,0.7134044527822333,0.5366510131178354,branin
6,10.0,3.27371990212002,1.1725929625385536,1.2030899226556317,True,0.030496960117078142,qnei,0.1733214000123553,False,1.2134044527822332,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,0.07746250336151506,8.486997658297744,0.07746250336151506,1.4144996097162907,1.1725929625385536,0.07746250336151506,branin
7,2.2049660856500672,3.9888750806450144,1.0265617578628448,0.1948183955038254,True,-0.8317433623590194,qnei,0.19871309999143705,False,1.6725929625385536,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,0.2234937080372239,8.710491366334967,0.07746250336151506,1.2443559094764238,1.1725929625385536,0.07746250336151506,branin
8,10.0,0.0,0.7445238005749768,1.6725929625385536,True,0.9280691619635768,qnei,0.1196085000410676,False,1.6725929625385536,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,0.5055316653250919,9.21602303166006,0.07746250336151506,1.1520028789575074,0.7445238005749768,0.5055316653250919,branin
9,7.231893327827763,0.0,0.4483610580898442,0.8632914078820171,True,0.41493034979217286,qnei,0.1646972000016831,False,1.2445238005749768,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,0.8016944078102244,10.017717439470283,0.07746250336151506,1.1130797154966983,0.7445238005749768,0.5055316653250919,branin
10,10.0,0.9271416934547714,0.9698780684966244,0.6533447464787052,True,-0.31653332201791917,qnei,0.14948319998802617,False,1.2445238005749768,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,0.2801773974034443,10.297894836873727,0.07746250336151506,1.0297894836873727,0.7445238005749768,0.5055316653250919,branin
11,6.896859282820489,3.3233905754713926,0.19251589675465217,0.6575269903003004,True,0.4650110935456482,qnei,0.25085310003487393,False,1.2445238005749768,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,1.0575395691454166,11.355434406019144,0.07746250336151506,1.032312218729013,0.7445238005749768,0.5055316653250919,branin
12,10.0,5.982615279867048,0.7511944700550304,1.2445238005749768,True,0.49332933051994643,qnei,0.2787906000157818,False,1.2445238005749768,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,0.4988609958450383,11.854295401864183,0.07746250336151506,0.9878579501553486,0.7445238005749768,0.5055316653250919,branin
13,5.728660295011803,6.0802436110097995,-0.7767041030340136,0.025467131034403456,True,0.8021712340684171,qnei,0.2286898999591358,False,1.2445238005749768,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.1725929625385536,2.0267595689340823,13.881054970798266,0.07746250336151506,1.0677734592921744,0.7445238005749768,0.5055316653250919,branin
14,3.156314002947264,1.6387461825303364,1.2313227336856933,1.0842635577623614,True,-0.14705917592333195,qnei,0.25306170003023,False,1.2445238005749768,7,924b1933-4c6f-4fdd-8c9c-a0636a2f2724,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.2313227336856933,0.018732732214375325,13.899787703012642,0.018732732214375325,0.9928419787866173,0.7445238005749768,0.5055316653250919,branin
