dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,variant,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
shekel,value,exact,bias,0,0.05,bias0.05_anchored,logei,auc_simple_regret_excess_true,5,60.07338256848607,-6.197704258662725,143.4499094111808,0.4187760230387696,-118.04320549296847,238.1899706299406,-0.523991590235753,1.3163810716361226,0.9364116548617067,0.40207586667062073,7.0,1.0,0.567636517652641,1.0
shekel,value,exact,bias,0,0.05,bias0.05_anchored,qnei,auc_simple_regret_excess_true,5,3.643712979716156,47.58310856379558,108.34484672696372,0.033630699472939,-130.88418259205963,138.17160855149194,-0.8451972250412187,0.908424873051696,0.07520053015235796,0.9436659520200827,6.0,0.8125,0.9436659520200827,0.8478260869565217
shekel,value,exact,bias,0,0.25,bias0.25_anchored,logei,auc_simple_regret_excess_true,5,332.43075347702506,85.97917325004892,604.3628871859704,0.5500515675687606,-417.9848853922774,1082.8463923463275,-0.4281235726488447,1.4730614707560252,1.2299526962140674,0.2861074186502001,1.0,0.125,0.47355710673136575,0.2857142857142857
shekel,value,exact,bias,0,0.25,bias0.25_anchored,qnei,auc_simple_regret_excess_true,5,223.14125386515624,215.4046587660423,263.40217943639936,0.8471503703675145,-103.91574938942867,550.1982571197411,-0.23070138683202707,1.8563943528330207,1.894285815305886,0.1311003498175635,0.0,0.0625,0.341549035429765,0.1875
shekel,value,exact,bias,0,1.0,bias1_anchored,logei,auc_simple_regret_excess_true,5,472.37593766106704,301.7369706123777,565.5549616754615,0.8352432029977231,-229.85329725686302,1174.605172578997,-0.2381648643075118,1.840353603156772,1.8676605796475652,0.13519649319094865,1.0,0.125,0.341549035429765,0.2857142857142857
shekel,value,exact,bias,0,1.0,bias1_anchored,qnei,auc_simple_regret_excess_true,5,207.88084926929392,234.83171832497192,178.48437684193058,1.1647005354053899,-13.736775697164944,429.4984742357528,-0.04275793771796003,2.3008336135840066,2.6043495705968525,0.0597739829913056,0.0,0.0625,0.31879457595362987,0.1875
shekel,value,exact,bias,0,5.0,bias5_anchored,logei,auc_simple_regret_excess_true,5,524.7943788203986,357.7252165637947,527.6650364366476,0.9945596971221844,-130.38830003386408,1179.9770576746614,-0.14094471912520593,2.058966640886622,2.2239030904468065,0.09021993884139745,0.0,0.0625,0.341549035429765,0.1875
shekel,value,exact,bias,0,5.0,bias5_anchored,qnei,auc_simple_regret_excess_true,5,462.66967602051693,437.1608016945961,377.5635550956957,1.2254087286132547,-6.1373973756317355,931.4767494166656,-0.008951511668207885,2.3889155212879443,2.7400972174008285,0.05190032672138238,0.0,0.0625,0.31879457595362987,0.1875
shekel,value,exact,bias,20,0.05,bias0.05_anchored,logei,auc_simple_regret_excess_true,5,-3.7874034852396106,6.20406049278472,27.586315736340417,-0.13729283465897302,-38.04033857813547,30.46553160765625,-1.0104696151465329,0.7521675895076794,-0.30699611112110287,0.7741646613725434,6.0,0.8125,0.8641838080437693,0.8478260869565217
shekel,value,exact,bias,20,0.05,bias0.05_anchored,qnei,auc_simple_regret_excess_true,5,-32.65311568173733,3.3497857133929756,131.37022412342137,-0.24855796585274886,-195.7707934117493,130.46456204827462,,,-0.555792507995818,0.6079727359394912,6.0,0.8125,0.7295672831273894,0.8478260869565217
