User_ID;Run;Phase;value;x0;x1;x2;x3
15;1;sampling;2.5662429009073087;0.3269722766055607;0.9872768433379256;0.3187108384855167;0.7885489358200289
15;2;sampling;0.42869994984273374;0.8698965116962161;0.391084806539194;0.4378818731227988;0.372748903089353
15;3;sampling;-0.4647093225156227;0.1069535964727743;0.4789654541627169;0.2413521450846822;0.2571452485511297
15;4;sampling;-3.260920552781896;0.1847315568344149;0.1938645489043107;0.813827670155021;0.4229841881442263
15;5;sampling;1.4201456442843547;0.255920505158226;0.5909028517654116;0.6042722960584558;0.6468580270601879
15;6;optimization;-0.614474267341245;0.6076008870425951;0.0952628378764419;1.0;0.9217061647776554
15;7;optimization;1.7285917279109992;1.0;1.0;0.0;0.8834034958372362
15;8;optimization;0.38352295603695197;1.0;1.0;1.0;0.7195160195687668
15;9;optimization;3.0490190411389797;1.0;1.0;1.0;1.0
15;10;optimization;2.6957754118480275;1.0;1.0;1.0;1.0
15;11;optimization;0.07451122658100795;1.0;1.0;1.0;1.0
15;12;optimization;4.335875099015557;1.0;1.0;1.0;1.0
15;13;optimization;1.8697145342078847;1.0;1.0;1.0;1.0
15;14;optimization;4.323513780175219;1.0;1.0;1.0;1.0
15;15;optimization;3.436465878472291;1.0;1.0;1.0;1.0
15;16;optimization;1.4724081581567297;0.7806359050832916;1.0;1.0;1.0
15;17;optimization;2.570462333408509;1.0;1.0;1.0;1.0
15;18;optimization;1.1026183225367652;1.0;1.0;1.0;1.0
15;19;optimization;2.869424488385554;1.0;1.0;0.847663572076777;1.0
15;20;optimization;0.8456132922836761;1.0;1.0;1.0;1.0
