arm,dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,file,procedure,family,k,m,regret_noisy,regret_clean,ref_noisy,ref_clean,gp_failed_noisy,gp_failed_clean,n_candidates_noisy,pick_changed_noisy,n_candidates_clean,pick_changed_clean,n_distinct_looked_noisy,max_looks_on_one_noisy,top_candidate_regret_noisy,best_candidate_regret_noisy,n_distinct_looked_clean,max_looks_on_one_clean,top_candidate_regret_clean,best_candidate_regret_clean,candidates_noisy,rho_noisy,winner_noisy,candidates_clean,rho_clean,winner_clean
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,standard,standard,0,0.0,0.1627882977032364,0.0046773961723223,0.1627882977032364,0.0046773961723223,False,False,,,,,,,,,,,,,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,shortlist_m1,shortlist,0,1.0,0.0020936001171122376,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,1.0,False,1.0,False,,,,,,,,,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,shortlist_m2,shortlist,0,2.0,0.0020936001171122376,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,2.0,False,2.0,False,,,,,,,,,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,shortlist_m3,shortlist,0,3.0,0.0020936001171122376,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,3.0,False,3.0,False,,,,,,,,,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,shortlist_m5,shortlist,0,5.0,0.0017629330436268464,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,5.0,True,5.0,False,,,,,,,,,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,ordinal_pm,ordinal,0,50.0,0.02351113753866263,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,50.0,True,50.0,False,,,,,,,,,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,ordinal_lcb1,ordinal,0,50.0,0.02351113753866263,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,50.0,True,50.0,False,,,,,,,,,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,lucb_k4_rho1,lucb,4,12.0,0.003712744771166787,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,12.0,False,12.0,False,3.0,2.0,0.003712744771166787,0.0014805636322500204,3.0,2.0,0.004677396172322323,0.004677396172322323,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,lucb_k4_rho0.5,lucb,4,12.0,0.005465993778809408,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,12.0,True,12.0,False,3.0,2.0,0.003712744771166787,0.0014805636322500204,3.0,2.0,0.004677396172322323,0.004677396172322323,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_lcb_rho1_post,tournament,4,,0.003712744771166787,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,False,4.0,False,,,0.003712744771166787,0.0020936001171122376,,,0.004677396172322323,0.004677396172322323,lcb,1.0,post,lcb,1.0,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_lcb_rho1_look,tournament,4,,0.008883877210602686,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,True,4.0,False,,,0.003712744771166787,0.0020936001171122376,,,0.004677396172322323,0.004677396172322323,lcb,1.0,look,lcb,1.0,look
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_lcb_rho0.5_post,tournament,4,,0.003712744771166787,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,False,4.0,False,,,0.003712744771166787,0.0020936001171122376,,,0.004677396172322323,0.004677396172322323,lcb,0.5,post,lcb,0.5,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_lcb_rho0.5_look,tournament,4,,0.008883877210602686,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,True,4.0,False,,,0.003712744771166787,0.0020936001171122376,,,0.004677396172322323,0.004677396172322323,lcb,0.5,look,lcb,0.5,look
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_obs_rho1_post,tournament,4,,0.00944374259730918,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,True,4.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,1.0,post,obs,1.0,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_obs_rho1_look,tournament,4,,0.04455056768280008,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,True,4.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,1.0,look,obs,1.0,look
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_obs_rho0.5_post,tournament,4,,0.00944374259730918,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,True,4.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,0.5,post,obs,0.5,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k4_obs_rho0.5_look,tournament,4,,0.04455056768280008,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,4.0,True,4.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,0.5,look,obs,0.5,look
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,lucb_k8_rho1,lucb,8,24.0,0.007682749398865707,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,24.0,True,24.0,False,5.0,3.0,0.003712744771166787,0.0014805636322500204,5.0,4.0,0.004677396172322323,0.004677396172322323,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,lucb_k8_rho0.5,lucb,8,24.0,0.007682749398865707,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,24.0,True,24.0,False,5.0,2.0,0.003712744771166787,0.0014805636322500204,5.0,4.0,0.004677396172322323,0.004677396172322323,,,,,,
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_lcb_rho1_post,tournament,8,,0.0020936001171122376,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,True,8.0,False,,,0.003712744771166787,0.0014805636322500204,,,0.004677396172322323,0.004677396172322323,lcb,1.0,post,lcb,1.0,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_lcb_rho1_look,tournament,8,,0.003712744771166787,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,False,8.0,False,,,0.003712744771166787,0.0014805636322500204,,,0.004677396172322323,0.004677396172322323,lcb,1.0,look,lcb,1.0,look
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_lcb_rho0.5_post,tournament,8,,0.0020936001171122376,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,True,8.0,False,,,0.003712744771166787,0.0014805636322500204,,,0.004677396172322323,0.004677396172322323,lcb,0.5,post,lcb,0.5,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_lcb_rho0.5_look,tournament,8,,0.003712744771166787,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,False,8.0,False,,,0.003712744771166787,0.0014805636322500204,,,0.004677396172322323,0.004677396172322323,lcb,0.5,look,lcb,0.5,look
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_obs_rho1_post,tournament,8,,0.02219549274316135,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,True,8.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,1.0,post,obs,1.0,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_obs_rho1_look,tournament,8,,0.16278829770323644,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,False,8.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,1.0,look,obs,1.0,look
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_obs_rho0.5_post,tournament,8,,0.00944374259730918,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,True,8.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,0.5,post,obs,0.5,post
output-boba-ceiling,powell,logei,16,gaussian,0.25,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std0.25_ceil0.9-fixed.csv,tournament_k8_obs_rho0.5_look,tournament,8,,0.02351113753866263,0.004677396172322323,0.1627882977032364,0.0046773961723223,False,False,8.0,True,8.0,False,,,0.16278829770323644,0.00944374259730918,,,0.004677396172322323,0.004677396172322323,obs,0.5,look,obs,0.5,look
output-boba-ceiling,powell,logei,16,gaussian,1.0,0,ceil0.9-fixed,bo_sensor_error_powell_value_logei_seed16_jittered_exact_gaussian_jit0_std1.0_ceil0.9-fixed.csv,standard,standard,0,0.0,0.198900503050143,0.0046773961723223,0.198900503050143,0.0046773961723223,False,False,,,,,,,,,,,,,,,,,,
