iteration,x0,x1,x2,x3,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8647975870165865,0.855302514932059,0.8110233987843422,0.2614463614164766,-1.4034698087179842,-1.33304587770823,True,0.0704239310097543,qnei,0.0,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.007590231683164978,"x0,x1,x2,x3",3.5354125437868587,-1.4034698087179842,4.938882352504843,4.938882352504843,4.938882352504843,4.938882352504843,-1.4034698087179842,4.938882352504843,yerkes_dodson
2,0.0771994577184214,0.9464657804460633,0.6137916910471019,0.00263075362629972,-1.0163060953028302,-0.9808278255714705,True,0.0354782697313597,qnei,0.0,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.0005480570438376487,"x0,x1,x2,x3",3.5354125437868587,-1.0163060953028302,4.551718639089689,9.490600991594532,4.551718639089689,4.745300495797266,-1.0163060953028302,4.551718639089689,yerkes_dodson
3,0.9104071780658378,0.9848034752375554,0.2862966041661704,0.8136611230389795,-1.4140298895981658,-1.3911770000950137,True,0.02285288950315212,qnei,0.0,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.00029630085722100115,"x0,x1,x2,x3",3.5354125437868587,-1.0163060953028302,4.949442433385024,14.440043424979557,4.551718639089689,4.813347808326519,-1.0163060953028302,4.551718639089689,yerkes_dodson
4,0.08240794388130823,0.4382800473034214,0.8177037747448075,0.40873333268977363,0.5295419342030362,0.5968055984751093,True,0.06726366427207309,qnei,0.0,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.005644245263273049,"x0,x1,x2,x3",3.5354125437868587,0.5295419342030362,3.0058706095838224,17.44591403456338,3.0058706095838224,4.361478508640845,0.5295419342030362,3.0058706095838224,yerkes_dodson
5,0.5177497071869771,0.11703988347506633,0.8140065192501118,0.4978674083325122,0.9066790171356253,0.8418190037410361,True,-0.06486001339458913,qnei,0.0,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.0017351525499635812,"x0,x1,x2,x3",3.5354125437868587,0.9066790171356253,2.6287335266512333,20.07464756121461,2.6287335266512333,4.014929512242922,0.9066790171356253,2.6287335266512333,yerkes_dodson
6,0.0,0.13940197950547528,0.19611341325846465,0.0,-1.8558191595876425,-1.9424790698744112,True,-0.08665991028676867,qnei,0.25449889997253194,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.004318086547701648,"x0,x1,x2,x3",3.5354125437868587,0.9066790171356253,5.391231703374501,25.465879264589113,2.6287335266512333,4.244313210764852,0.9066790171356253,2.6287335266512333,yerkes_dodson
7,0.0,0.11651490366613794,0.87527105995982,0.5403700638827124,-0.6406947574033958,-0.6567243799506044,True,-0.016029622547208633,qnei,0.21107320004375651,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.0005469005901462082,"x0,x1,x2,x3",3.5354125437868587,0.9066790171356253,4.176107301190254,29.641986565779366,2.6287335266512333,4.234569509397052,0.9066790171356253,2.6287335266512333,yerkes_dodson
8,0.40124220760223533,0.29962140598605724,0.7804193510127316,0.4250970076197225,1.0889273676036368,0.9379942474914491,True,-0.15093312011218774,qnei,0.2706900999764912,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.019052059969657434,"x0,x1,x2,x3",3.5354125437868587,1.0889273676036368,2.446485176183222,32.088471741962586,2.446485176183222,4.011058967745323,1.0889273676036368,2.446485176183222,yerkes_dodson
9,0.48690655124901555,0.05527420621492713,0.9599069794550017,0.4128171186393696,0.5089780239160318,0.43976108508685635,True,-0.0692169388291754,qnei,0.2862362000159919,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.004116360679170758,"x0,x1,x2,x3",3.5354125437868587,1.0889273676036368,3.026434519870827,35.11490626183341,2.446485176183222,3.9016562513148236,1.0889273676036368,2.446485176183222,yerkes_dodson
10,0.5230324302405748,0.3174776138565339,0.8664227310915553,0.7075583579284732,0.5621303009965817,0.6287310120318835,True,0.06660071103530185,qnei,0.20480989996576682,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.003954704728214062,"x0,x1,x2,x3",3.5354125437868587,1.0889273676036368,2.973282242790277,38.08818850462369,2.446485176183222,3.8088188504623686,1.0889273676036368,2.446485176183222,yerkes_dodson
11,0.6363658834224613,0.19980401117469757,0.7776437640219922,0.0963343151994379,-0.7066025081670847,-0.6806632674045984,True,0.025939240762486326,qnei,0.17580630001612008,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.0004652760552262424,"x0,x1,x2,x3",3.5354125437868587,1.0889273676036368,4.242015051953944,42.33020355657763,2.446485176183222,3.848200323325239,1.0889273676036368,2.446485176183222,yerkes_dodson
12,0.4510979222547285,0.3463500309678105,0.5538852638076736,0.5266977362897244,2.7735154709912258,2.740805863141223,True,-0.032709607850002875,qnei,0.3290395999792963,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.0005626327518470086,"x0,x1,x2,x3",3.5354125437868587,2.7735154709912258,0.7618970727956329,43.09210062937326,0.7618970727956329,3.5910083857811053,2.7735154709912258,0.7618970727956329,yerkes_dodson
13,0.32700994993799914,0.4037707762020992,0.5215177636917631,0.6055861323568754,2.2593187576892277,2.2226270837782263,True,-0.03669167391100148,qnei,0.21150749997468665,False,13,6ee74b6e-692f-47fc-90f9-95eb0cdbdd30,gaussian,0.05,0,exact,value,self_report,0.001371616458051496,"x0,x1,x2,x3",3.5354125437868587,2.7735154709912258,1.276093786097631,44.368194415470896,0.7618970727956329,3.4129380319592997,2.7735154709912258,0.7618970727956329,yerkes_dodson
