iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.0033679477896715,0.6524516488288785,2.6026363654825047,0.4689836211867622,1.6110232157240438,-1.0005901198454061,-1.0005901198454061,False,0.0,logei,0.0,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-1.0005901198454061,9.048311286534384,9.048311286534384,9.048311286534384,9.048311286534384,-1.0005901198454061,9.048311286534384,michalewicz
2,0.4270040294696573,2.1646719429357737,2.644428466875382,1.3367759402838328,3.0062717024781365,-0.9041066659867205,-0.9041066659867205,False,0.0,logei,0.0,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.9041066659867205,8.951827832675699,18.000139119210083,8.951827832675699,9.000069559605041,-0.9041066659867205,8.951827832675699,michalewicz
3,2.5928597954643946,1.0625347409922794,1.8088051076493177,2.3665676041036434,2.598423652312292,-0.4821873194693632,-0.4821873194693632,False,0.0,logei,0.0,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,8.529908486158341,26.530047605368424,8.529908486158341,8.843349201789474,-0.4821873194693632,8.529908486158341,michalewicz
4,2.9324834426054185,0.45551426842114484,2.3423093136775615,0.43778531524264847,2.847944080472264,-0.9783677662708578,-0.9783677662708578,False,0.0,logei,0.0,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,9.026088932959835,35.55613653832826,8.529908486158341,8.889034134582065,-0.4821873194693632,8.529908486158341,michalewicz
5,0.7103594437025119,2.680531730054245,0.9623259560190263,3.0468119599852646,1.6268241612762053,-0.1892230366634753,-0.1892230366634753,False,0.0,logei,0.0,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.236944203352454,43.79308074168071,8.236944203352454,8.758616148336142,-0.1892230366634753,8.236944203352454,michalewicz
6,3.141592653589793,2.1399844171352522,0.0,3.141592653589793,0.0,-1.05393823191503,-1.05393823191503,False,0.0,logei,0.8448976000072435,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.101659398604008,52.89474014028472,8.236944203352454,8.815790023380787,-0.1892230366634753,8.236944203352454,michalewicz
7,1.0744588254153316,1.9367249850705746,1.5698711000218624,2.858008517086789,2.59946077693866,-0.4817691007659867,-0.4817691007659867,False,0.0,logei,0.7124453000142239,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.529490267454966,61.424230407739685,8.236944203352454,8.774890058248527,-0.1892230366634753,8.236944203352454,michalewicz
8,0.30873613892762386,2.8783001681360028,0.41513537989446986,3.141592653589793,1.613418923117367,-0.9734105709907918,-0.9734105709907918,False,0.0,logei,0.9289596999878995,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.02113173767977,70.44536214541945,8.236944203352454,8.805670268177431,-0.1892230366634753,8.236944203352454,michalewicz
9,2.346490251712973,2.4592953080795934,1.0883300337393864,2.617220557105443,0.40459204147738015,0.1735445724055834,0.1735445724055834,False,0.0,logei,0.9980670000077225,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.1735445724055834,7.874176594283395,78.31953873970285,7.874176594283395,8.702170971078095,0.1735445724055834,7.874176594283395,michalewicz
10,3.141592653589793,1.4333241350842554,1.1599814008015386,1.9628486155315297,0.0,1.9118561982562148,1.9118561982562148,False,0.0,logei,0.7675293000065722,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,6.135864968432763,84.4554037081356,6.135864968432763,8.44554037081356,1.9118561982562148,6.135864968432763,michalewicz
11,1.4468082024408264,1.2581582826102107,1.121648304769281,1.645808717271715,0.018982138751215072,-0.5565274744323867,-0.5565274744323867,False,0.0,logei,0.6992249999893829,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,8.604248641121366,93.05965234925696,6.135864968432763,8.459968395386996,1.9118561982562148,6.135864968432763,michalewicz
12,3.141592653589793,1.1537440734394775,1.1205176088115818,1.0960374526840961,0.0,1.0737522447761467,1.0737522447761467,False,0.0,logei,0.6694158000173047,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,6.973968921912832,100.03362127116979,6.135864968432763,8.336135105930817,1.9118561982562148,6.135864968432763,michalewicz
13,3.141592653589793,0.8255157942898785,1.1054398521063258,2.1908072793960907,0.0,-0.7297488540729121,-0.7297488540729121,False,0.0,logei,0.5715920999646187,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,8.777470020761891,108.81109129193169,6.135864968432763,8.370083945533207,1.9118561982562148,6.135864968432763,michalewicz
14,3.141592653589793,1.4366035774686032,1.1293980398450478,0.3825797490337115,0.0,0.42568065815468437,0.42568065815468437,False,0.0,logei,0.812960600014776,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,7.622040508534294,116.43313180046599,6.135864968432763,8.316652271461857,1.9118561982562148,6.135864968432763,michalewicz
15,3.141592653589793,1.3984914552078889,0.8206790387343116,1.77558972265702,0.0,-0.395202958343304,-0.395202958343304,False,0.0,logei,0.7051272999960929,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,8.442924125032283,124.87605592549826,6.135864968432763,8.325070395033217,1.9118561982562148,6.135864968432763,michalewicz
16,3.1203849947646307,1.7444997543223912,1.244477897761308,2.0261345146215217,1.2498219574801503,1.2285406626890243,1.2285406626890243,False,0.0,logei,0.7246797999832779,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,6.819180503999954,131.6952364294982,6.135864968432763,8.230952276843638,1.9118561982562148,6.135864968432763,michalewicz
17,3.1147970260039677,1.538752585611872,1.3864721922457592,2.1857663066554,2.0785533945164745,1.7486053007812932,1.7486053007812932,False,0.0,logei,0.5787090999656357,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.9118561982562148,6.299115865907686,137.9943522954059,6.135864968432763,8.117314840906229,1.9118561982562148,6.135864968432763,michalewicz
18,3.141592653589793,1.4087367330744762,1.2865748719770382,1.8928356896443361,0.39365337757647667,3.0083381843715262,3.0083381843715262,False,0.0,logei,0.6367157999775372,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,5.039382982317452,143.03373527772334,5.039382982317452,7.946318626540186,3.0083381843715262,5.039382982317452,michalewicz
19,2.737690594487391,1.1085733501054318,1.471410592220122,2.1124851516578578,0.06718509085313039,-0.9048553996897251,-0.9048553996897251,False,0.0,logei,0.5424518000218086,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,8.952576566378703,151.98631184410203,5.039382982317452,7.999279570742212,3.0083381843715262,5.039382982317452,michalewicz
20,3.1141386957548085,1.1108705805538743,1.3136241454681656,1.8716771233077456,1.4819071986099273,1.6931670831149164,1.6931670831149164,False,0.0,logei,0.9275125000276603,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,6.354554083574062,158.3408659276761,5.039382982317452,7.917043296383805,3.0083381843715262,5.039382982317452,michalewicz
21,3.0636339357490323,1.457698999146019,1.4820151400817136,0.8101205255492174,1.1041462531804849,0.6780440652202497,0.6780440652202497,False,0.0,logei,0.7298150999704376,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.369677101468729,165.71054302914484,5.039382982317452,7.890978239483088,3.0083381843715262,5.039382982317452,michalewicz
22,2.1939770428540544,2.9760542882128194,0.8231497866287121,2.765498273832816,0.0852409552594003,0.4994552970294738,0.4994552970294738,False,0.0,logei,1.3985441999975592,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.548265869659504,173.25880889880435,5.039382982317452,7.875400404491106,3.0083381843715262,5.039382982317452,michalewicz
23,2.02791993882865,2.8549073182311986,1.0375980358279415,1.4637958795344825,0.36958809733348863,-0.05586310774872083,-0.05586310774872083,False,0.0,logei,0.5277882000082172,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,8.103584274437699,181.36239317324205,5.039382982317452,7.885321442314872,3.0083381843715262,5.039382982317452,michalewicz
24,3.0071160056555195,1.2433365196343902,1.1379918665714723,1.6217354652690663,2.671619005946327,-0.21528030252859415,-0.21528030252859415,False,0.0,logei,0.5764069000142626,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,8.263001469217572,189.62539464245964,5.039382982317452,7.901058110102485,3.0083381843715262,5.039382982317452,michalewicz
25,2.4130007050626414,2.909348341912644,0.6678776092554656,3.1028315998725957,1.6708443603786014,0.45211493588096785,0.45211493588096785,False,0.0,logei,0.7576860999688506,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.59560623080801,197.22100087326766,5.039382982317452,7.888840034930706,3.0083381843715262,5.039382982317452,michalewicz
26,3.0847066101713483,1.4769532319359482,1.6193318588019507,2.004157470689119,1.335565920659571,0.6663751884901538,0.6663751884901538,False,0.0,logei,0.8298210999928415,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.381345978198825,204.60234685146648,5.039382982317452,7.869321032748711,3.0083381843715262,5.039382982317452,michalewicz
27,2.2858753847324507,2.6165085547733073,0.9000807931853753,1.5727279021434704,2.8421299026909375,0.5635107501090606,0.5635107501090606,False,0.0,logei,0.8503383999923244,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.484210416579918,212.0865572680464,5.039382982317452,7.855057676594311,3.0083381843715262,5.039382982317452,michalewicz
28,2.3950998465443005,3.030704514387023,0.6804753327636568,1.0438395853656843,0.7808841136088159,0.8541552010271045,0.8541552010271045,False,0.0,logei,0.8727111000334844,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.193565965661874,219.28012323370825,5.039382982317452,7.831432972632437,3.0083381843715262,5.039382982317452,michalewicz
29,2.428983701814827,3.141592653589793,0.9827124585380126,1.8591373657838883,1.460078717826738,0.14364053739352928,0.14364053739352928,False,0.0,logei,1.0147200000355951,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.904080629295449,227.1842038630037,5.039382982317452,7.833938064241506,3.0083381843715262,5.039382982317452,michalewicz
30,2.3148095393143313,2.5037425234101116,0.6461515598619387,1.681986010767106,0.0,0.1402837567695943,0.1402837567695943,False,0.0,logei,0.8461637000436895,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.907437409919384,235.09164127292308,5.039382982317452,7.8363880424307695,3.0083381843715262,5.039382982317452,michalewicz
31,2.2015705267866794,3.099776858197625,0.6291089980980997,1.6469473284614344,3.1408708443607765,0.5018337478905239,0.5018337478905239,False,0.0,logei,0.6574898999533616,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,7.545887418798454,242.63752869172154,5.039382982317452,7.827017054571662,3.0083381843715262,5.039382982317452,michalewicz
32,2.9797179610538613,1.4314601561759586,1.283263848488789,2.5830704904696105,0.6299398481475353,1.7582085110282766,1.7582085110282766,False,0.0,logei,0.7218764999997802,False,True,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,6.289512655660702,248.92704134738224,5.039382982317452,7.778970042105695,3.0083381843715262,5.039382982317452,michalewicz
33,2.619486535656904,2.7535436894504333,0.650742704308378,0.9115225508883681,3.141592653589793,-0.29471422318053936,-0.29471422318053936,False,0.0,logei,0.7176710999920033,False,False,10,7ac3adba-0ffe-4989-a7f0-ca2954066dcc,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.0083381843715262,8.342435389869518,257.26947673725175,5.039382982317452,7.7960447496136895,3.0083381843715262,5.039382982317452,michalewicz
