iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.9637953256775056,2.818680285825393,2.436888465969028,0.7075092536100441,0.9430001955324466,0.90007361838061,0.90007361838061,False,0.0,logei,0.0,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.147647548308369,7.147647548308369,7.147647548308369,7.147647548308369,0.90007361838061,7.147647548308369,michalewicz
2,2.7443490865749487,0.016541442142122352,2.5799651661104637,2.5040674617684413,1.4700610102117195,-0.07730669503760453,-0.07730669503760453,False,0.0,logei,0.0,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.125027861726583,15.272675410034951,7.147647548308369,7.636337705017476,0.90007361838061,7.147647548308369,michalewicz
3,0.952004445895042,0.8746998575470308,0.8006964241976576,1.398248452847806,1.5850851037238267,-1.04660950384501,-1.04660950384501,False,0.0,logei,0.0,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.094330670533989,24.36700608056894,7.147647548308369,8.122335360189647,0.90007361838061,7.147647548308369,michalewicz
4,1.7388632150586287,3.127456377084045,2.4902208621823125,1.954633696428515,3.1069099346504863,0.40980425343275584,0.40980425343275584,False,0.0,logei,0.0,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,7.637916913256222,32.00492299382516,7.147647548308369,8.00123074845629,0.90007361838061,7.147647548308369,michalewicz
5,0.6764122246309393,0.5033209485844836,1.9243499208169526,0.1380478893954662,0.11209290167316548,-1.0539382228456007,-1.0539382228456007,False,0.0,logei,0.0,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.101659389534579,41.106582383359736,7.147647548308369,8.221316476671948,0.90007361838061,7.147647548308369,michalewicz
6,2.6998745974180345,3.0348785717662254,2.8437785728662486,0.0,0.0,-0.5731596848869187,-0.5731596848869187,False,0.0,logei,0.8895549000008032,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,8.620880851575897,49.727463234935634,7.147647548308369,8.28791053915594,0.90007361838061,7.147647548308369,michalewicz
7,1.773879550333431,3.141592653589793,2.963984898842023,0.0,0.0,-0.9755854699266714,-0.9755854699266714,False,0.0,logei,0.37767279997933656,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.90007361838061,9.023306636615649,58.750769871551284,7.147647548308369,8.392967124507326,0.90007361838061,7.147647548308369,michalewicz
8,3.0632892664360623,2.757431354006623,3.141592653589793,1.1745932715633667,0.92776659778752,1.8639486419799365,1.8639486419799365,False,0.0,logei,0.36963440000545233,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.8639486419799365,6.183772524709042,64.93454239626033,6.183772524709042,8.11681779953254,1.8639486419799365,6.183772524709042,michalewicz
9,3.141592653589793,2.500373792418079,2.801356579948445,1.3871311874101944,1.0808425143935068,-0.1418473463875541,-0.1418473463875541,False,0.0,logei,0.3468874000245705,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.8639486419799365,8.189568513076532,73.12411090933686,6.183772524709042,8.12490121214854,1.8639486419799365,6.183772524709042,michalewicz
10,2.6609530598615225,2.712604779151067,2.85905725256076,1.0621752107500437,0.430708700557136,1.6970042408412989,1.6970042408412989,False,0.0,logei,0.5252564999973401,False,True,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.8639486419799365,6.35071692584768,79.47482783518454,6.183772524709042,7.9474827835184545,1.8639486419799365,6.183772524709042,michalewicz
11,3.141592653589793,3.141592653589793,3.141592653589793,1.0875434528177244,1.6248829292229638,0.7214347221165451,0.7214347221165451,False,0.0,logei,0.40275099995778874,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.8639486419799365,7.326286444572434,86.80111427975697,6.183772524709042,7.891010389068816,1.8639486419799365,6.183772524709042,michalewicz
12,2.999921283324927,1.6757368039908433,2.715696216350762,1.026018655569316,0.9686163383776085,2.6266797298396534,2.6266797298396534,False,0.0,logei,0.48397430003387854,False,True,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6266797298396534,5.421041436849325,92.2221557166063,5.421041436849325,7.685179643050525,2.6266797298396534,5.421041436849325,michalewicz
13,3.141592653589793,0.0,3.141592653589793,1.0021632110584602,0.8852242325564861,0.1522511951109705,0.1522511951109705,False,0.0,logei,0.556044299970381,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6266797298396534,7.895469971578008,100.1176256881843,5.421041436849325,7.701355822168024,2.6266797298396534,5.421041436849325,michalewicz
14,3.141592653589793,2.1758488667808904,3.030176989783525,1.0001596118134535,0.9418708629772153,0.8313274989692547,0.8313274989692547,False,0.0,logei,0.3860227999975905,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6266797298396534,7.216393667719723,107.33401935590403,5.421041436849325,7.66671566827886,2.6266797298396534,5.421041436849325,michalewicz
15,3.141592653589793,2.178873958359167,2.6113130372414024,1.0603566649154739,1.1489491387024096,0.43320174760133556,0.43320174760133556,False,0.0,logei,0.5838223000173457,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6266797298396534,7.614519419087642,114.94853877499168,5.421041436849325,7.663235918332778,2.6266797298396534,5.421041436849325,michalewicz
16,2.9724376489404793,2.848567379121304,3.141592653589793,0.9509117343882826,0.5407844637640367,-0.7296511605277218,-0.7296511605277218,False,0.0,logei,0.4263016000040807,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.6266797298396534,8.7773723272167,123.72591110220837,5.421041436849325,7.732869443888023,2.6266797298396534,5.421041436849325,michalewicz
17,2.310343194670363,1.6917936164830651,2.8351120794425486,1.1273522155627642,1.3175292388667879,3.3206579969587877,3.3206579969587877,False,0.0,logei,0.18884179997257888,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.3206579969587877,4.72706316973019,128.45297427193856,4.72706316973019,7.556057310114033,3.3206579969587877,4.72706316973019,michalewicz
18,3.0160254649968756,1.6834311677255729,2.090118042129097,1.748587799148737,1.8350173949984503,0.15881576606679884,0.15881576606679884,False,0.0,logei,0.4152136000338942,False,True,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.3206579969587877,7.888905400622179,136.34187967256074,4.72706316973019,7.574548870697819,3.3206579969587877,4.72706316973019,michalewicz
19,1.9070546389505096,1.7377170040107754,3.141592653589793,1.105746583103192,1.3558345854718794,1.5358785202286005,1.5358785202286005,False,0.0,logei,0.7855671999859624,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.3206579969587877,6.511842646460378,142.8537223190211,4.72706316973019,7.518616964159006,3.3206579969587877,4.72706316973019,michalewicz
20,2.4739120971832858,1.665185663582405,2.060423079852587,1.197888898282274,2.5067739903036514,1.493503864073945,1.493503864073945,False,0.0,logei,0.4319448000169359,False,True,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,3.3206579969587877,6.554217302615033,149.40793962163613,4.72706316973019,7.470396981081807,3.3206579969587877,4.72706316973019,michalewicz
21,2.470369945736048,1.522309017901038,2.842743682603704,1.0581533483001904,1.0382058831456256,4.2082901298446345,4.2082901298446345,False,0.0,logei,0.23285779997240752,False,False,7,6fade3f3-86d4-47b6-8b70-119a85e2fcd3,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,4.2082901298446345,3.839431036844344,153.24737065848046,3.839431036844344,7.297493840880022,4.2082901298446345,3.839431036844344,michalewicz
