iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.4039152044902676,1.5685276647418804,1.889662821455866,0.09012917794007706,0.46472350058283796,0.8872794804849488,0.8872794804849488,False,0.0,pi,0.0,False,False,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.160441686204029,7.160441686204029,7.160441686204029,7.160441686204029,0.8872794804849488,7.160441686204029,michalewicz
2,2.9160609307133636,0.22123276470758535,0.4076968860601681,2.9792617020516117,1.9537049265171427,-0.9325116878672203,-0.9325116878672203,False,0.0,pi,0.0,False,False,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,8.9802328545562,16.14067454076023,7.160441686204029,8.070337270380115,0.8872794804849488,7.160441686204029,michalewicz
3,1.1592260867346609,1.606579135616254,2.0823825501105446,0.8649081530636696,0.43343948414876815,0.8650715343080728,0.8650715343080728,False,0.0,pi,0.0,False,False,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.1826496323809055,23.323324173141135,7.160441686204029,7.774441391047045,0.8872794804849488,7.160441686204029,michalewicz
4,2.4756994008316204,2.1059998862725258,1.6096965118680393,2.5658531871613883,1.7249708309499152,1.1832821562984503,1.1832821562984503,False,0.0,pi,0.0,False,False,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,6.864439010390528,30.187763183531665,6.864439010390528,7.546940795882916,1.1832821562984503,6.864439010390528,michalewicz
5,3.081631083022443,0.6424854213040749,1.73959524004701,1.519351794949105,1.1098456893559028,-0.6877722785634273,-0.6877722785634273,False,0.0,pi,0.0,False,False,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.735493445252406,38.923256628784074,6.864439010390528,7.784651325756815,1.1832821562984503,6.864439010390528,michalewicz
6,1.7370385960428556,2.1995392876225943,1.6249142782906558,1.958116495879989,1.5275626401969715,0.3288223642864154,0.3288223642864154,False,0.0,pi,0.24921889998950064,False,False,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,7.718898802402563,46.64215543118664,6.864439010390528,7.77369257186444,1.1832821562984503,6.864439010390528,michalewicz
7,2.831734915511422,1.9517666925585095,1.7993553963151272,3.1111745052848976,1.5669887423279274,-1.052245486407059,-1.052245486407059,False,0.0,pi,0.4274116000160575,False,True,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,9.099966653096038,55.74212208428268,6.864439010390528,7.963160297754668,1.1832821562984503,6.864439010390528,michalewicz
8,2.474968686606925,1.6546284551570025,1.5687090277822908,2.4561616813863507,1.2099964053685086,1.573298364256462,1.573298364256462,False,0.0,pi,0.4391870000399649,False,True,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.573298364256462,6.4744228024325166,62.21654488671519,6.4744228024325166,7.777068110839399,1.573298364256462,6.4744228024325166,michalewicz
9,2.1741138619732467,1.8606974256983666,1.1794038232601998,2.312919434754634,0.7624704724796586,1.5072532285855471,1.5072532285855471,False,0.0,pi,0.4469029000028968,False,True,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.573298364256462,6.540467938103431,68.75701282481862,6.4744228024325166,7.639668091646513,1.573298364256462,6.4744228024325166,michalewicz
10,2.468175376774382,1.6177178475729568,2.741273106768335,2.3991031905691567,1.0322528717464103,2.5213805150784387,2.5213805150784387,False,0.0,pi,0.5419167000218295,False,True,11,428d0d53-e70a-49ea-9da0-db7506502cc2,gaussian,1.0,20,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.5213805150784387,5.526340651610539,74.28335347642916,5.526340651610539,7.428335347642916,2.5213805150784387,5.526340651610539,michalewicz
