iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,min_distance_redirect,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.4039152044902676,1.5685276647418804,1.889662821455866,0.09012917794007706,0.46472350058283796,0.8872794804849488,0.8872794804849488,False,0.0,pi,0.0,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.160441686204029,7.160441686204029,7.160441686204029,7.160441686204029,0.8872794804849488,7.160441686204029,michalewicz
2,2.9160609307133636,0.22123276470758535,0.4076968860601681,2.9792617020516117,1.9537049265171427,-0.9325116878672203,-0.9325116878672203,False,0.0,pi,0.0,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,8.9802328545562,16.14067454076023,7.160441686204029,8.070337270380115,0.8872794804849488,7.160441686204029,michalewicz
3,1.1592260867346609,1.606579135616254,2.0823825501105446,0.8649081530636696,0.43343948414876815,0.8650715343080728,0.8650715343080728,False,0.0,pi,0.0,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.1826496323809055,23.323324173141135,7.160441686204029,7.774441391047045,0.8872794804849488,7.160441686204029,michalewicz
4,2.4756994008316204,2.1059998862725258,1.6096965118680393,2.5658531871613883,1.7249708309499152,1.1832821562984503,1.1832821562984503,False,0.0,pi,0.0,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,6.864439010390528,30.187763183531665,6.864439010390528,7.546940795882916,1.1832821562984503,6.864439010390528,michalewicz
5,3.081631083022443,0.6424854213040749,1.73959524004701,1.519351794949105,1.1098456893559028,-0.6877722785634273,-0.6877722785634273,False,0.0,pi,0.0,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.735493445252406,38.923256628784074,6.864439010390528,7.784651325756815,1.1832821562984503,6.864439010390528,michalewicz
6,1.7370385960428556,2.1995392876225943,1.6249142782906558,1.958116495879989,1.5275626401969715,0.3288223642864154,0.3288223642864154,False,0.0,pi,0.268534799979534,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,7.718898802402563,46.64215543118664,6.864439010390528,7.77369257186444,1.1832821562984503,6.864439010390528,michalewicz
7,2.831734915511422,1.9517666925585095,1.7993553963151272,3.1111745052848976,1.5669887423279274,-1.052245486407059,-1.052245486407059,False,0.0,pi,0.29661590000614524,False,True,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,9.099966653096038,55.74212208428268,6.864439010390528,7.963160297754668,1.1832821562984503,6.864439010390528,michalewicz
8,2.474968686606925,1.6546284551570025,1.5687090277822908,2.4561616813863507,1.2099964053685086,1.573298364256462,1.573298364256462,False,0.0,pi,0.5423401999869384,False,True,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.573298364256462,6.4744228024325166,62.21654488671519,6.4744228024325166,7.777068110839399,1.573298364256462,6.4744228024325166,michalewicz
9,2.1741138619732467,1.8606974256983666,1.1794038232601998,2.312919434754634,0.7624704724796586,1.5072532285855471,1.5072532285855471,False,0.0,pi,0.4032174000167288,False,True,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,1.573298364256462,6.540467938103431,68.75701282481862,6.4744228024325166,7.639668091646513,1.573298364256462,6.4744228024325166,michalewicz
10,2.468175376774382,1.6177178475729568,2.741273106768335,2.3991031905691567,1.0322528717464103,2.5213805150784387,2.5213805150784387,False,0.0,pi,0.46448269998654723,False,True,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.5213805150784387,5.526340651610539,74.28335347642916,5.526340651610539,7.428335347642916,2.5213805150784387,5.526340651610539,michalewicz
11,2.4562822312807286,1.6091713473674967,3.141592653589793,2.379161057174679,0.8803994566069095,1.6095083790194138,1.6095083790194138,False,0.0,pi,0.3949881999869831,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.5213805150784387,6.438212787669564,80.72156626409873,5.526340651610539,7.338324205827157,2.5213805150784387,5.526340651610539,michalewicz
12,2.0472006541628827,2.08189079715548,2.420598034332809,2.357104846635395,0.9768458908821538,1.493547595722661,1.493547595722661,False,0.0,pi,0.28571319999173284,False,True,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.5213805150784387,6.554173570966317,87.27573983506504,5.526340651610539,7.272978319588753,2.5213805150784387,5.526340651610539,michalewicz
13,2.7573593926572175,1.2603119268503225,3.141592653589793,2.3782365306629845,1.0348395242479433,0.4230527963347323,0.4230527963347323,False,0.0,pi,0.26637420000042766,False,False,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.5213805150784387,7.624668370354246,94.90040820541928,5.526340651610539,7.300031400416868,2.5213805150784387,5.526340651610539,michalewicz
14,2.3172988039556452,1.3897253694269267,2.5120659059516104,1.3675788531026976,1.284826477282563,0.705192963134931,0.705192963134931,False,0.0,pi,0.3648780999938026,False,True,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.5213805150784387,7.342528203554047,102.24293640897334,5.526340651610539,7.303066886355238,2.5213805150784387,5.526340651610539,michalewicz
15,2.350119624681441,0.7411756532223213,3.06127569426188,2.377061145480088,0.26049546359243886,-0.07109042668127863,-0.07109042668127863,False,0.0,pi,0.31341070000780746,False,True,11,40678f5a-774b-4fc9-8d5e-905295f7e946,none,0.0,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4",8.047721166688978,2.5213805150784387,8.118811593370257,110.36174800234359,5.526340651610539,7.357449866822906,2.5213805150784387,5.526340651610539,michalewicz
