iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,379.1351848653667,-218.2991778943433,-0.7589797958595326,-1.403919444609361,True,-0.6449396487498285,logei,0.0,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,-0.7589797958595326,3.9640253269145913,3.9640253269145913,3.9640253269145913,3.9640253269145913,-0.7589797958595326,3.9640253269145913,eggholder
2,105.62370565279934,284.1949009102631,0.9657300948112961,-0.723548454410289,True,-1.6892785492215852,logei,0.0,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,2.2393154362437624,6.203340763158353,2.2393154362437624,3.1016703815791766,0.9657300948112961,2.2393154362437624,eggholder
3,221.26042071405084,425.3492433822797,-1.4386092571271623,-2.433521755266627,True,-0.9949124981394646,logei,0.0,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,4.643654788182221,10.846995551340575,2.2393154362437624,3.6156651837801914,0.9657300948112961,2.2393154362437624,eggholder
4,369.04309676327387,428.2753321459327,-0.13131650356244426,0.20457153920537877,True,0.335888042767823,logei,0.0,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,3.336362034617503,14.183357585958078,2.2393154362437624,3.5458393964895194,-0.13131650356244426,3.336362034617503,eggholder
5,-484.77415990518045,-64.25804786738308,-0.5776674838730664,1.0386995077854722,True,1.6163669916585386,logei,0.0,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,3.782713014928125,17.9660706008862,2.2393154362437624,3.5932141201772403,-0.5776674838730664,3.782713014928125,eggholder
6,-512.0,101.32892442113821,-1.3374318277653146,0.0716906586876025,True,1.409122486452917,logei,0.21102820005035028,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,4.542477358820373,22.508547959706576,2.2393154362437624,3.751424659951096,-0.5776674838730664,3.782713014928125,eggholder
7,-444.69018947285093,-147.08697521539256,0.6685154304440855,0.3283576031058947,True,-0.3401578273381908,logei,0.19308649998856708,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,2.5365301006109733,25.04507806031755,2.2393154362437624,3.5778682943310787,-0.5776674838730664,3.782713014928125,eggholder
8,-512.0,-154.61153734027917,-1.7274738465879877,-2.5889421411084212,True,-0.8614682945204335,logei,0.17824999999720603,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,4.932519377643047,29.977597437960597,2.2393154362437624,3.7471996797450746,-0.5776674838730664,3.782713014928125,eggholder
9,-457.55287942313157,-71.41179235206543,-1.4159360969880075,-1.9473498088413015,True,-0.531413711853294,logei,0.28399319999152794,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,4.620981628043066,34.598579066003666,2.2393154362437624,3.8442865628892964,-0.5776674838730664,3.782713014928125,eggholder
10,-499.1134848237638,-59.68162877068929,0.1130734603638367,-1.969277239261502,True,-2.082350699625339,logei,0.30260709999129176,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,3.091972070691222,37.690551136694886,2.2393154362437624,3.7690551136694888,-0.5776674838730664,3.782713014928125,eggholder
11,-497.6846756140995,254.12474695626275,0.7876211900366907,0.5759346554753433,True,-0.21168653456134745,logei,0.2531576000037603,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,2.417424341018368,40.107975477713254,2.2393154362437624,3.646179588883023,-0.5776674838730664,3.782713014928125,eggholder
12,-489.62484991656805,159.20030738402244,-1.6182490089557457,-2.274796213191979,True,-0.6565472042362333,logei,0.2100553999771364,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,4.823294540010805,44.93127001772406,2.2393154362437624,3.744272501477005,-0.5776674838730664,3.782713014928125,eggholder
13,-512.0,512.0,-3.533135983972524,-4.1677092123016175,True,-0.6345732283290935,logei,0.18824320001294836,False,1.27004464659307,9,36752c97-95db-4c38-904e-8f66c5213c3b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",3.2050455310550587,0.9657300948112961,6.738181515027582,51.669451532751644,2.2393154362437624,3.9745731948270495,-0.5776674838730664,3.782713014928125,eggholder
