iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-177.18038875590582,498.97148757803575,0.44332084815357076,0.29959377869704074,True,-0.14372706945653002,qnei,0.0,False,1.27004464659307,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,0.44332084815357076,2.761724682901488,2.761724682901488,2.761724682901488,2.761724682901488,0.44332084815357076,2.761724682901488,eggholder
2,-185.64010139083086,295.47411027970963,0.40041572224414207,0.33012617585594484,True,-0.07028954638819723,qnei,0.0,False,1.27004464659307,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,0.44332084815357076,2.8046298088109167,5.566354491712405,2.761724682901488,2.7831772458562023,0.40041572224414207,2.8046298088109167,eggholder
3,378.77402797692525,-111.52915810386537,1.222393723857696,0.8685716238079706,True,-0.3538221000497255,qnei,0.0,False,1.27004464659307,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,1.222393723857696,1.9826518071973627,7.5490062989097675,1.9826518071973627,2.5163354329699223,1.222393723857696,1.9826518071973627,eggholder
4,-63.608961922254025,-130.30512323650248,0.46099718007714546,0.5149114044957069,True,0.053914224418561474,qnei,0.0,False,1.722393723857696,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,1.222393723857696,2.744048350977913,10.293054649887681,1.9826518071973627,2.5732636624719203,1.222393723857696,1.9826518071973627,eggholder
5,-402.47951721187906,-21.53937493737783,-1.2619283954788965,-1.203814905271725,True,0.05811349020717138,qnei,0.0,False,1.722393723857696,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,1.222393723857696,4.466973926533955,14.760028576421636,1.9826518071973627,2.952005715284327,1.222393723857696,1.9826518071973627,eggholder
6,253.14520539195604,-298.77958499811695,0.423113080650171,0.22090035522632895,True,-0.20221272542384205,qnei,0.2138039999990724,False,1.722393723857696,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,1.222393723857696,2.781932450404888,17.541961026826524,1.9826518071973627,2.923660171137754,1.222393723857696,1.9826518071973627,eggholder
7,474.98289746226123,54.830620790299285,0.5621593176780465,0.6122388190596255,True,0.05007950138157902,qnei,0.2051849999697879,False,1.722393723857696,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,1.222393723857696,2.6428862133770123,20.184847240203535,1.9826518071973627,2.883549605743362,1.222393723857696,1.9826518071973627,eggholder
8,380.92652682289423,512.0,2.349390747850973,1.722393723857696,True,-0.6269970239932767,qnei,0.19215889996849,False,1.722393723857696,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.349390747850973,0.855654783204086,21.04050202340762,0.855654783204086,2.6300627529259524,2.349390747850973,0.855654783204086,eggholder
9,327.7810031699409,512.0,2.3589373522481454,2.4259944920235004,True,0.06705713977535499,qnei,0.24899259995436296,False,2.849390747850973,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3589373522481454,0.8461081788069134,21.886610202214534,0.8461081788069134,2.4318455780238373,2.3589373522481454,0.8461081788069134,eggholder
10,269.2259389014636,512.0,0.862623056540293,1.1891659844488611,True,0.3265429279085681,qnei,0.23487509996630251,False,2.8589373522481454,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3589373522481454,2.3424224745147657,24.2290326767293,0.8461081788069134,2.42290326767293,2.3589373522481454,0.8461081788069134,eggholder
11,58.136852672350074,442.36336218033955,-0.982516145423085,-1.3485221042742406,True,-0.3660059588511556,qnei,0.1902093999669887,False,2.8589373522481454,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.3589373522481454,4.187561676478143,28.416594353207444,0.8461081788069134,2.5833267593824947,2.3589373522481454,0.8461081788069134,eggholder
12,336.33463925113426,512.0,2.595134392865758,2.8589373522481454,True,0.2638029593823874,qnei,0.23627649998525158,False,2.8589373522481454,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.595134392865758,0.6099111381893008,29.026505491396744,0.6099111381893008,2.4188754576163953,2.595134392865758,0.6099111381893008,eggholder
13,326.9859156511227,275.13319000648676,0.821516419928261,0.34736291708399225,True,-0.4741535028442687,qnei,0.34902309998869896,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.595134392865758,2.3835291111267978,31.41003460252354,0.6099111381893008,2.416156507886426,2.595134392865758,0.6099111381893008,eggholder
14,348.4892103540255,512.0,2.8199582540989514,2.726513518208231,True,-0.09344473589072022,qnei,0.4149827000219375,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,0.38508727695610734,31.795121879479648,0.38508727695610734,2.2710801342485465,2.595134392865758,0.6099111381893008,eggholder
15,345.84558672867996,463.8565618463132,1.7628244607112002,1.7331192745742412,True,-0.02970518613695905,qnei,0.22600109997438267,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,1.4422210703438585,33.23734294982351,0.38508727695610734,2.2158228633215673,2.595134392865758,0.6099111381893008,eggholder
16,189.67679849995034,508.29744531994004,0.8216856476116082,0.8293317481711461,True,0.0076461005595378495,qnei,0.24630890000844374,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,2.3833598834434504,35.62070283326696,0.38508727695610734,2.226293927079185,2.595134392865758,0.6099111381893008,eggholder
17,377.4425298955643,21.373408271064612,-1.2963843151308574,-1.5509163922882896,True,-0.2545320771574322,qnei,0.1860442000324838,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,4.501429846185916,40.122132679452875,0.38508727695610734,2.360125451732522,2.595134392865758,0.6099111381893008,eggholder
18,369.9058382704229,-211.96485356729758,-0.6020860484036217,-0.706583176516403,True,-0.10449712811278133,qnei,0.22487969999201596,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,3.80713157945868,43.92926425891156,0.38508727695610734,2.440514681050642,2.595134392865758,0.6099111381893008,eggholder
19,460.397126470043,-104.65666449015183,-1.1928612357668544,-1.776408087298177,True,-0.5835468515313225,qnei,0.3604217999964021,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,4.397906766821913,48.32717102573347,0.38508727695610734,2.543535317143867,2.595134392865758,0.6099111381893008,eggholder
20,309.8786510426752,-104.54062784260101,0.39463225537236246,0.8213892646775891,True,0.42675700930522664,qnei,0.3198058999842033,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,2.8104132756826963,51.13758430141617,0.38508727695610734,2.5568792150708086,2.595134392865758,0.6099111381893008,eggholder
21,228.80415066899542,426.54038280027737,-1.194460721497494,-1.494171828187112,True,-0.29971110668961787,qnei,0.2912596999667585,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,4.399506252552553,55.537090553968724,0.38508727695610734,2.6446233597127966,2.595134392865758,0.6099111381893008,eggholder
22,512.0,129.50546781270185,-0.3360708310047242,-0.5232275770259462,True,-0.18715674602122206,qnei,0.26885769999353215,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.8199582540989514,3.5411163620597828,59.078206916028506,0.38508727695610734,2.6853730416376593,2.595134392865758,0.6099111381893008,eggholder
23,342.8502663163714,500.36317188537623,2.946357852898936,2.7997153200323193,True,-0.14664253286661655,qnei,0.23808839998673648,False,3.095134392865758,8,ceccbda4-6e17-4f7c-90a7-275b066c711e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",3.2050455310550587,2.946357852898936,0.2586876781561229,59.33689459418463,0.2586876781561229,2.5798649823558533,2.595134392865758,0.6099111381893008,eggholder
