iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.4039152044902676,1.5685276647418804,1.889662821455866,0.09012917794007706,0.46472350058283796,0.8872794804849488,0.9696059785727561,True,0.08232649808780734,logei,0.0,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.160441686204029,7.160441686204029,7.160441686204029,7.160441686204029,0.8872794804849488,7.160441686204029,michalewicz
2,2.9160609307133636,0.22123276470758535,0.4076968860601681,2.9792617020516117,1.9537049265171427,-0.9325116878672203,-1.1236600303847681,True,-0.19114834251754786,logei,0.0,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,8.9802328545562,16.14067454076023,7.160441686204029,8.070337270380115,0.8872794804849488,7.160441686204029,michalewicz
3,1.1592260867346609,1.606579135616254,2.0823825501105446,0.8649081530636696,0.43343948414876815,0.8650715343080728,0.12709102774065373,True,-0.7379805065674191,logei,0.0,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,0.8872794804849488,7.1826496323809055,23.323324173141135,7.160441686204029,7.774441391047045,0.8872794804849488,7.160441686204029,michalewicz
4,2.4756994008316204,2.1059998862725258,1.6096965118680393,2.5658531871613883,1.7249708309499152,1.1832821562984503,0.20599990893009845,True,-0.9772822473683519,logei,0.0,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,6.864439010390528,30.187763183531665,6.864439010390528,7.546940795882916,0.8872794804849488,7.160441686204029,michalewicz
5,3.081631083022443,0.6424854213040749,1.73959524004701,1.519351794949105,1.1098456893559028,-0.6877722785634273,-1.1883639578583405,True,-0.5005916792949132,logei,0.0,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.1832821562984503,8.735493445252406,38.923256628784074,6.864439010390528,7.784651325756815,0.8872794804849488,7.160441686204029,michalewicz
6,0.0,1.5180785670378076,0.5958327939077287,0.0,0.9134235633177008,1.53407434552756,0.557932216844719,True,-0.976142128682841,logei,0.6602982999756932,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.53407434552756,6.5136468211614185,45.43690344994549,6.5136468211614185,7.572817241657582,0.8872794804849488,7.160441686204029,michalewicz
7,0.1754417828590692,1.911007030321403,3.141592653589793,0.0,0.0,-1.0506595524481739,-1.643164274145259,True,-0.5925047216970851,logei,0.5576148999971338,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.53407434552756,9.098380719137152,54.535284169082644,6.5136468211614185,7.790754881297521,0.8872794804849488,7.160441686204029,michalewicz
8,0.0,1.6041716465107738,1.454030052775908,0.0,0.6714845872500675,1.0416034350030596,1.4319369362400867,True,0.39033350123702704,logei,0.4445753000327386,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.53407434552756,7.006117731685919,61.54140190076856,6.5136468211614185,7.69267523759607,1.0416034350030596,7.006117731685919,michalewicz
9,0.0,2.071204829114325,1.4735763810683922,0.0,1.681281898228814,0.3025272050216517,0.49004198487275674,True,0.18751477985110504,logei,0.5871062999940477,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,1.53407434552756,7.745193961667327,69.28659586243589,6.5136468211614185,7.698510651381765,1.0416034350030596,7.006117731685919,michalewicz
10,0.0,1.5712357031619446,1.3412388834451148,0.0,0.0,2.4095195241636578,2.5467457109749163,True,0.13722618681125853,logei,0.657910100009758,False,0,11,b19df1d4-5bbd-4fa3-ba65-5aa990174693,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,2.4095195241636578,5.6382016425253205,74.9247975049612,5.6382016425253205,7.492479750496121,2.4095195241636578,5.6382016425253205,michalewicz
