iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.0033679477896715,0.6524516488288785,2.6026363654825047,0.4689836211867622,1.6110232157240438,-1.0005901198454061,-0.15979795131921115,True,0.840792168526195,qnei,0.0,False,0,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-1.0005901198454061,9.048311286534384,9.048311286534384,9.048311286534384,9.048311286534384,-1.0005901198454061,9.048311286534384,michalewicz
2,0.4270040294696573,2.1646719429357737,2.644428466875382,1.3367759402838328,3.0062717024781365,-0.9041066659867205,-2.7252694631199965,True,-1.821162797133276,qnei,0.0,False,1,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.9041066659867205,8.951827832675699,18.000139119210083,8.951827832675699,9.000069559605041,-1.0005901198454061,9.048311286534384,michalewicz
3,2.5928597954643946,1.0625347409922794,1.8088051076493177,2.3665676041036434,2.598423652312292,-0.4821873194693632,-1.4248659510468773,True,-0.9426786315775141,qnei,0.0,False,2,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,8.529908486158341,26.530047605368424,8.529908486158341,8.843349201789474,-1.0005901198454061,9.048311286534384,michalewicz
4,2.9324834426054185,0.45551426842114484,2.3423093136775615,0.43778531524264847,2.847944080472264,-0.9783677662708578,1.584704836414184,True,2.563072602685042,qnei,0.0,False,3,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,9.026088932959835,35.55613653832826,8.529908486158341,8.889034134582065,-0.9783677662708578,9.026088932959835,michalewicz
5,0.7103594437025119,2.680531730054245,0.9623259560190263,3.0468119599852646,1.6268241612762053,-0.1892230366634753,-0.11778923085445414,True,0.07143380580902117,qnei,0.0,False,4,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.236944203352454,43.79308074168071,8.236944203352454,8.758616148336142,-0.9783677662708578,9.026088932959835,michalewicz
6,3.141592653589793,0.027065574451697477,2.1144758313688357,0.10900051660035408,3.141592653589793,-0.8355319669239067,0.16020514531466112,True,0.9957371122385679,qnei,0.2140345000079833,False,0,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.883253133612886,52.676333875293594,8.236944203352454,8.779388979215598,-0.9783677662708578,9.026088932959835,michalewicz
7,3.0196803118346693,0.7551733752659627,2.6924208258902684,0.5358248523247783,3.0910917061219605,-1.0539106997372172,-1.828145815297331,True,-0.7742351155601137,qnei,0.40044170001056045,False,1,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.101631866426196,61.77796574171979,8.236944203352454,8.82542367738854,-0.9783677662708578,9.026088932959835,michalewicz
8,2.568588422089542,0.2626889266426434,1.9010306854375756,0.48051229337134116,2.321435685788971,-0.9939764886898657,-3.573210344844001,True,-2.5792338561541355,qnei,0.2644414999522269,False,2,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.041697655378844,70.81966339709864,8.236944203352454,8.85245792463733,-0.9783677662708578,9.026088932959835,michalewicz
9,3.141592653589793,0.15954405420758913,2.339145211098216,0.11355738346015912,1.9200601296513784,-0.9648173746969627,3.8123083441303156,True,4.777125718827278,qnei,0.46419869997771457,False,3,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.012538541385942,79.83220193848457,8.236944203352454,8.87024465983162,-0.9648173746969627,9.012538541385942,michalewicz
10,3.141592653589793,0.0,2.3734972169498025,0.0,0.7475415242105858,-1.0347110600218374,0.7892276795924134,True,1.8239387396142508,qnei,0.5134296999895014,False,4,10,acf9c335-8288-4431-bf59-249f5d8a546b,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.082432226710816,88.9146341651954,8.236944203352454,8.891463416519539,-0.9648173746969627,9.012538541385942,michalewicz
