iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,3.0033679477896715,0.6524516488288785,2.6026363654825047,0.4689836211867622,1.6110232157240438,-1.0005901198454061,-1.0426533079805127,True,-0.042063188135106566,qnei,0.0,False,0,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-1.0005901198454061,9.048311286534384,9.048311286534384,9.048311286534384,9.048311286534384,-1.0005901198454061,9.048311286534384,michalewicz
2,0.4270040294696573,2.1646719429357737,2.644428466875382,1.3367759402838328,3.0062717024781365,-0.9041066659867205,-1.425449420260984,True,-0.5213427542742635,qnei,0.0,False,1,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.9041066659867205,8.951827832675699,18.000139119210083,8.951827832675699,9.000069559605041,-1.0005901198454061,9.048311286534384,michalewicz
3,2.5928597954643946,1.0625347409922794,1.8088051076493177,2.3665676041036434,2.598423652312292,-0.4821873194693632,-1.1580963679584353,True,-0.6759090484890721,qnei,0.0,False,2,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,8.529908486158341,26.530047605368424,8.529908486158341,8.843349201789474,-1.0005901198454061,9.048311286534384,michalewicz
4,2.9324834426054185,0.45551426842114484,2.3423093136775615,0.43778531524264847,2.847944080472264,-0.9783677662708578,-0.05452828456303305,True,0.9238394817078247,qnei,0.0,False,3,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.4821873194693632,9.026088932959835,35.55613653832826,8.529908486158341,8.889034134582065,-0.9783677662708578,9.026088932959835,michalewicz
5,0.7103594437025119,2.680531730054245,0.9623259560190263,3.0468119599852646,1.6268241612762053,-0.1892230366634753,-0.1080159051969577,True,0.08120713146651762,qnei,0.0,False,4,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.236944203352454,43.79308074168071,8.236944203352454,8.758616148336142,-0.9783677662708578,9.026088932959835,michalewicz
6,3.141592653589793,0.055245867559892206,2.280307328389582,0.032091940665816776,3.141592653589793,-0.2828684483442735,-0.46733447765314473,True,-0.18446602930887124,qnei,0.54169580002781,False,0,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,8.330589615033253,52.123670356713966,8.236944203352454,8.687278392785661,-0.9783677662708578,9.026088932959835,michalewicz
7,3.141592653589793,1.1130231913739215,3.0111543417883047,0.5258657532175345,2.856521064507581,-1.0519557676936129,-1.384896498096193,True,-0.3329407304025802,qnei,0.861981599999126,False,1,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,-0.1892230366634753,9.099676934382591,61.22334729109656,8.236944203352454,8.746192470156652,-0.9783677662708578,9.026088932959835,michalewicz
8,3.0936284501823494,1.0005094287867955,2.249141970069306,0.578879399125031,2.804859645450817,0.2601558873500655,-0.1380620805752794,True,-0.3982179679253449,qnei,0.9216892000404187,False,2,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.2601558873500655,7.787565279338913,69.01091257043547,7.787565279338913,8.626364071304433,-0.9783677662708578,9.026088932959835,michalewicz
9,2.4565566436970663,0.0,2.270066629174546,0.5058691792411271,2.6038236715772745,0.9075099879068455,1.6654546358665776,True,0.7579446479597322,qnei,0.6347777000046335,False,3,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9075099879068455,7.140211178782133,76.1511237492176,7.140211178782133,8.46123597213529,0.9075099879068455,7.140211178782133,michalewicz
10,2.3186152093862926,0.0,2.1211436808796376,0.44643005871337244,3.0106815570931635,0.5012001452073813,0.7508021365521524,True,0.24960199134477112,qnei,0.3600473999977112,False,4,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9075099879068455,7.546521021481597,83.6976447706992,7.140211178782133,8.36976447706992,0.9075099879068455,7.140211178782133,michalewicz
11,2.277022324236755,0.0,2.1216887192477976,0.4920656192814195,2.499068438745268,0.6163640259115858,0.7761426204955201,True,0.15977859458393429,qnei,0.35515119996853173,False,0,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9075099879068455,7.431357140777393,91.12900191147659,7.140211178782133,8.284454719225145,0.9075099879068455,7.140211178782133,michalewicz
12,2.293825366747037,0.24579912592236905,2.3339628255603566,0.8070190150733721,2.069029972116023,0.3708641011119957,0.6698750770157327,True,0.299010975903737,qnei,0.5566043999860995,False,1,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9075099879068455,7.676857065576983,98.80585897705357,7.140211178782133,8.23382158142113,0.9075099879068455,7.140211178782133,michalewicz
13,2.519924534884695,0.0,2.2171126297551185,0.32754842667257716,1.975879680880931,0.6290736449180606,-0.06226873709292069,True,-0.6913423820109813,qnei,0.48516430001473054,False,2,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9075099879068455,7.418647521770918,106.2245064988245,7.140211178782133,8.171115884524962,0.9075099879068455,7.140211178782133,michalewicz
14,2.4995243898320356,0.0,2.314532017009207,0.5922638359921852,3.141592653589793,-0.5931980490058941,0.047113821484476404,True,0.6403118704903705,qnei,0.47688959998777136,False,3,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9075099879068455,8.640919215694872,114.86542571451938,7.140211178782133,8.204673265322812,0.9075099879068455,7.140211178782133,michalewicz
15,2.2181645415772406,0.0,2.3066340778718852,0.3985307789928954,2.5707629146407296,0.9514504272104544,1.0342965048547457,True,0.0828460776442913,qnei,0.5554038999835029,False,4,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9514504272104544,7.096270739478524,121.9616964539979,7.096270739478524,8.13077976359986,0.9075099879068455,7.140211178782133,michalewicz
16,2.4695377664062823,0.0,2.380250576895327,0.8564726267851551,2.5120922699669666,-0.7320901738026507,-0.24244535657667,True,0.48964481722598074,qnei,0.46770109998760745,False,0,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,0.9514504272104544,8.779811340491628,130.74150779448954,7.096270739478524,8.171344237155596,0.9075099879068455,7.140211178782133,michalewicz
17,2.3655594232665558,0.0,2.2431953159177582,0.5775958391563996,2.499709041123321,1.2102605299225448,1.4715454127806045,True,0.2612848828580596,qnei,0.5491671999916434,False,1,10,edd08852-08f7-442a-82b5-2d03844246df,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4",8.047721166688978,1.2102605299225448,6.8374606367664335,137.57896843125596,6.8374606367664335,8.092880495956233,0.9075099879068455,7.140211178782133,michalewicz
