iteration,x0,x1,x2,x3,x4,x5,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-207.63326807332714,584.7322120055107,-217.54699381737993,346.25872298403476,443.87581403545937,-130.69823215296725,-0.18020793523944853,-9.504832984680904,True,-9.324625049441456,logei,0.0,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,-0.18020793523944853,2.934063750898419,2.934063750898419,2.934063750898419,2.934063750898419,-0.18020793523944853,2.934063750898419,griewank
2,-74.54175225264146,-152.70131629277637,-471.65568423267075,-25.24145500473969,-310.37742589838126,-291.4257017386443,1.0891377787356822,-1.6230623082400166,True,-2.712200086975699,logei,0.0,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,1.6647180369232886,4.598781787821707,1.6647180369232886,2.2993908939108536,1.0891377787356822,1.6647180369232886,griewank
3,-378.3221317987021,-367.3625413148271,376.5932041860252,-92.41897422692841,-292.8953938101287,109.0834221184939,0.7369340198337742,8.85015359585005,True,8.113219576016277,logei,0.0,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.016921795825197,6.615703583646904,1.6647180369232886,2.2052345278823013,0.7369340198337742,2.016921795825197,griewank
4,125.12675527014699,176.2296324722255,493.62765653822885,-419.7526656456379,-154.33544586912456,-258.45523498702494,0.6201583017330186,3.2579760268303914,True,2.637817725097373,logei,0.0,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.133697513925952,8.749401097572857,1.6647180369232886,2.1873502743932143,0.7369340198337742,2.016921795825197,griewank
5,-579.8615372106591,-382.1352751647246,-126.39770244167659,-128.0271478964109,140.0735332884011,-57.28016540742442,0.693856662348287,4.98943212511918,True,4.295575462770893,logei,0.0,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,2.0599991533106836,10.809400250883542,1.6647180369232886,2.161880050176708,0.7369340198337742,2.016921795825197,griewank
6,-516.6024926605529,-560.1866689388979,598.3485350836797,-418.1707023751569,-135.3390837167506,82.29803899767867,-1.5926388611501252,-3.927720749169344,True,-2.335081888019219,logei,0.2154613999882713,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,4.346494676809096,15.155894927692637,1.6647180369232886,2.525982487948773,0.7369340198337742,2.016921795825197,griewank
7,-600.0,-402.2009040948393,467.0873361168383,-26.04894810740489,79.63079513438588,263.8611925829104,-0.36766009852656856,-11.503573202947164,True,-11.135913104420595,logei,0.3777657999889925,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.0891377787356822,3.1215159141855393,18.277410841878176,1.6647180369232886,2.6110586916968823,0.7369340198337742,2.016921795825197,griewank
8,-125.65030808864607,-115.96491482693808,343.5896882909759,-140.97928438783734,-340.15218735547677,-45.907101548075374,1.6540725176665358,6.50824122387947,True,4.854168706212934,logei,0.2726050000055693,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.6540725176665358,1.099783297992435,19.37719413987061,1.099783297992435,2.4221492674838263,0.7369340198337742,2.016921795825197,griewank
9,-450.51204458439594,-405.3675828568546,233.60288355470004,-75.13506185755445,-246.7033549977645,98.78947081701776,0.8413185609895015,8.855138942669042,True,8.01382038167954,logei,0.4059778000228107,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.6540725176665358,1.9125372546694692,21.28973139454008,1.099783297992435,2.3655257105044534,0.8413185609895015,1.9125372546694692,griewank
10,-594.7761181379271,-565.5290379261543,240.09895106020426,135.72884231716193,-345.7194296862374,279.5814740515638,-0.865291299159879,-1.885638663567363,True,-1.0203473644074839,logei,0.2809989000088535,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.6540725176665358,3.61914711481885,24.90887850935893,1.099783297992435,2.490887850935893,0.8413185609895015,1.9125372546694692,griewank
11,-354.78332420296556,-362.436898798078,153.57320118764406,-93.15189820762936,-347.28828007197114,17.397299438961344,1.1772849293476797,4.193615773197744,True,3.0163308438500644,logei,0.37077149999095127,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.6540725176665358,1.576570886311291,26.485449395670223,1.099783297992435,2.407768126879111,0.8413185609895015,1.9125372546694692,griewank
12,-162.1178663276468,-107.86778798203149,338.489902742346,-150.35474053759498,-238.94374885822936,-36.921402005654954,1.8483173568435898,1.1361609742053853,True,-0.7121563826382045,logei,0.4490038999938406,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,0.905538458815381,27.390987854485605,0.905538458815381,2.282582321207134,0.8413185609895015,1.9125372546694692,griewank
13,-427.22529122963846,-241.79766298824205,396.68385210934906,-51.69466665038454,-246.54368808313234,157.1432728935986,0.8887849532502409,1.7853604844117532,True,0.8965755311615123,logei,0.46922069997526705,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,1.86507086240873,29.256058716894334,0.905538458815381,2.250466055145718,0.8413185609895015,1.9125372546694692,griewank
14,-372.18673180328915,-600.0,256.69824655379244,-43.07820123892021,-313.95209093189993,96.83209264016088,0.17399552458921644,1.4948215874406052,True,1.3208260628513888,logei,0.44114200002513826,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,2.579860291069754,31.835919007964087,0.905538458815381,2.2739942148545778,0.8413185609895015,1.9125372546694692,griewank
15,-164.78050367816053,-370.80994778200795,285.3635943921313,-270.5383650614216,-286.41005937888053,-114.60489005854407,1.1622798719017238,2.015579168751637,True,0.8532992968499131,logei,0.5694272999535315,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,1.591575943757247,33.427494951721336,0.905538458815381,2.228499663448089,0.8413185609895015,1.9125372546694692,griewank
16,-149.50559037803603,-411.760497837574,413.0490614207075,60.9951845939915,-264.7042747562567,104.3805948025247,1.0375296204854014,0.8999522401198298,True,-0.13757738036557166,logei,0.5908713000244461,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,1.7163261951735693,35.14382114689491,0.905538458815381,2.1964888216809317,0.8413185609895015,1.9125372546694692,griewank
17,-340.1213791995311,-424.18728221150525,201.82113815718557,-169.85682618189995,-242.35363183318157,-8.46027468018884,1.1258586809971272,-1.1501169143925787,True,-2.275975595389706,logei,0.42715329997008666,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,1.6279971346618436,36.771818281556754,0.905538458815381,2.163048134209221,0.8413185609895015,1.9125372546694692,griewank
18,-600.0,-359.4931557308473,53.44969581833868,-116.24643580137035,-290.09909044813594,99.19330086187968,0.45792715300465303,-3.1936622574093465,True,-3.6515894104139996,logei,0.5929141999804415,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,2.2959286626543176,39.06774694421107,0.905538458815381,2.170430385789504,0.8413185609895015,1.9125372546694692,griewank
19,-517.8270489108947,-353.1824985198213,248.52366252856285,-41.0608867672658,-230.13427349161987,148.74957232990747,0.7172870948184378,2.7974090954827084,True,2.0801220006642707,logei,0.6918187999981456,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,2.036568720840533,41.10431566505161,0.905538458815381,2.163385035002716,0.8413185609895015,1.9125372546694692,griewank
20,-412.32573761846544,-404.17516456983367,236.57955985198248,0.14073253021164106,-295.3866384760875,108.11470742677768,0.8806424604241115,5.11815197298168,True,4.237509512557569,logei,0.415711099980399,False,1.6667,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,14.999700005999879,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,1.873213355234859,42.97752902028647,0.905538458815381,2.1488764510143232,0.8413185609895015,1.9125372546694692,griewank
21,-415.21513349751336,-420.1413142069963,458.60156800768857,-90.67723774083441,-255.9242724080161,113.43896344983949,0.2821877711724024,11.982762046247107,True,11.700574275074704,logei,0.5969968999852426,False,0.3333,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,2.4716680444865684,45.44919706477304,0.905538458815381,2.1642474792749065,0.2821877711724024,2.4716680444865684,griewank
22,-433.32770309867163,-441.96900656748903,600.0,-87.35817144996307,-275.73461840557576,134.45331515048997,-0.4749214724978064,-0.2986622325555963,True,0.1762592399422101,logei,0.7127386999782175,False,0.3333,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,3.228777288156777,48.677974352929816,0.905538458815381,2.2126351978604464,0.2821877711724024,2.4716680444865684,griewank
23,-427.99189820460504,-325.7403415318846,388.52196210599914,-88.58301232986105,-242.93078854737792,106.5069391080332,0.7662729904848095,-9.205498698444345,True,-9.971771688929154,logei,0.7442588999983855,False,0.3333,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,1.9875828251741612,50.665557178103974,0.905538458815381,2.2028503120914773,0.2821877711724024,2.4716680444865684,griewank
24,-84.30644896329353,-18.83210903908664,462.42305997259655,-295.505412566922,-419.0254348289855,-103.83612599061082,0.8559720054055958,-5.644235622063554,True,-6.500207627469149,logei,0.31363210000563413,False,0.3333,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,1.8978838102533748,52.56344098835735,0.905538458815381,2.1901433745148897,0.2821877711724024,2.4716680444865684,griewank
25,-600.0,-516.3396350075823,-345.38838532337996,-237.87707479787377,117.23065373967246,-180.39853676097923,-0.4897192584850737,19.526843774257404,True,20.01656303274248,logei,0.35486020002281293,False,0.3333,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,3.2435750741440446,55.8070160625014,0.905538458815381,2.232280642500056,-0.4897192584850737,3.2435750741440446,griewank
26,-600.0,-600.0,-456.9617493841822,-301.02987242336593,105.76934704800301,-242.81323026156795,-1.4081234577106807,16.03910371878793,True,17.44722717649861,logei,0.2744461999973282,False,0.3333,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,4.161979273369651,59.96899533587105,0.905538458815381,2.306499820610425,-0.4897192584850737,3.2435750741440446,griewank
27,-600.0,-600.0,-494.97787104918046,-324.2894353378875,102.68589582286428,-264.65498043145845,-1.637821069795598,-5.72622834990549,True,-4.088407280109893,logei,0.3193434000131674,False,0.3333,8,065d390e-0719-488d-a90d-d8ce3bcdadda,gaussian,5.0,0,exact,value,learned,75.00750075007501,"x0,x1,x2,x3,x4,x5",2.7538558156589708,1.8483173568435898,4.391676885454569,64.36067222132561,0.905538458815381,2.3837286007898375,-0.4897192584850737,3.2435750741440446,griewank
